model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
LinearSVM,No Upsampling,LinearSVMDual,0.37 $\pm$ 0.01,0.40 $\pm$ 0.02,0.43 $\pm$ 0.01,0.46 $\pm$ 0.03,0.46 $\pm$ 0.01,0.49 $\pm$ 0.03
LinearSVM,RakelD Partitioning of labels,RakelD_LineaSVM,0.36 $\pm$ 0.01,0.41 $\pm$ 0.01,0.43 $\pm$ 0.02,0.46 $\pm$ 0.02,0.45 $\pm$ 0.01,0.50 $\pm$ 0.02
LinearSVM,Random Oversampling,LinearSVMDual_ROS,0.37 $\pm$ 0.01,0.41 $\pm$ 0.03,0.43 $\pm$ 0.01,0.45 $\pm$ 0.03,0.46 $\pm$ 0.02,0.49 $\pm$ 0.01
LinearSVM,SMOTE,LinearSVMDual_SMOTE,0.36 $\pm$ 0.01,0.39 $\pm$ 0.01,0.44 $\pm$ 0.01,0.46 $\pm$ 0.01,0.45 $\pm$ 0.01,0.48 $\pm$ 0.02
LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.30 $\pm$ 0.00,0.37 $\pm$ 0.01,0.36 $\pm$ 0.02,0.42 $\pm$ 0.01,0.41 $\pm$ 0.02,0.45 $\pm$ 0.02
LogisticRegression,No Upsampling,LogisticRegression,0.31 $\pm$ 0.02,0.33 $\pm$ 0.02,0.31 $\pm$ 0.04,0.40 $\pm$ 0.01,0.40 $\pm$ 0.02,0.42 $\pm$ 0.03
LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.31 $\pm$ 0.01,0.33 $\pm$ 0.02,0.32 $\pm$ 0.03,0.40 $\pm$ 0.02,0.39 $\pm$ 0.02,0.42 $\pm$ 0.04
LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.31 $\pm$ 0.02,0.34 $\pm$ 0.02,0.33 $\pm$ 0.04,0.40 $\pm$ 0.00,0.40 $\pm$ 0.01,0.43 $\pm$ 0.04
LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.30 $\pm$ 0.03,0.33 $\pm$ 0.02,0.32 $\pm$ 0.03,0.38 $\pm$ 0.01,0.38 $\pm$ 0.01,0.41 $\pm$ 0.03
LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.33 $\pm$ 0.02,0.38 $\pm$ 0.02,0.40 $\pm$ 0.05,0.43 $\pm$ 0.02,0.44 $\pm$ 0.02,0.48 $\pm$ 0.02
LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.32 $\pm$ 0.04,0.35 $\pm$ 0.03,0.40 $\pm$ 0.04,0.43 $\pm$ 0.01,0.43 $\pm$ 0.04,0.49 $\pm$ 0.01
LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.32 $\pm$ 0.02,0.37 $\pm$ 0.02,0.38 $\pm$ 0.04,0.44 $\pm$ 0.01,0.42 $\pm$ 0.02,0.48 $\pm$ 0.01
LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.33 $\pm$ 0.02,0.35 $\pm$ 0.01,0.40 $\pm$ 0.00,0.43 $\pm$ 0.01,0.43 $\pm$ 0.02,0.48 $\pm$ 0.02
LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.34 $\pm$ 0.03,0.32 $\pm$ 0.02,0.39 $\pm$ 0.03,0.44 $\pm$ 0.01,0.42 $\pm$ 0.01,0.48 $\pm$ 0.02
LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.33 $\pm$ 0.02,0.33 $\pm$ 0.02,0.40 $\pm$ 0.01,0.44 $\pm$ 0.00,0.44 $\pm$ 0.02,0.49 $\pm$ 0.02
LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.32 $\pm$ 0.03,0.33 $\pm$ 0.03,0.39 $\pm$ 0.02,0.43 $\pm$ 0.01,0.42 $\pm$ 0.02,0.48 $\pm$ 0.03
LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.33 $\pm$ 0.02,0.34 $\pm$ 0.02,0.38 $\pm$ 0.03,0.43 $\pm$ 0.01,0.43 $\pm$ 0.03,0.47 $\pm$ 0.03
LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.34 $\pm$ 0.01,0.31 $\pm$ 0.05,0.36 $\pm$ 0.00,0.43 $\pm$ 0.02,0.43 $\pm$ 0.03,0.49 $\pm$ 0.02
LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.37 $\pm$ 0.01,0.40 $\pm$ 0.02,0.42 $\pm$ 0.00,0.46 $\pm$ 0.02,0.46 $\pm$ 0.03,0.50 $\pm$ 0.00
LogisticRegressionRidge,No Upsampling,LogisticRegressionRidgeDual,0.36 $\pm$ 0.01,0.40 $\pm$ 0.02,0.43 $\pm$ 0.01,0.46 $\pm$ 0.02,0.46 $\pm$ 0.02,0.49 $\pm$ 0.01
LogisticRegressionRidge,RakelD Partitioning of labels,RakelD_LogisticRegression,0.37 $\pm$ 0.01,0.43 $\pm$ 0.02,0.45 $\pm$ 0.02,0.49 $\pm$ 0.02,0.50 $\pm$ 0.00,0.51 $\pm$ 0.01
LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidgeDual_ROS,0.37 $\pm$ 0.02,0.39 $\pm$ 0.01,0.42 $\pm$ 0.01,0.46 $\pm$ 0.02,0.45 $\pm$ 0.01,0.49 $\pm$ 0.01
LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.35 $\pm$ 0.00,0.39 $\pm$ 0.01,0.43 $\pm$ 0.01,0.46 $\pm$ 0.02,0.44 $\pm$ 0.02,0.47 $\pm$ 0.02
LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.36 $\pm$ 0.00,0.37 $\pm$ 0.02,0.42 $\pm$ 0.03,0.45 $\pm$ 0.01,0.44 $\pm$ 0.01,0.46 $\pm$ 0.01
Multi-label ARAM,Natively Multilabel,MLARAM,0.15 $\pm$ 0.01,0.18 $\pm$ 0.09,0.18 $\pm$ 0.08,0.24 $\pm$ 0.09,0.22 $\pm$ 0.03,0.26 $\pm$ 0.04
Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.31 $\pm$ 0.02,0.34 $\pm$ 0.02,0.37 $\pm$ 0.03,0.38 $\pm$ 0.04,0.37 $\pm$ 0.03,0.40 $\pm$ 0.03
NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.37 $\pm$ 0.01,0.42 $\pm$ 0.03,0.45 $\pm$ 0.02,0.48 $\pm$ 0.01,0.48 $\pm$ 0.03,0.50 $\pm$ 0.01
NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.37 $\pm$ 0.01,0.43 $\pm$ 0.01,0.45 $\pm$ 0.01,0.49 $\pm$ 0.01,0.49 $\pm$ 0.01,0.51 $\pm$ 0.01
NaiveBayes,No Upsampling,ComplementNaiveBayes,0.37 $\pm$ 0.02,0.41 $\pm$ 0.01,0.44 $\pm$ 0.01,0.48 $\pm$ 0.01,0.48 $\pm$ 0.02,0.51 $\pm$ 0.01
NaiveBayes,No Upsampling,NaiveBayes,0.37 $\pm$ 0.02,0.41 $\pm$ 0.00,0.43 $\pm$ 0.00,0.49 $\pm$ 0.01,0.48 $\pm$ 0.02,0.51 $\pm$ 0.02
NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.37 $\pm$ 0.01,0.39 $\pm$ 0.04,0.43 $\pm$ 0.03,0.48 $\pm$ 0.01,0.47 $\pm$ 0.00,0.51 $\pm$ 0.01
NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.37 $\pm$ 0.02,0.42 $\pm$ 0.01,0.44 $\pm$ 0.02,0.47 $\pm$ 0.03,0.48 $\pm$ 0.03,0.50 $\pm$ 0.02
NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.36 $\pm$ 0.01,0.41 $\pm$ 0.01,0.45 $\pm$ 0.01,0.49 $\pm$ 0.02,0.50 $\pm$ 0.01,0.51 $\pm$ 0.02
NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.36 $\pm$ 0.02,0.43 $\pm$ 0.03,0.44 $\pm$ 0.01,0.49 $\pm$ 0.01,0.49 $\pm$ 0.02,0.52 $\pm$ 0.01
NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.37 $\pm$ 0.03,0.42 $\pm$ 0.01,0.43 $\pm$ 0.01,0.49 $\pm$ 0.01,0.48 $\pm$ 0.02,0.51 $\pm$ 0.02
NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.37 $\pm$ 0.01,0.41 $\pm$ 0.01,0.45 $\pm$ 0.02,0.49 $\pm$ 0.02,0.48 $\pm$ 0.02,0.51 $\pm$ 0.01
RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.26 $\pm$ 0.02,0.31 $\pm$ 0.02,0.35 $\pm$ 0.03,0.39 $\pm$ 0.02,0.36 $\pm$ 0.04,0.42 $\pm$ 0.04
RandomForest,No Upsampling,RandomForest,0.27 $\pm$ 0.02,0.29 $\pm$ 0.02,0.35 $\pm$ 0.00,0.38 $\pm$ 0.03,0.37 $\pm$ 0.03,0.44 $\pm$ 0.03
RandomForest,Random Oversampling,RandomForest_ROS,0.26 $\pm$ 0.01,0.29 $\pm$ 0.01,0.34 $\pm$ 0.02,0.40 $\pm$ 0.01,0.37 $\pm$ 0.03,0.42 $\pm$ 0.06
RandomForest,SMOTE,RandomForest_SMOTE,0.27 $\pm$ 0.00,0.30 $\pm$ 0.01,0.35 $\pm$ 0.01,0.38 $\pm$ 0.01,0.37 $\pm$ 0.04,0.42 $\pm$ 0.02
RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.26 $\pm$ 0.01,0.28 $\pm$ 0.03,0.35 $\pm$ 0.02,0.37 $\pm$ 0.01,0.36 $\pm$ 0.03,0.43 $\pm$ 0.04
RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.32 $\pm$ 0.01,0.29 $\pm$ 0.03,0.34 $\pm$ 0.02,0.44 $\pm$ 0.02,0.44 $\pm$ 0.01,0.47 $\pm$ 0.00
RidgeClassifier,No Upsampling,RidgeClassifier,0.31 $\pm$ 0.00,0.29 $\pm$ 0.04,0.35 $\pm$ 0.01,0.43 $\pm$ 0.01,0.44 $\pm$ 0.01,0.47 $\pm$ 0.02
RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.32 $\pm$ 0.01,0.33 $\pm$ 0.03,0.34 $\pm$ 0.02,0.43 $\pm$ 0.01,0.41 $\pm$ 0.03,0.47 $\pm$ 0.02
RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.31 $\pm$ 0.00,0.29 $\pm$ 0.03,0.34 $\pm$ 0.02,0.43 $\pm$ 0.02,0.41 $\pm$ 0.03,0.47 $\pm$ 0.02
RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.31 $\pm$ 0.01,0.29 $\pm$ 0.02,0.32 $\pm$ 0.02,0.41 $\pm$ 0.01,0.42 $\pm$ 0.02,0.45 $\pm$ 0.02
SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.31 $\pm$ 0.02,0.34 $\pm$ 0.00,0.38 $\pm$ 0.02,0.44 $\pm$ 0.01,0.42 $\pm$ 0.01,0.48 $\pm$ 0.03
SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.34 $\pm$ 0.01,0.37 $\pm$ 0.03,0.42 $\pm$ 0.02,0.46 $\pm$ 0.01,0.47 $\pm$ 0.02,0.50 $\pm$ 0.01
SVM,No Upsampling,SVM_rbf,0.30 $\pm$ 0.01,0.24 $\pm$ 0.07,0.32 $\pm$ 0.05,0.46 $\pm$ 0.02,0.43 $\pm$ 0.03,0.49 $\pm$ 0.02
SVM,No Upsampling,SVM_sigmoid,0.35 $\pm$ 0.01,0.36 $\pm$ 0.02,0.43 $\pm$ 0.02,0.47 $\pm$ 0.01,0.48 $\pm$ 0.01,**0.53 $\pm$ 0.04**
SVM,RakelD Partitioning of labels,RakelD_SVM,0.34 $\pm$ 0.02,0.40 $\pm$ 0.01,0.39 $\pm$ 0.03,0.45 $\pm$ 0.03,0.45 $\pm$ 0.00,0.49 $\pm$ 0.00
SVM,Random Oversampling,SVM_rbf_ROS,0.30 $\pm$ 0.01,0.21 $\pm$ 0.07,0.28 $\pm$ 0.09,0.42 $\pm$ 0.02,0.42 $\pm$ 0.03,0.44 $\pm$ 0.05
SVM,Random Oversampling,SVM_sigmoid_ROS,0.35 $\pm$ 0.01,0.39 $\pm$ 0.03,0.40 $\pm$ 0.03,0.48 $\pm$ 0.02,0.48 $\pm$ 0.03,0.50 $\pm$ 0.02
SVM,SMOTE,SVM_rbf_SMOTE,0.30 $\pm$ 0.00,0.27 $\pm$ 0.05,0.33 $\pm$ 0.01,0.43 $\pm$ 0.00,0.43 $\pm$ 0.03,0.48 $\pm$ 0.01
SVM,SMOTE,SVM_sigmoid_SMOTE,0.34 $\pm$ 0.01,0.36 $\pm$ 0.04,0.41 $\pm$ 0.00,0.48 $\pm$ 0.02,0.47 $\pm$ 0.02,0.50 $\pm$ 0.01
SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.30 $\pm$ 0.02,0.24 $\pm$ 0.08,0.35 $\pm$ 0.01,0.44 $\pm$ 0.00,0.42 $\pm$ 0.03,0.47 $\pm$ 0.03
SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.34 $\pm$ 0.01,0.36 $\pm$ 0.00,0.44 $\pm$ 0.03,0.44 $\pm$ 0.03,0.47 $\pm$ 0.02,0.49 $\pm$ 0.01
XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.35 $\pm$ 0.01,0.35 $\pm$ 0.02,0.36 $\pm$ 0.02,0.41 $\pm$ 0.04,0.39 $\pm$ 0.02,0.46 $\pm$ 0.02
XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.36 $\pm$ 0.04,0.34 $\pm$ 0.03,0.38 $\pm$ 0.02,0.40 $\pm$ 0.03,0.39 $\pm$ 0.04,0.46 $\pm$ 0.01
XGBoost,No Upsampling,XGBoost_broad,0.35 $\pm$ 0.01,0.35 $\pm$ 0.02,0.37 $\pm$ 0.02,0.39 $\pm$ 0.03,0.38 $\pm$ 0.01,0.45 $\pm$ 0.00
XGBoost,No Upsampling,XGBoost_narrow,0.36 $\pm$ 0.03,0.32 $\pm$ 0.02,0.37 $\pm$ 0.02,0.41 $\pm$ 0.03,0.37 $\pm$ 0.01,0.45 $\pm$ 0.02
XGBoost,Random Oversampling,XGBoost_broad_ROS,0.34 $\pm$ 0.02,0.36 $\pm$ 0.03,0.38 $\pm$ 0.02,0.43 $\pm$ 0.00,0.42 $\pm$ 0.03,0.48 $\pm$ 0.02
XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.35 $\pm$ 0.04,0.36 $\pm$ 0.02,0.37 $\pm$ 0.03,0.42 $\pm$ 0.02,0.41 $\pm$ 0.02,0.48 $\pm$ 0.01
XGBoost,SMOTE,XGBoost_broad_SMOTE,0.34 $\pm$ 0.02,0.35 $\pm$ 0.01,0.35 $\pm$ 0.01,0.42 $\pm$ 0.04,0.39 $\pm$ 0.03,0.47 $\pm$ 0.02
XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.35 $\pm$ 0.03,0.34 $\pm$ 0.03,0.38 $\pm$ 0.03,0.42 $\pm$ 0.02,0.41 $\pm$ 0.03,0.48 $\pm$ 0.01
XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.36 $\pm$ 0.02,0.35 $\pm$ 0.01,0.37 $\pm$ 0.02,0.41 $\pm$ 0.01,0.40 $\pm$ 0.01,0.47 $\pm$ 0.01
XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.35 $\pm$ 0.03,0.32 $\pm$ 0.02,0.38 $\pm$ 0.01,0.40 $\pm$ 0.03,0.40 $\pm$ 0.03,0.48 $\pm$ 0.01
