language,model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
en,LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.611,0.611,0.628,0.672,0.609,0.660
en,LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.584,0.594,0.648,0.641,0.604,0.653
en,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0,0,0.623,0.616,0.614,0.636
en,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0,0,0.611,0.626,0.614,0.675
en,NaiveBayes,No Upsampling,ComplementNaiveBayes,0,0,0.623,0.626,0.599,0.658
en,NaiveBayes,No Upsampling,NaiveBayes,0,0,0.623,0.621,0.614,0.645
en,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0,0,0.645,0.638,0.641,0.670
en,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0,0,0.645,0.631,0.641,0.670
en,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0,0,0.655,0.667,0.653,0.694
en,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0,0,0.638,0.616,0.592,0.628
en,NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0,0,0.623,0.621,0.599,0.645
en,NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0,0,0.623,0.626,0.611,0.645
en,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0,0,0.557,0.553,0.570,0.677
en,RandomForest,No Upsampling,RandomForest,0,0,0.621,0.623,0.619,0.675
en,RandomForest,Random Oversampling,RandomForest_ROS,0,0,0.509,0.575,0.592,0.609
en,RandomForest,SMOTE,RandomForest_SMOTE,0,0,0.550,0.562,0.548,0.599
en,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0,0,0.518,0.575,0.567,0.633
en,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0,0.582,0.638,0.638,0.611,0.638
en,RidgeClassifier,No Upsampling,RidgeClassifier,0,0.582,0.636,0.648,0.606,0.636
en,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0,0.579,0.587,0.633,0.601,0.633
en,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0,0.553,0.623,0.626,0.604,0.633
en,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0,0.575,0.601,0.636,0.614,0.643
en,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0,0.443,0.633,0.553,0.584,0.650
en,SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0,0.623,0.658,0.636,0.633,0.648
en,SVM,No Upsampling,SVM_rbf,0,0.572,0.555,0.565,0.601,0.597
en,SVM,No Upsampling,SVM_sigmoid,0,0.628,0.653,0.619,0.628,0.631
en,SVM,Random Oversampling,SVM_rbf_ROS,0,0.533,0.562,0.565,0.601,0.599
en,SVM,Random Oversampling,SVM_sigmoid_ROS,0,0.616,0.650,0.628,0.638,0.680
en,SVM,SMOTE,SVM_rbf_SMOTE,0,0.545,0.560,0.567,0.601,0.631
en,SVM,SMOTE,SVM_sigmoid_SMOTE,0,0.606,0.660,0.660,0.636,0.663
en,SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0,0.626,0.555,0.626,0.631,0.599
en,SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0,0.584,0.614,0.643,0.626,0.626
en,XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0,0,0.645,0.604,0.614,0.655
en,XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0,0,0.689,0.658,0.675,0.694
en,XGBoost,No Upsampling,XGBoost_broad,0,0.623,0.582,0.606,0.582,0.636
en,XGBoost,No Upsampling,XGBoost_narrow,0,0.675,0.670,0.680,0.682,0.672
en,XGBoost,Random Oversampling,XGBoost_broad_ROS,0,0.592,0.643,0.606,0.638,0.667
en,XGBoost,Random Oversampling,XGBoost_narrow_ROS,0,0.680,0.694,0.658,0.687,0.711
en,XGBoost,SMOTE,XGBoost_broad_SMOTE,0,0,0.584,0.616,0.655,0.685
en,XGBoost,SMOTE,XGBoost_narrow_SMOTE,0,0.670,**0.714**,0.697,0.660,0.707
en,XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0,0,0.631,0.694,0.606,0.655
en,XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0,0,0.677,0.670,0.667,0.672
fr,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.230,0.214,0.198,0.421,0.198,0.214
fr,KNN,No Upsampling,kNN,0.254,0.198,0.198,0.397,0.183,0.405
fr,KNN,Random Oversampling,kNN_ROS,0.262,0.198,0.198,0.317,0.270,0.484
fr,KNN,SMOTE,kNN_SMOTE,0.230,0.214,0.198,0.365,0.183,0.492
fr,KNN,SVMSMOTE,kNN_SVMSMOTE,0.254,0.310,0.198,0.167,0.341,0.405
fr,LinearSVM,BorderlineSMOTE,LinearSVMDual_BorderlineSMOTE,0.262,0.373,0.325,0.238,0.349,0.365
fr,LinearSVM,BorderlineSMOTE,LinearSVMDual_SVMSMOTE,0.270,0.381,0.317,0.294,0.357,0.317
fr,LinearSVM,No Upsampling,LinearSVMDual,0.278,0.373,0.357,0.254,0.349,0.373
fr,LinearSVM,Random Oversampling,LinearSVMDual_ROS,0.278,0.373,0.341,0.254,0.341,0.357
fr,LinearSVM,SMOTE,LinearSVMDual_SMOTE,0.270,0.357,0.310,0.278,0.341,0.294
fr,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.270,0.413,0.365,0.325,0.357,0.381
fr,LogisticRegression,No Upsampling,LogisticRegression,0.254,0.325,0.310,0.206,0.246,0.246
fr,LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.254,0.341,0.310,0.206,0.278,0.294
fr,LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.246,0.333,0.310,0.206,0.294,0.286
fr,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.294,0.341,0.302,0.214,0.302,0.286
fr,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.222,0.437,0.341,0.270,0.357,0.365
fr,LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,0.198,0.365,0.325,0.238,0.317,0.286
fr,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.206,0.357,0.349,0.246,0.341,0.302
fr,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.198,0.349,0.317,0.214,0.310,0.302
fr,LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.246,0.365,0.357,0.222,0.397,0.302
fr,LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.214,0.389,0.262,0.357,0.357,0.373
fr,LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.238,0.405,0.333,0.270,0.325,0.317
fr,LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.246,0.397,0.333,0.310,0.333,0.286
fr,LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.214,0.349,0.325,0.357,0.302,0.341
fr,LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.230,0.389,0.286,0.325,0.325,0.349
fr,LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.302,0.397,0.341,0.278,0.349,0.325
fr,LogisticRegressionRidge,No Upsampling,LogisticRegressionRidgeDual,0.333,0.389,0.373,0.262,0.333,0.341
fr,LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidgeDual_ROS,0.310,0.389,0.405,0.254,0.325,0.341
fr,LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.278,0.389,0.317,0.286,0.310,0.317
fr,LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.254,0.262,0.429,0.254,0.333,0.500
fr,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.381,0.357,0.389,0.341,0.452,0.365
fr,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.373,0.325,0.389,0.325,0.444,0.413
fr,NaiveBayes,No Upsampling,ComplementNaiveBayes,0.286,0.373,0.325,0.270,0.254,0.349
fr,NaiveBayes,No Upsampling,NaiveBayes,0.349,0.397,0.325,0.286,0.254,0.270
fr,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.286,0.373,0.325,0.286,0.254,0.357
fr,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.373,0.317,0.325,0.294,0.397,0.294
fr,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.349,0.302,0.310,0.317,0.444,0.373
fr,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.325,0.317,0.262,0.254,0.405,0.349
fr,NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.349,0.310,0.325,0.286,0.254,0.286
fr,NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.349,0.317,0.294,0.278,0.333,0.286
fr,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.246,0.190,0.238,0.238,0.214,0.421
fr,RandomForest,No Upsampling,RandomForest,**0.556**,0.532,0.452,0.397,0.421,0.421
fr,RandomForest,Random Oversampling,RandomForest_ROS,0.270,0.286,0.230,0.302,0.333,0.317
fr,RandomForest,SMOTE,RandomForest_SMOTE,0.230,0.151,0.159,0.167,0.397,0.246
fr,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.270,0.183,0.214,0.222,0.198,0.278
fr,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.302,0.373,0.302,0.246,0.294,0.278
fr,RidgeClassifier,No Upsampling,RidgeClassifier,0.333,0.397,0.286,0.222,0.278,0.238
fr,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.325,0.325,0.325,0.222,0.278,0.214
fr,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.262,0.294,0.278,0.222,0.230,0.222
fr,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.317,0.389,0.294,0.198,0.294,0.278
fr,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.357,0.317,0.294,0.302,0.254,0.333
fr,SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.381,0.437,0.381,0.317,0.349,0.333
fr,SVM,No Upsampling,SVM_rbf,0.302,0.365,0.294,0.270,0.357,0.270
fr,SVM,No Upsampling,SVM_sigmoid,0.365,0.413,0.262,0.317,0.349,0.325
fr,SVM,Random Oversampling,SVM_rbf_ROS,0.270,0.373,0.198,0.270,0.159,0.317
fr,SVM,Random Oversampling,SVM_sigmoid_ROS,0.365,0.413,0.302,0.254,0.333,0.325
fr,SVM,SMOTE,SVM_rbf_SMOTE,0.246,0.333,0.238,0.214,0.317,0.190
fr,SVM,SMOTE,SVM_sigmoid_SMOTE,0.381,0.325,0.294,0.302,0.341,0.325
fr,SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.278,0.254,0.254,0.230,0.325,0.270
fr,SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.373,0.413,0.278,0.302,0.325,0.349
fr,XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.230,0.381,0.270,0.286,0.302,0.421
fr,XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.429,0.421,0.333,0.397,0.381,0.452
fr,XGBoost,No Upsampling,XGBoost_broad,0.167,0.444,0.325,0.238,0.357,0.397
fr,XGBoost,No Upsampling,XGBoost_narrow,0.437,0.421,0.373,0.325,0.389,0.444
fr,XGBoost,Random Oversampling,XGBoost_broad_ROS,0.302,0.270,0.349,0.254,0.325,0.437
fr,XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.365,0.381,0.357,0.317,0.333,0.444
fr,XGBoost,SMOTE,XGBoost_broad_SMOTE,0.278,0.397,0.349,0.262,0.413,0.476
fr,XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.365,0.381,0.373,0.302,0.381,0.468
fr,XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.333,0.246,0.333,0.270,0.373,0.468
fr,XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.333,0.413,0.389,0.357,0.397,0.484
ge,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.076,0.337,0.337,0.360,0.448,0.471
ge,KNN,No Upsampling,kNN,0.099,0.105,0.366,0.291,0.209,0.512
ge,KNN,Random Oversampling,kNN_ROS,0.110,0.360,0.366,0.360,0.419,0.471
ge,KNN,SMOTE,kNN_SMOTE,0.140,0.116,0.337,0.291,0.436,0.459
ge,KNN,SVMSMOTE,kNN_SVMSMOTE,0,0.326,0.331,0.291,0.448,0.488
ge,LinearSVM,BorderlineSMOTE,LinearSVMDual_BorderlineSMOTE,0.331,0.453,0.442,0.442,0.419,0.448
ge,LinearSVM,BorderlineSMOTE,LinearSVMDual_SVMSMOTE,0.331,0.424,0.390,0.430,0.424,0.453
ge,LinearSVM,No Upsampling,LinearSVMDual,0.331,0.407,0.395,0.430,0.430,0.442
ge,LinearSVM,Random Oversampling,LinearSVMDual_ROS,0.320,0.390,0.413,0.430,0.424,0.448
ge,LinearSVM,SMOTE,LinearSVMDual_SMOTE,0.331,0.413,0.465,0.430,0.419,0.448
ge,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.314,0.448,0.430,0.488,0.442,0.535
ge,LogisticRegression,No Upsampling,LogisticRegression,0.314,0.419,0.378,0.448,0.378,0.459
ge,LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.308,0.413,0.395,0.442,0.407,0.471
ge,LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.302,0.407,0.372,0.442,0.401,0.471
ge,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.302,0.407,0.384,0.442,0.430,0.477
ge,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.302,0.448,0.407,0.453,0.453,0.541
ge,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.297,0.424,0.430,0.453,0.442,0.552
ge,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.297,0.436,0.430,0.442,0.436,0.529
ge,LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.285,0.401,0.395,0.349,0.436,0.483
ge,LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.256,0.419,0.407,0.436,0.436,0.529
ge,LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.244,0.384,0.378,0.413,0.453,0.535
ge,LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.314,0.413,0.372,0.436,0.430,0.552
ge,LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.256,0.442,0.407,0.401,0.436,0.512
ge,LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.262,0.448,0.413,0.395,0.436,0.494
ge,LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.314,0.517,0.430,0.465,0.477,0.506
ge,LogisticRegressionRidge,No Upsampling,LogisticRegressionRidgeDual,0.331,0.413,0.407,0.471,0.459,0.477
ge,LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidgeDual_ROS,0.326,0.419,0.407,0.465,0.459,0.477
ge,LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.308,0.390,0.407,0.465,0.436,0.558
ge,LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.326,0.413,0.384,0.419,0.465,0.477
ge,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.262,0.465,0.407,0.459,0.576,0.494
ge,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.262,0.448,0.419,0.448,0.558,0.488
ge,NaiveBayes,No Upsampling,ComplementNaiveBayes,0.262,0.477,0.471,0.459,0.494,0.494
ge,NaiveBayes,No Upsampling,NaiveBayes,0.262,0.477,0.453,0.459,0.500,0.494
ge,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.262,0.477,0.453,0.459,0.494,0.500
ge,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.262,0.477,0.471,0.459,0.494,0.494
ge,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.262,0.436,0.390,0.483,0.564,0.494
ge,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.267,0.419,0.424,0.448,0.529,0.494
ge,NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.262,0.477,0.483,0.453,0.494,0.494
ge,NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.262,0.488,0.477,0.459,0.500,0.494
ge,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.273,0.285,0.407,0.401,0.366,0.419
ge,RandomForest,No Upsampling,RandomForest,0.477,0.587,0.558,0.506,0.483,0.512
ge,RandomForest,Random Oversampling,RandomForest_ROS,0.174,0.320,0.256,0.419,0.302,0.459
ge,RandomForest,SMOTE,RandomForest_SMOTE,0.233,0.331,0.360,0.366,0.366,0.390
ge,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.297,0.326,0.343,0.407,0.372,0.424
ge,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.308,0.436,0.384,0.424,0.465,0.448
ge,RidgeClassifier,No Upsampling,RidgeClassifier,0.302,0.442,0.378,0.413,0.442,0.436
ge,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.320,0.436,0.366,0.419,0.471,0.430
ge,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.297,0.436,0.349,0.419,0.430,0.436
ge,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.297,0.360,0.395,0.326,0.407,0.448
ge,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.302,0.506,0.442,0.360,0.529,0.448
ge,SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.326,0.430,0.372,0.506,0.512,0.517
ge,SVM,No Upsampling,SVM_rbf,0.308,0.471,0.355,0.366,0.529,0.494
ge,SVM,No Upsampling,SVM_sigmoid,0.285,0.471,0.430,0.424,0.535,0.419
ge,SVM,Random Oversampling,SVM_rbf_ROS,0.291,0.419,0.331,0.372,0.424,0.465
ge,SVM,Random Oversampling,SVM_sigmoid_ROS,0.355,0.419,0.360,0.366,0.471,0.471
ge,SVM,SMOTE,SVM_rbf_SMOTE,0.308,0.453,0.401,0.360,0.448,0.430
ge,SVM,SMOTE,SVM_sigmoid_SMOTE,0.256,0.419,0.413,0.366,0.471,0.430
ge,SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.308,0.471,0.407,0.355,0.506,0.471
ge,SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.366,0.483,0.436,0.430,0.517,0.488
ge,XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.541,0.419,0.529,0.424,0.465,0.453
ge,XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.523,0.599,0.512,0.512,0.512,0.570
ge,XGBoost,No Upsampling,XGBoost_broad,0.279,0.360,0.360,0.419,0.453,0.483
ge,XGBoost,No Upsampling,XGBoost_narrow,0.488,0.605,0.500,0.465,0.529,0.576
ge,XGBoost,Random Oversampling,XGBoost_broad_ROS,0.285,0.424,0.378,0.366,0.360,0.506
ge,XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.523,0.616,0.529,0.506,0.523,0.570
ge,XGBoost,SMOTE,XGBoost_broad_SMOTE,0.279,0.407,0.390,0.465,0.535,0.494
ge,XGBoost,SMOTE,XGBoost_narrow_SMOTE,**0.622**,0.593,0.529,0.517,0.523,0.616
ge,XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.326,0.372,0.407,0.401,0.424,0.448
ge,XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.605,0.576,0.535,0.500,0.535,**0.622**
it,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.317,0.274,0.257,0.309,0.348,0.470
it,KNN,No Upsampling,kNN,0.365,0.287,0.257,0.283,0.270,0.396
it,KNN,Random Oversampling,kNN_ROS,0.213,0.135,0.161,**0.661**,0.313,0.400
it,KNN,SMOTE,kNN_SMOTE,0.100,0.235,0.161,0.348,0.283,0.465
it,KNN,SVMSMOTE,kNN_SVMSMOTE,0.357,0.343,0.257,0.296,0.161,0.443
it,LinearSVM,BorderlineSMOTE,LinearSVMDual_BorderlineSMOTE,0.443,0.374,0.457,0.430,0.361,0.530
it,LinearSVM,BorderlineSMOTE,LinearSVMDual_SVMSMOTE,0.404,0.387,0.383,0.426,0.365,0.461
it,LinearSVM,No Upsampling,LinearSVMDual,0.426,0.413,0.430,0.435,0.365,0.461
it,LinearSVM,Random Oversampling,LinearSVMDual_ROS,0.409,0.409,0.409,0.448,0.361,0.452
it,LinearSVM,SMOTE,LinearSVMDual_SMOTE,0.378,0.383,0.448,0.417,0.365,0.461
it,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.426,0.443,0.430,0.517,0.474,0.565
it,LogisticRegression,No Upsampling,LogisticRegression,0.370,0.370,0.370,0.435,0.361,0.457
it,LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.374,0.370,0.396,0.422,0.370,0.465
it,LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.365,0.370,0.370,0.422,0.365,0.448
it,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.430,0.426,0.383,0.400,0.365,0.461
it,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.374,0.422,0.439,0.461,0.430,0.522
it,LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,0.348,0.374,0.404,0.422,0.422,0.465
it,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.400,0.361,0.400,0.409,0.417,0.452
it,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.200,0.365,0.391,0.417,0.400,0.426
it,LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.257,0.378,0.391,0.409,0.422,0.470
it,LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.287,0.439,0.474,0.452,0.457,0.465
it,LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.291,0.435,0.465,0.417,0.452,0.443
it,LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.348,0.439,0.452,0.422,0.426,0.452
it,LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.300,0.326,0.396,0.435,0.426,0.430
it,LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.291,0.413,0.426,0.413,0.461,0.474
it,LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.404,0.409,0.435,0.448,0.409,0.509
it,LogisticRegressionRidge,No Upsampling,LogisticRegressionRidgeDual,0.422,0.417,0.452,0.426,0.400,0.465
it,LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidgeDual_ROS,0.404,0.374,0.413,0.448,0.383,0.461
it,LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.396,0.383,0.400,0.478,0.413,0.461
it,LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.435,0.304,0.391,0.413,0.365,0.465
it,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.561,0.452,0.361,0.422,0.470,0.396
