model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.443,0.396,0.404,0.387,0.391,0.465
SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.513,0.313,0.474,0.417,0.435,0.465
SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.487,0.370,0.417,0.465,0.474,0.483
SVM,No Upsampling,SVM_rbf,0.161,0.491,0.252,0.448,0.430,0.448
SVM,No Upsampling,SVM_sigmoid,0.504,0.487,0.452,0.487,0.461,0.491
SVM,Random Oversampling,SVM_rbf_ROS,0.187,0.452,0.352,0.313,0.417,0.430
SVM,Random Oversampling,SVM_sigmoid_ROS,0.504,0.417,0.413,0.430,0.452,0.483
SVM,SMOTE,SVM_rbf_SMOTE,0.283,0.309,0.335,0.409,0.426,0.435
SVM,SMOTE,SVM_sigmoid_SMOTE,0.496,0.409,0.361,0.396,0.452,0.470
SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.209,0.413,0.357,0.357,0.413,0.457
SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.413,0.404,0.400,0.383,0.457,0.457
XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.335,0.335,0.352,0.483,0.526,0.452
XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.522,0.526,0.474,0.543,0.517,0.565
XGBoost,No Upsampling,XGBoost_broad,0.387,0.413,0.339,0.439,0.504,0.513
XGBoost,No Upsampling,XGBoost_narrow,0.513,0.548,0.526,0.574,0.526,0.557
XGBoost,Random Oversampling,XGBoost_broad_ROS,0.248,0.413,0.343,0.404,0.370,0.487
XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.470,0.548,0.513,0.504,0.517,0.522
XGBoost,SMOTE,XGBoost_broad_SMOTE,0.252,0.378,0.374,0.404,0.461,0.478
XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.443,0.448,0.491,0.522,0.513,0.517
XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.304,0.422,0.361,0.452,0.361,0.513
XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.370,0.500,0.509,0.530,0.530,0.570
