model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.50 $\pm$ 0.02,0.48 $\pm$ 0.02,0.50 $\pm$ 0.02,0.55 $\pm$ 0.01,0.52 $\pm$ 0.02,0.62 $\pm$ 0.02
LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.48 $\pm$ 0.02,0.47 $\pm$ 0.01,0.48 $\pm$ 0.02,0.58 $\pm$ 0.02,0.55 $\pm$ 0.02,0.66 $\pm$ 0.04
LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.49 $\pm$ 0.02,0.46 $\pm$ 0.02,0.47 $\pm$ 0.01,0.53 $\pm$ 0.01,0.52 $\pm$ 0.01,0.60 $\pm$ 0.04
LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.52 $\pm$ 0.04,0.44 $\pm$ 0.04,0.46 $\pm$ 0.02,0.51 $\pm$ 0.01,0.51 $\pm$ 0.02,0.59 $\pm$ 0.03
LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.48 $\pm$ 0.01,0.46 $\pm$ 0.02,0.46 $\pm$ 0.01,0.50 $\pm$ 0.03,0.49 $\pm$ 0.01,0.57 $\pm$ 0.02
LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.54 $\pm$ 0.04,0.57 $\pm$ 0.03,0.60 $\pm$ 0.01,0.67 $\pm$ 0.04,0.69 $\pm$ 0.01,0.73 $\pm$ 0.02
LogisticRegressionRidge,No Upsampling,LogisticRegressionRidgeDual,0.54 $\pm$ 0.03,0.64 $\pm$ 0.03,0.62 $\pm$ 0.04,0.66 $\pm$ 0.03,0.66 $\pm$ 0.06,0.71 $\pm$ 0.05
LogisticRegressionRidge,RakelD Partitioning of labels,RakelD_LogisticRegression,0.58 $\pm$ 0.04,0.64 $\pm$ 0.01,0.65 $\pm$ 0.02,0.68 $\pm$ 0.03,0.72 $\pm$ 0.02,0.72 $\pm$ 0.05
LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidgeDual_ROS,0.54 $\pm$ 0.02,0.63 $\pm$ 0.02,0.63 $\pm$ 0.01,0.68 $\pm$ 0.02,0.73 $\pm$ 0.03,0.74 $\pm$ 0.03
LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.51 $\pm$ 0.03,0.56 $\pm$ 0.02,0.53 $\pm$ 0.02,0.65 $\pm$ 0.03,0.64 $\pm$ 0.03,0.69 $\pm$ 0.02
LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.50 $\pm$ 0.04,0.51 $\pm$ 0.02,0.45 $\pm$ 0.02,0.59 $\pm$ 0.05,0.61 $\pm$ 0.07,0.70 $\pm$ 0.07
Multi-label ARAM,Natively Multilabel,MLARAM,0.73 $\pm$ 0.20,0.37 $\pm$ 0.20,0.54 $\pm$ 0.11,0.42 $\pm$ 0.11,0.66 $\pm$ 0.26,0.69 $\pm$ 0.07
Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.46 $\pm$ 0.07,0.53 $\pm$ 0.13,0.41 $\pm$ 0.03,0.44 $\pm$ 0.04,0.40 $\pm$ 0.05,0.48 $\pm$ 0.03
NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.66 $\pm$ 0.07,0.63 $\pm$ 0.03,0.62 $\pm$ 0.03,0.65 $\pm$ 0.05,0.66 $\pm$ 0.04,0.65 $\pm$ 0.02
NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.66 $\pm$ 0.05,0.67 $\pm$ 0.03,0.62 $\pm$ 0.02,0.63 $\pm$ 0.01,0.65 $\pm$ 0.02,0.70 $\pm$ 0.02
NaiveBayes,No Upsampling,ComplementNaiveBayes,0.65 $\pm$ 0.06,0.62 $\pm$ 0.04,0.63 $\pm$ 0.01,0.64 $\pm$ 0.03,0.66 $\pm$ 0.02,0.66 $\pm$ 0.01
NaiveBayes,No Upsampling,NaiveBayes,0.66 $\pm$ 0.07,0.62 $\pm$ 0.04,0.63 $\pm$ 0.01,0.64 $\pm$ 0.03,0.68 $\pm$ 0.03,0.66 $\pm$ 0.01
NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.64 $\pm$ 0.06,0.62 $\pm$ 0.04,0.63 $\pm$ 0.01,0.65 $\pm$ 0.03,0.67 $\pm$ 0.01,0.63 $\pm$ 0.01
NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.67 $\pm$ 0.06,0.65 $\pm$ 0.03,0.62 $\pm$ 0.01,0.64 $\pm$ 0.02,0.68 $\pm$ 0.01,0.65 $\pm$ 0.02
NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.64 $\pm$ 0.07,0.59 $\pm$ 0.01,0.57 $\pm$ 0.03,0.61 $\pm$ 0.05,0.62 $\pm$ 0.00,0.66 $\pm$ 0.03
NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.67 $\pm$ 0.05,0.62 $\pm$ 0.04,0.57 $\pm$ 0.02,0.62 $\pm$ 0.02,0.63 $\pm$ 0.01,0.69 $\pm$ 0.04
NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.66 $\pm$ 0.07,0.66 $\pm$ 0.02,0.63 $\pm$ 0.01,0.62 $\pm$ 0.02,0.67 $\pm$ 0.03,0.65 $\pm$ 0.02
NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.66 $\pm$ 0.07,0.62 $\pm$ 0.04,0.62 $\pm$ 0.01,0.62 $\pm$ 0.01,0.67 $\pm$ 0.00,0.66 $\pm$ 0.01
RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.56 $\pm$ 0.05,0.49 $\pm$ 0.02,0.51 $\pm$ 0.03,0.51 $\pm$ 0.02,0.47 $\pm$ 0.02,0.52 $\pm$ 0.03
RandomForest,No Upsampling,RandomForest,0.49 $\pm$ 0.02,0.50 $\pm$ 0.03,0.49 $\pm$ 0.02,0.50 $\pm$ 0.01,0.49 $\pm$ 0.02,0.51 $\pm$ 0.05
RandomForest,Random Oversampling,RandomForest_ROS,0.47 $\pm$ 0.02,0.49 $\pm$ 0.03,0.51 $\pm$ 0.01,0.51 $\pm$ 0.03,0.49 $\pm$ 0.03,0.52 $\pm$ 0.02
RandomForest,SMOTE,RandomForest_SMOTE,0.47 $\pm$ 0.02,0.50 $\pm$ 0.04,0.50 $\pm$ 0.01,0.51 $\pm$ 0.02,0.48 $\pm$ 0.02,0.50 $\pm$ 0.03
RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.49 $\pm$ 0.02,0.49 $\pm$ 0.02,0.50 $\pm$ 0.02,0.49 $\pm$ 0.00,0.47 $\pm$ 0.03,0.52 $\pm$ 0.02
RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.51 $\pm$ 0.02,0.47 $\pm$ 0.01,0.41 $\pm$ 0.02,0.49 $\pm$ 0.03,0.51 $\pm$ 0.02,0.53 $\pm$ 0.04
RidgeClassifier,No Upsampling,RidgeClassifier,0.47 $\pm$ 0.04,0.48 $\pm$ 0.02,0.41 $\pm$ 0.02,0.50 $\pm$ 0.02,0.52 $\pm$ 0.02,0.54 $\pm$ 0.03
RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.52 $\pm$ 0.04,0.45 $\pm$ 0.02,0.39 $\pm$ 0.02,0.47 $\pm$ 0.03,0.49 $\pm$ 0.01,0.50 $\pm$ 0.03
RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.52 $\pm$ 0.03,0.44 $\pm$ 0.02,0.39 $\pm$ 0.02,0.45 $\pm$ 0.04,0.48 $\pm$ 0.02,0.51 $\pm$ 0.03
RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.51 $\pm$ 0.04,0.46 $\pm$ 0.01,0.37 $\pm$ 0.02,0.45 $\pm$ 0.04,0.48 $\pm$ 0.01,0.50 $\pm$ 0.03
SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.53 $\pm$ 0.06,0.47 $\pm$ 0.05,0.43 $\pm$ 0.02,0.53 $\pm$ 0.03,0.48 $\pm$ 0.02,0.55 $\pm$ 0.01
SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.54 $\pm$ 0.06,0.60 $\pm$ 0.05,0.58 $\pm$ 0.03,0.61 $\pm$ 0.01,0.62 $\pm$ 0.04,0.60 $\pm$ 0.06
SVM,No Upsampling,SVM_rbf,0.50 $\pm$ 0.04,0.48 $\pm$ 0.02,0.43 $\pm$ 0.02,0.51 $\pm$ 0.03,0.50 $\pm$ 0.03,0.54 $\pm$ 0.02
SVM,No Upsampling,SVM_sigmoid,0.56 $\pm$ 0.05,0.57 $\pm$ 0.02,0.57 $\pm$ 0.02,0.62 $\pm$ 0.01,0.64 $\pm$ 0.01,0.63 $\pm$ 0.03
SVM,RakelD Partitioning of labels,RakelD_SVM,0.56 $\pm$ 0.03,0.58 $\pm$ 0.04,0.55 $\pm$ 0.03,0.62 $\pm$ 0.02,0.62 $\pm$ 0.01,0.62 $\pm$ 0.02
SVM,Random Oversampling,SVM_rbf_ROS,0.50 $\pm$ 0.02,0.46 $\pm$ 0.03,0.40 $\pm$ 0.04,0.50 $\pm$ 0.05,0.50 $\pm$ 0.03,0.54 $\pm$ 0.02
SVM,Random Oversampling,SVM_sigmoid_ROS,0.57 $\pm$ 0.03,0.59 $\pm$ 0.03,0.58 $\pm$ 0.04,0.61 $\pm$ 0.03,0.63 $\pm$ 0.03,0.64 $\pm$ 0.02
SVM,SMOTE,SVM_rbf_SMOTE,0.56 $\pm$ 0.05,0.48 $\pm$ 0.02,0.42 $\pm$ 0.04,0.49 $\pm$ 0.04,0.49 $\pm$ 0.03,0.53 $\pm$ 0.04
SVM,SMOTE,SVM_sigmoid_SMOTE,0.56 $\pm$ 0.02,0.57 $\pm$ 0.04,0.58 $\pm$ 0.02,0.62 $\pm$ 0.03,0.56 $\pm$ 0.05,0.65 $\pm$ 0.02
SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.54 $\pm$ 0.05,0.46 $\pm$ 0.02,0.41 $\pm$ 0.04,0.50 $\pm$ 0.03,0.48 $\pm$ 0.03,0.52 $\pm$ 0.02
SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.57 $\pm$ 0.04,0.56 $\pm$ 0.03,0.54 $\pm$ 0.05,0.61 $\pm$ 0.02,0.62 $\pm$ 0.02,0.62 $\pm$ 0.06
XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.87 $\pm$ 0.04,0.73 $\pm$ 0.05,0.67 $\pm$ 0.02,0.70 $\pm$ 0.02,0.72 $\pm$ 0.06,0.64 $\pm$ 0.02
XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.87 $\pm$ 0.04,0.74 $\pm$ 0.07,0.66 $\pm$ 0.03,0.72 $\pm$ 0.02,0.67 $\pm$ 0.04,0.64 $\pm$ 0.04
XGBoost,No Upsampling,XGBoost_broad,0.80 $\pm$ 0.03,0.69 $\pm$ 0.01,0.69 $\pm$ 0.06,0.71 $\pm$ 0.02,0.72 $\pm$ 0.05,0.60 $\pm$ 0.01
XGBoost,No Upsampling,XGBoost_narrow,0.81 $\pm$ 0.04,0.71 $\pm$ 0.03,0.66 $\pm$ 0.07,0.64 $\pm$ 0.04,0.67 $\pm$ 0.03,0.60 $\pm$ 0.02
XGBoost,Random Oversampling,XGBoost_broad_ROS,0.86 $\pm$ 0.06,0.69 $\pm$ 0.03,0.68 $\pm$ 0.09,0.70 $\pm$ 0.02,0.73 $\pm$ 0.03,0.66 $\pm$ 0.02
XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.88 $\pm$ 0.05,0.67 $\pm$ 0.03,0.70 $\pm$ 0.06,0.66 $\pm$ 0.08,0.65 $\pm$ 0.03,0.61 $\pm$ 0.03
XGBoost,SMOTE,XGBoost_broad_SMOTE,0.86 $\pm$ 0.08,0.69 $\pm$ 0.01,0.65 $\pm$ 0.04,0.68 $\pm$ 0.01,0.69 $\pm$ 0.03,0.66 $\pm$ 0.02
XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.87 $\pm$ 0.06,0.78 $\pm$ 0.02,0.63 $\pm$ 0.03,0.69 $\pm$ 0.02,0.65 $\pm$ 0.04,0.68 $\pm$ 0.03
XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.79 $\pm$ 0.08,0.72 $\pm$ 0.04,0.66 $\pm$ 0.06,0.67 $\pm$ 0.05,0.67 $\pm$ 0.05,0.65 $\pm$ 0.03
XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.86 $\pm$ 0.06,0.73 $\pm$ 0.01,0.70 $\pm$ 0.08,0.67 $\pm$ 0.04,0.66 $\pm$ 0.04,0.65 $\pm$ 0.02
