model_type,model_subtype,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
LogisticRegressionLasso,SVMSMOTE,0.49 $\pm$ 0.01,0.42 $\pm$ 0.02,0.45 $\pm$ 0.02,0.40 $\pm$ 0.03,0.46 $\pm$ 0.04,0.48 $\pm$ 0.01
LogisticRegressionRidge,BorderlineSMOTE,0.41 $\pm$ 0.02,0.44 $\pm$ 0.02,0.52 $\pm$ 0.08,0.54 $\pm$ 0.04,0.52 $\pm$ 0.07,0.52 $\pm$ 0.09
LogisticRegressionRidge,No Upsampling,0.40 $\pm$ 0.04,0.43 $\pm$ 0.03,0.47 $\pm$ 0.07,0.54 $\pm$ 0.05,0.52 $\pm$ 0.04,0.54 $\pm$ 0.09
LogisticRegressionRidge,RakelD Partitioning of labels,0.42 $\pm$ 0.05,0.41 $\pm$ 0.02,0.44 $\pm$ 0.04,0.52 $\pm$ 0.05,0.53 $\pm$ 0.05,0.53 $\pm$ 0.07
LogisticRegressionRidge,Random Oversampling,0.44 $\pm$ 0.01,0.44 $\pm$ 0.02,0.53 $\pm$ 0.09,0.55 $\pm$ 0.03,0.54 $\pm$ 0.08,0.53 $\pm$ 0.08
LogisticRegressionRidge,SMOTE,0.40 $\pm$ 0.04,0.45 $\pm$ 0.02,0.53 $\pm$ 0.09,0.53 $\pm$ 0.02,0.51 $\pm$ 0.07,0.53 $\pm$ 0.09
LogisticRegressionRidge,SVMSMOTE,0.42 $\pm$ 0.04,0.46 $\pm$ 0.02,0.50 $\pm$ 0.09,0.54 $\pm$ 0.04,0.49 $\pm$ 0.09,0.50 $\pm$ 0.08
Multi-label ARAM,Natively Multilabel,0.11 $\pm$ 0.01,0.10 $\pm$ 0.00,0.10 $\pm$ 0.00,0.06 $\pm$ 0.03,0.08 $\pm$ 0.03,0.08 $\pm$ 0.03
Multilabel k Nearest Neighbours,Natively Multilabel,0.39 $\pm$ 0.03,0.34 $\pm$ 0.02,0.33 $\pm$ 0.03,0.40 $\pm$ 0.01,0.33 $\pm$ 0.08,0.43 $\pm$ 0.05
NaiveBayes,BorderlineSMOTE,0.38 $\pm$ 0.02,0.41 $\pm$ 0.02,0.43 $\pm$ 0.00,0.45 $\pm$ 0.02,0.44 $\pm$ 0.01,0.49 $\pm$ 0.03
NaiveBayes,No Upsampling,0.35 $\pm$ 0.03,0.40 $\pm$ 0.03,0.44 $\pm$ 0.02,0.51 $\pm$ 0.06,0.51 $\pm$ 0.01,0.51 $\pm$ 0.04
NaiveBayes,Random Oversampling,0.38 $\pm$ 0.03,0.40 $\pm$ 0.02,0.44 $\pm$ 0.02,0.45 $\pm$ 0.02,0.44 $\pm$ 0.00,0.47 $\pm$ 0.01
NaiveBayes,SMOTE,0.38 $\pm$ 0.02,0.41 $\pm$ 0.03,0.44 $\pm$ 0.01,0.46 $\pm$ 0.03,0.44 $\pm$ 0.02,0.49 $\pm$ 0.02
RandomForest,BorderlineSMOTE,0.48 $\pm$ 0.07,0.49 $\pm$ 0.12,0.48 $\pm$ 0.12,0.57 $\pm$ 0.09,0.45 $\pm$ 0.03,0.49 $\pm$ 0.04
RandomForest,No Upsampling,0.47 $\pm$ 0.08,0.34 $\pm$ 0.09,0.40 $\pm$ 0.09,0.41 $\pm$ 0.05,0.44 $\pm$ 0.08,0.47 $\pm$ 0.04
RandomForest,Random Oversampling,0.53 $\pm$ 0.07,0.41 $\pm$ 0.06,0.52 $\pm$ 0.07,0.48 $\pm$ 0.04,0.44 $\pm$ 0.06,0.57 $\pm$ 0.07
RandomForest,SMOTE,0.47 $\pm$ 0.03,0.38 $\pm$ 0.03,0.47 $\pm$ 0.06,0.57 $\pm$ 0.02,0.50 $\pm$ 0.07,0.47 $\pm$ 0.04
RandomForest,SVMSMOTE,0.50 $\pm$ 0.05,0.45 $\pm$ 0.07,0.47 $\pm$ 0.08,0.49 $\pm$ 0.12,0.46 $\pm$ 0.04,0.48 $\pm$ 0.05
RidgeClassifier,BorderlineSMOTE,0.41 $\pm$ 0.01,0.44 $\pm$ 0.02,0.52 $\pm$ 0.09,0.53 $\pm$ 0.03,0.53 $\pm$ 0.09,0.52 $\pm$ 0.08
RidgeClassifier,No Upsampling,0.41 $\pm$ 0.01,0.44 $\pm$ 0.02,0.52 $\pm$ 0.09,0.53 $\pm$ 0.03,0.53 $\pm$ 0.09,0.52 $\pm$ 0.08
RidgeClassifier,Random Oversampling,0.41 $\pm$ 0.01,0.44 $\pm$ 0.02,0.52 $\pm$ 0.09,0.53 $\pm$ 0.03,0.53 $\pm$ 0.09,0.52 $\pm$ 0.08
RidgeClassifier,SMOTE,0.41 $\pm$ 0.01,0.44 $\pm$ 0.02,0.52 $\pm$ 0.09,0.53 $\pm$ 0.03,0.53 $\pm$ 0.09,0.52 $\pm$ 0.08
RidgeClassifier,SVMSMOTE,0.40 $\pm$ 0.03,0.45 $\pm$ 0.01,0.52 $\pm$ 0.10,0.54 $\pm$ 0.04,0.51 $\pm$ 0.07,0.51 $\pm$ 0.09
SVM,BorderlineSMOTE,0.35 $\pm$ 0.07,0.00 $\pm$ 0.00,0.07 $\pm$ 0.05,0.03 $\pm$ 0.05,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00
SVM,No Upsampling,0.14 $\pm$ 0.03,0.00 $\pm$ 0.00,0.10 $\pm$ 0.07,0.00 $\pm$ 0.00,0.09 $\pm$ 0.02,0.05 $\pm$ 0.04
SVM,RakelD Partitioning of labels,0.12 $\pm$ 0.06,0.05 $\pm$ 0.06,0.07 $\pm$ 0.06,0.06 $\pm$ 0.05,0.13 $\pm$ 0.05,0.12 $\pm$ 0.04
SVM,Random Oversampling,0.30 $\pm$ 0.03,0.17 $\pm$ 0.10,0.16 $\pm$ 0.06,0.19 $\pm$ 0.06,0.16 $\pm$ 0.05,0.19 $\pm$ 0.03
SVM,SMOTE,0.30 $\pm$ 0.05,0.05 $\pm$ 0.07,0.12 $\pm$ 0.02,0.05 $\pm$ 0.04,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00
SVM,SVMSMOTE,0.29 $\pm$ 0.04,0.15 $\pm$ 0.11,0.20 $\pm$ 0.13,0.15 $\pm$ 0.08,0.05 $\pm$ 0.07,0.00 $\pm$ 0.00
XGBoost,BorderlineSMOTE,0.50 $\pm$ 0.01,0.38 $\pm$ 0.02,0.37 $\pm$ 0.05,0.43 $\pm$ 0.04,0.42 $\pm$ 0.03,0.53 $\pm$ 0.07
XGBoost,No Upsampling,0.44 $\pm$ 0.04,0.36 $\pm$ 0.04,0.38 $\pm$ 0.04,0.41 $\pm$ 0.04,0.37 $\pm$ 0.01,0.52 $\pm$ 0.08
XGBoost,Random Oversampling,0.44 $\pm$ 0.03,0.36 $\pm$ 0.05,0.39 $\pm$ 0.03,0.44 $\pm$ 0.05,0.39 $\pm$ 0.01,0.51 $\pm$ 0.02
XGBoost,SMOTE,0.48 $\pm$ 0.01,0.38 $\pm$ 0.01,0.37 $\pm$ 0.00,0.41 $\pm$ 0.03,0.42 $\pm$ 0.03,0.51 $\pm$ 0.04
XGBoost,SVMSMOTE,0.47 $\pm$ 0.02,0.38 $\pm$ 0.01,0.39 $\pm$ 0.04,0.38 $\pm$ 0.05,0.42 $\pm$ 0.04,0.50 $\pm$ 0.05
