language,model_type,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
po,LogisticRegressionLasso,0.000,0.026,0.000,0.000,0.000,0.000
po,LogisticRegressionRidge,0.000,0.000,0.026,0.026,0.026,0.026
po,Multilabel k Nearest Neighbours,0.000,0.000,0.000,0.000,0.000,0.026
po,NaiveBayes,0.000,0.000,0.026,0.026,0.026,0.000
po,RandomForest,0.000,0.000,0.026,0.051,**0.077**,0.051
po,RidgeClassifier,0.000,0.000,0.026,0.026,0.026,0.026
po,SVM,0.000,0.000,0.000,0.000,0.000,0.000
po,XGBoost,0.000,0.000,0.026,0.000,0.026,0.051
ru,Binary Relevance kNN,0.000,0.053,0.000,0.026,0.000,0.000
ru,ComplementNaiveBayes,0.026,0.079,0.079,0.158,0.079,0.053
ru,Dummy Classifier,0.000,0.000,0.000,0.000,0.000,0.000
ru,KNN,0.000,0.000,0.000,0.000,0.000,0.000
ru,LinearSVM,0.026,0.026,0.053,0.105,0.105,0.132
ru,LogisticRegression,0.026,0.053,0.105,0.105,0.053,0.079
ru,LogisticRegressionElasticNet,0.026,0.026,0.026,0.053,0.053,0.158
ru,LogisticRegressionLasso,0.026,0.026,0.026,0.053,0.105,0.079
ru,LogisticRegressionRidge,0.000,0.053,0.105,0.132,0.079,0.053
ru,Multilabel k Nearest Neighbours,0.026,0.000,0.053,0.132,0.026,0.053
ru,NaiveBayes,0.000,0.026,0.079,0.079,0.026,0.053
ru,RandomForest,0.026,0.026,0.053,0.026,0.132,0.132
ru,RidgeClassifier,0.026,0.053,0.053,0.132,0.053,0.053
ru,SVM,0.000,0.000,0.000,0.000,0.000,0.000
ru,XGBoost,0.053,0.000,0.000,0.053,**0.184**,0.079
