model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
LinearSVM,BorderlineSMOTE,LinearSVM_BorderlineSMOTE,0.29 $\pm$ 0.02,0.30 $\pm$ 0.02,0.31 $\pm$ 0.02,0.31 $\pm$ 0.00,0.36 $\pm$ 0.01,0.36 $\pm$ 0.02
LinearSVM,No Upsampling,LinearSVM,0.29 $\pm$ 0.02,0.30 $\pm$ 0.02,0.31 $\pm$ 0.02,0.31 $\pm$ 0.00,0.36 $\pm$ 0.01,0.36 $\pm$ 0.02
LinearSVM,RakelD Partitioning of labels,RakelD_LineaSVM,0.29 $\pm$ 0.03,0.31 $\pm$ 0.02,0.32 $\pm$ 0.02,0.33 $\pm$ 0.01,0.36 $\pm$ 0.04,0.36 $\pm$ 0.02
LinearSVM,Random Oversampling,LinearSVM_ROS,0.29 $\pm$ 0.02,0.30 $\pm$ 0.02,0.31 $\pm$ 0.02,0.31 $\pm$ 0.00,0.36 $\pm$ 0.01,0.36 $\pm$ 0.02
LinearSVM,SMOTE,LinearSVM_SMOTE,0.29 $\pm$ 0.02,0.30 $\pm$ 0.02,0.31 $\pm$ 0.02,0.31 $\pm$ 0.00,0.36 $\pm$ 0.01,0.36 $\pm$ 0.02
LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.29 $\pm$ 0.01,0.30 $\pm$ 0.02,0.31 $\pm$ 0.02,0.30 $\pm$ 0.01,0.36 $\pm$ 0.01,0.36 $\pm$ 0.01
LogisticRegression,No Upsampling,LogisticRegression,0.28 $\pm$ 0.02,0.32 $\pm$ 0.02,0.31 $\pm$ 0.02,0.31 $\pm$ 0.02,0.34 $\pm$ 0.02,0.32 $\pm$ 0.00
LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.30 $\pm$ 0.02,0.31 $\pm$ 0.01,0.31 $\pm$ 0.02,0.30 $\pm$ 0.01,0.38 $\pm$ 0.01,0.38 $\pm$ 0.01
LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.29 $\pm$ 0.03,0.30 $\pm$ 0.02,0.31 $\pm$ 0.02,0.30 $\pm$ 0.01,0.37 $\pm$ 0.02,0.36 $\pm$ 0.02
LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0,0.31 $\pm$ 0.01,0,0,0,0.34 $\pm$ 0.01
LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.30 $\pm$ 0.03,0.31 $\pm$ 0.03,0.33 $\pm$ 0.03,0.36 $\pm$ 0.03,0.36 $\pm$ 0.01,0.42 $\pm$ 0.02
LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,0.28 $\pm$ 0.03,0.28 $\pm$ 0.02,0.29 $\pm$ 0.01,0.30 $\pm$ 0.02,0.35 $\pm$ 0.02,0.37 $\pm$ 0.02
LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.31 $\pm$ 0.02,0.33 $\pm$ 0.03,0.35 $\pm$ 0.02,0.39 $\pm$ 0.02,0.38 $\pm$ 0.02,0.43 $\pm$ 0.03
LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.30 $\pm$ 0.02,0.32 $\pm$ 0.03,0.33 $\pm$ 0.03,0.37 $\pm$ 0.02,0.37 $\pm$ 0.01,0.42 $\pm$ 0.03
LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0,0.31 $\pm$ 0.02,0,0,0,0.40 $\pm$ 0.02
LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.24 $\pm$ 0.03,0.30 $\pm$ 0.03,0.30 $\pm$ 0.01,0.33 $\pm$ 0.05,0.33 $\pm$ 0.05,0.36 $\pm$ 0.01
LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.22 $\pm$ 0.03,0.29 $\pm$ 0.03,0.29 $\pm$ 0.02,0.29 $\pm$ 0.05,0.29 $\pm$ 0.03,0.32 $\pm$ 0.00
LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.22 $\pm$ 0.03,0.32 $\pm$ 0.03,0.31 $\pm$ 0.03,0.33 $\pm$ 0.05,0.32 $\pm$ 0.04,0.36 $\pm$ 0.01
LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.23 $\pm$ 0.02,0.30 $\pm$ 0.03,0.29 $\pm$ 0.01,0.31 $\pm$ 0.04,0.31 $\pm$ 0.05,0.36 $\pm$ 0.02
LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0,0.29 $\pm$ 0.03,0,0,0,0.37 $\pm$ 0.01
LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidge_BorderlineSMOTE,0.24 $\pm$ 0.02,0.27 $\pm$ 0.02,0.31 $\pm$ 0.04,0.29 $\pm$ 0.02,0.30 $\pm$ 0.02,0.33 $\pm$ 0.01
LogisticRegressionRidge,No Upsampling,LogisticRegressionRidge,0.20 $\pm$ 0.01,0.24 $\pm$ 0.03,0.28 $\pm$ 0.04,0.26 $\pm$ 0.02,0.26 $\pm$ 0.02,0.30 $\pm$ 0.01
LogisticRegressionRidge,RakelD Partitioning of labels,RakelD_LogisticRegression,0.21 $\pm$ 0.02,0.25 $\pm$ 0.04,0.25 $\pm$ 0.02,0.28 $\pm$ 0.04,0.27 $\pm$ 0.03,0.33 $\pm$ 0.03
LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidge_ROS,0.25 $\pm$ 0.02,0.28 $\pm$ 0.02,0.31 $\pm$ 0.03,0.31 $\pm$ 0.01,0.30 $\pm$ 0.00,0.33 $\pm$ 0.01
LogisticRegressionRidge,SMOTE,LogisticRegressionRidge_SMOTE,0.24 $\pm$ 0.02,0.28 $\pm$ 0.02,0.30 $\pm$ 0.04,0.30 $\pm$ 0.02,0.30 $\pm$ 0.02,0.32 $\pm$ 0.02
LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidge_SVMSMOTE,0,0.26 $\pm$ 0.02,0,0,0,0.30 $\pm$ 0.01
Multi-label ARAM,Natively Multilabel,MLARAM,0.09 $\pm$ 0.02,0.08 $\pm$ 0.00,0.08 $\pm$ 0.00,0.08 $\pm$ 0.00,0.09 $\pm$ 0.02,0.07 $\pm$ 0.01
Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.21 $\pm$ 0.01,0.27 $\pm$ 0.04,0.28 $\pm$ 0.05,0.27 $\pm$ 0.06,0.23 $\pm$ 0.03,0.24 $\pm$ 0.04
NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.37 $\pm$ 0.01,0.43 $\pm$ 0.02,0.47 $\pm$ 0.00,0.48 $\pm$ 0.01,0.48 $\pm$ 0.02,0.50 $\pm$ 0.01
NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.36 $\pm$ 0.01,0.43 $\pm$ 0.02,0.45 $\pm$ 0.01,0.48 $\pm$ 0.02,0.48 $\pm$ 0.01,0.51 $\pm$ 0.02
NaiveBayes,No Upsampling,ComplementNaiveBayes,0.37 $\pm$ 0.00,0.40 $\pm$ 0.01,0.42 $\pm$ 0.01,0.42 $\pm$ 0.01,0.35 $\pm$ 0.02,0.29 $\pm$ 0.02
NaiveBayes,No Upsampling,NaiveBayes,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.01,0.02 $\pm$ 0.01,0.02 $\pm$ 0.01,0.01 $\pm$ 0.01
NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.36 $\pm$ 0.01,0.45 $\pm$ 0.03,0.46 $\pm$ 0.01,0.48 $\pm$ 0.03,0.51 $\pm$ 0.02,**0.52 $\pm$ 0.03**
NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.37 $\pm$ 0.01,0.44 $\pm$ 0.02,0.46 $\pm$ 0.02,0.49 $\pm$ 0.02,0.49 $\pm$ 0.01,0.50 $\pm$ 0.02
NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.37 $\pm$ 0.01,0.44 $\pm$ 0.01,0.46 $\pm$ 0.01,0.50 $\pm$ 0.01,0.49 $\pm$ 0.01,0.51 $\pm$ 0.02
NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.39 $\pm$ 0.01,0.44 $\pm$ 0.02,0.46 $\pm$ 0.01,0.49 $\pm$ 0.01,0.49 $\pm$ 0.02,**0.52 $\pm$ 0.02**
RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.17 $\pm$ 0.04,0.17 $\pm$ 0.04,0.18 $\pm$ 0.01,0.17 $\pm$ 0.05,0.19 $\pm$ 0.02,0.25 $\pm$ 0.05
RandomForest,No Upsampling,RandomForest,0.12 $\pm$ 0.02,0.09 $\pm$ 0.04,0.09 $\pm$ 0.01,0.11 $\pm$ 0.03,0.12 $\pm$ 0.04,0.15 $\pm$ 0.02
RandomForest,Random Oversampling,RandomForest_ROS,0.22 $\pm$ 0.01,0.18 $\pm$ 0.00,0.19 $\pm$ 0.01,0.22 $\pm$ 0.03,0.21 $\pm$ 0.02,0.27 $\pm$ 0.02
RandomForest,SMOTE,RandomForest_SMOTE,0.20 $\pm$ 0.01,0.17 $\pm$ 0.05,0.15 $\pm$ 0.02,0.18 $\pm$ 0.05,0.18 $\pm$ 0.01,0.25 $\pm$ 0.04
RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0,0.14 $\pm$ 0.01,0,0,0,0.25 $\pm$ 0.04
RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.25 $\pm$ 0.01,0.29 $\pm$ 0.02,0.31 $\pm$ 0.03,0.31 $\pm$ 0.01,0.31 $\pm$ 0.02,0.34 $\pm$ 0.01
RidgeClassifier,No Upsampling,RidgeClassifier,0.25 $\pm$ 0.01,0.29 $\pm$ 0.02,0.31 $\pm$ 0.03,0.31 $\pm$ 0.01,0.31 $\pm$ 0.02,0.34 $\pm$ 0.01
RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.25 $\pm$ 0.01,0.29 $\pm$ 0.02,0.31 $\pm$ 0.03,0.31 $\pm$ 0.01,0.31 $\pm$ 0.02,0.34 $\pm$ 0.01
RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.24 $\pm$ 0.01,0.29 $\pm$ 0.02,0.31 $\pm$ 0.03,0.31 $\pm$ 0.01,0.31 $\pm$ 0.02,0.34 $\pm$ 0.01
RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0,0.28 $\pm$ 0.01,0,0,0,0.33 $\pm$ 0.02
SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.17 $\pm$ 0.03,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.00 $\pm$ 0.01,0.00 $\pm$ 0.00
SVM,No Upsampling,SVM_rbf,0.03 $\pm$ 0.02,0.00 $\pm$ 0.01,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.04 $\pm$ 0.02,0.07 $\pm$ 0.01
SVM,RakelD Partitioning of labels,RakelD_SVM,0.04 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.01,0.00 $\pm$ 0.00,0.02 $\pm$ 0.03
SVM,Random Oversampling,SVM_rbf_ROS,0.17 $\pm$ 0.03,0.02 $\pm$ 0.01,0.04 $\pm$ 0.02,0.04 $\pm$ 0.03,0.08 $\pm$ 0.02,0.08 $\pm$ 0.01
SVM,SMOTE,SVM_rbf_SMOTE,0.17 $\pm$ 0.03,0.00 $\pm$ 0.01,0.00 $\pm$ 0.01,0.01 $\pm$ 0.01,0.00 $\pm$ 0.01,0.00 $\pm$ 0.00
SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0,0.04 $\pm$ 0.02,0,0,0,0.00 $\pm$ 0.00
XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.25 $\pm$ 0.07,0.27 $\pm$ 0.03,0.28 $\pm$ 0.02,0.33 $\pm$ 0.04,0.30 $\pm$ 0.03,0.39 $\pm$ 0.04
XGBoost,No Upsampling,XGBoost_narrow,0.20 $\pm$ 0.03,0.24 $\pm$ 0.04,0.26 $\pm$ 0.01,0.27 $\pm$ 0.03,0.27 $\pm$ 0.01,0.34 $\pm$ 0.03
XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.26 $\pm$ 0.04,0.26 $\pm$ 0.03,0.30 $\pm$ 0.03,0.33 $\pm$ 0.01,0.29 $\pm$ 0.03,0.39 $\pm$ 0.03
XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.26 $\pm$ 0.03,0.28 $\pm$ 0.04,0.27 $\pm$ 0.02,0.32 $\pm$ 0.03,0.31 $\pm$ 0.03,0.39 $\pm$ 0.04
XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0,0.27 $\pm$ 0.04,0,0,0,0.36 $\pm$ 0.05
