model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
LinearSVM,BorderlineSMOTE,LinearSVM_SVMSMOTE,0.48 $\pm$ 0.04,0.54 $\pm$ 0.04,0.59 $\pm$ 0.05,0.58 $\pm$ 0.03,0,0
LinearSVM,No Upsampling,LinearSVM,0.48 $\pm$ 0.04,0.54 $\pm$ 0.04,0.59 $\pm$ 0.05,0.58 $\pm$ 0.03,0.57 $\pm$ 0.04,0.61 $\pm$ 0.04
LinearSVM,RakelD Partitioning of labels,RakelD_LineaSVM,0.46 $\pm$ 0.05,0.52 $\pm$ 0.04,0.57 $\pm$ 0.04,0.60 $\pm$ 0.03,0.55 $\pm$ 0.03,0.59 $\pm$ 0.04
LinearSVM,Random Oversampling,LinearSVM_ROS,0.48 $\pm$ 0.04,0.54 $\pm$ 0.04,0.59 $\pm$ 0.05,0.59 $\pm$ 0.03,0.57 $\pm$ 0.04,0.61 $\pm$ 0.04
LinearSVM,SMOTE,LinearSVM_SMOTE,0.48 $\pm$ 0.04,0.54 $\pm$ 0.04,0.59 $\pm$ 0.05,0.59 $\pm$ 0.03,0.57 $\pm$ 0.04,0.61 $\pm$ 0.04
LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.49 $\pm$ 0.04,0.54 $\pm$ 0.03,0.61 $\pm$ 0.05,0.59 $\pm$ 0.04,0.57 $\pm$ 0.04,0.61 $\pm$ 0.04
LogisticRegression,No Upsampling,LogisticRegression,0.48 $\pm$ 0.04,0.53 $\pm$ 0.04,0.57 $\pm$ 0.04,0.58 $\pm$ 0.04,0.56 $\pm$ 0.04,0.60 $\pm$ 0.04
LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.48 $\pm$ 0.04,0.53 $\pm$ 0.03,0.58 $\pm$ 0.04,0.58 $\pm$ 0.03,0.57 $\pm$ 0.04,0.61 $\pm$ 0.04
LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.49 $\pm$ 0.04,0.54 $\pm$ 0.04,0.59 $\pm$ 0.04,0.58 $\pm$ 0.03,0.57 $\pm$ 0.04,0.61 $\pm$ 0.04
LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.48 $\pm$ 0.04,0.52 $\pm$ 0.04,0.55 $\pm$ 0.04,0.59 $\pm$ 0.03,0.58 $\pm$ 0.03,0.63 $\pm$ 0.06
LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.49 $\pm$ 0.04,0.52 $\pm$ 0.03,0.55 $\pm$ 0.05,0.61 $\pm$ 0.08,0.58 $\pm$ 0.03,0.63 $\pm$ 0.05
LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,0.49 $\pm$ 0.04,0.54 $\pm$ 0.02,0.55 $\pm$ 0.05,0.60 $\pm$ 0.08,0.57 $\pm$ 0.04,0.61 $\pm$ 0.04
LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.49 $\pm$ 0.05,0.52 $\pm$ 0.03,0.54 $\pm$ 0.05,0.60 $\pm$ 0.07,0.58 $\pm$ 0.04,0.62 $\pm$ 0.05
LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.49 $\pm$ 0.04,0.52 $\pm$ 0.03,0.55 $\pm$ 0.05,0.61 $\pm$ 0.08,0.58 $\pm$ 0.03,0.62 $\pm$ 0.04
LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.50 $\pm$ 0.05,0.54 $\pm$ 0.03,0.58 $\pm$ 0.05,0.61 $\pm$ 0.04,0.58 $\pm$ 0.04,0.63 $\pm$ 0.06
LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.51 $\pm$ 0.04,0.51 $\pm$ 0.04,0.52 $\pm$ 0.04,0.58 $\pm$ 0.03,0.57 $\pm$ 0.02,0.59 $\pm$ 0.04
LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.53 $\pm$ 0.06,0.51 $\pm$ 0.03,0.53 $\pm$ 0.04,0.57 $\pm$ 0.04,0.57 $\pm$ 0.02,0.58 $\pm$ 0.03
LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.50 $\pm$ 0.05,0.52 $\pm$ 0.03,0.51 $\pm$ 0.03,0.57 $\pm$ 0.03,0.57 $\pm$ 0.02,0.58 $\pm$ 0.04
LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.51 $\pm$ 0.06,0.52 $\pm$ 0.04,0.52 $\pm$ 0.03,0.57 $\pm$ 0.04,0.57 $\pm$ 0.01,0.59 $\pm$ 0.04
LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.52 $\pm$ 0.04,0.53 $\pm$ 0.04,0.52 $\pm$ 0.06,0.56 $\pm$ 0.02,0.56 $\pm$ 0.02,0.58 $\pm$ 0.06
LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidge_BorderlineSMOTE,0.50 $\pm$ 0.04,0.55 $\pm$ 0.05,0.60 $\pm$ 0.04,0.58 $\pm$ 0.01,0.63 $\pm$ 0.03,0.64 $\pm$ 0.04
LogisticRegressionRidge,No Upsampling,LogisticRegressionRidge,0.48 $\pm$ 0.04,0.55 $\pm$ 0.04,0.60 $\pm$ 0.06,0.56 $\pm$ 0.04,0.64 $\pm$ 0.04,0.65 $\pm$ 0.04
LogisticRegressionRidge,RakelD Partitioning of labels,RakelD_LogisticRegression,0.49 $\pm$ 0.05,0.56 $\pm$ 0.06,0.59 $\pm$ 0.02,0.56 $\pm$ 0.02,0.61 $\pm$ 0.07,0.61 $\pm$ 0.03
LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidge_ROS,0.49 $\pm$ 0.04,0.54 $\pm$ 0.05,0.60 $\pm$ 0.05,0.58 $\pm$ 0.02,0.61 $\pm$ 0.03,0.64 $\pm$ 0.03
LogisticRegressionRidge,SMOTE,LogisticRegressionRidge_SMOTE,0.49 $\pm$ 0.04,0.55 $\pm$ 0.04,0.60 $\pm$ 0.04,0.59 $\pm$ 0.01,0.62 $\pm$ 0.02,0.64 $\pm$ 0.03
LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidge_SVMSMOTE,0.50 $\pm$ 0.05,0.54 $\pm$ 0.02,0.59 $\pm$ 0.03,0.59 $\pm$ 0.03,0.60 $\pm$ 0.05,0.63 $\pm$ 0.03
Multi-label ARAM,Natively Multilabel,MLARAM,0.06 $\pm$ 0.00,0.06 $\pm$ 0.00,0.06 $\pm$ 0.00,0.06 $\pm$ 0.00,0.06 $\pm$ 0.00,0.06 $\pm$ 0.00
Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.46 $\pm$ 0.03,0.47 $\pm$ 0.02,0.46 $\pm$ 0.02,0.51 $\pm$ 0.03,0.53 $\pm$ 0.01,0.55 $\pm$ 0.05
NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.50 $\pm$ 0.04,0.55 $\pm$ 0.03,0.57 $\pm$ 0.02,0.60 $\pm$ 0.04,0.59 $\pm$ 0.04,0.58 $\pm$ 0.04
NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.49 $\pm$ 0.03,0.53 $\pm$ 0.03,0.58 $\pm$ 0.03,0.60 $\pm$ 0.03,0.59 $\pm$ 0.04,0.59 $\pm$ 0.04
NaiveBayes,No Upsampling,ComplementNaiveBayes,0.49 $\pm$ 0.02,0.55 $\pm$ 0.03,0.58 $\pm$ 0.04,0.64 $\pm$ 0.06,0.60 $\pm$ 0.05,0.61 $\pm$ 0.04
NaiveBayes,No Upsampling,NaiveBayes,0.35 $\pm$ 0.05,0.36 $\pm$ 0.05,0.36 $\pm$ 0.04,0.38 $\pm$ 0.05,0.37 $\pm$ 0.04,0.39 $\pm$ 0.07
NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.50 $\pm$ 0.03,0.54 $\pm$ 0.04,0.58 $\pm$ 0.02,0.60 $\pm$ 0.04,0.58 $\pm$ 0.04,0.59 $\pm$ 0.03
NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.49 $\pm$ 0.03,0.54 $\pm$ 0.03,0.58 $\pm$ 0.02,0.62 $\pm$ 0.04,0.59 $\pm$ 0.04,0.59 $\pm$ 0.03
NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.50 $\pm$ 0.03,0.54 $\pm$ 0.03,0.57 $\pm$ 0.02,0.61 $\pm$ 0.04,0.59 $\pm$ 0.04,0.58 $\pm$ 0.04
NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.50 $\pm$ 0.04,0.54 $\pm$ 0.03,0.57 $\pm$ 0.02,0.60 $\pm$ 0.04,0.58 $\pm$ 0.04,0.59 $\pm$ 0.04
RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.57 $\pm$ 0.02,0.60 $\pm$ 0.05,0.59 $\pm$ 0.07,0.57 $\pm$ 0.03,0.70 $\pm$ 0.04,0.70 $\pm$ 0.02
RandomForest,No Upsampling,RandomForest,0.48 $\pm$ 0.06,0.54 $\pm$ 0.08,0.56 $\pm$ 0.06,0.56 $\pm$ 0.05,0.52 $\pm$ 0.02,0.60 $\pm$ 0.01
RandomForest,Random Oversampling,RandomForest_ROS,0.57 $\pm$ 0.03,0.60 $\pm$ 0.02,0.58 $\pm$ 0.07,0.59 $\pm$ 0.01,0.65 $\pm$ 0.03,0.70 $\pm$ 0.03
RandomForest,SMOTE,RandomForest_SMOTE,0.55 $\pm$ 0.03,0.59 $\pm$ 0.04,0.55 $\pm$ 0.03,0.59 $\pm$ 0.07,0.66 $\pm$ 0.01,**0.72 $\pm$ 0.04**
RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.58 $\pm$ 0.02,0.56 $\pm$ 0.05,0.58 $\pm$ 0.08,0.59 $\pm$ 0.08,0.67 $\pm$ 0.07,0.71 $\pm$ 0.05
RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.49 $\pm$ 0.04,0.56 $\pm$ 0.04,0.60 $\pm$ 0.04,0.58 $\pm$ 0.01,0.62 $\pm$ 0.03,0.64 $\pm$ 0.03
RidgeClassifier,No Upsampling,RidgeClassifier,0.49 $\pm$ 0.04,0.56 $\pm$ 0.04,0.60 $\pm$ 0.05,0.58 $\pm$ 0.01,0.62 $\pm$ 0.03,0.64 $\pm$ 0.03
RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.49 $\pm$ 0.04,0.56 $\pm$ 0.04,0.60 $\pm$ 0.04,0.58 $\pm$ 0.01,0.62 $\pm$ 0.03,0.64 $\pm$ 0.03
RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.49 $\pm$ 0.04,0.56 $\pm$ 0.04,0.60 $\pm$ 0.04,0.58 $\pm$ 0.01,0.62 $\pm$ 0.03,0.64 $\pm$ 0.03
RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.49 $\pm$ 0.05,0.54 $\pm$ 0.04,0.57 $\pm$ 0.03,0.59 $\pm$ 0.04,0.63 $\pm$ 0.06,0.62 $\pm$ 0.05
SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.52 $\pm$ 0.05,0.39 $\pm$ 0.05,0.39 $\pm$ 0.06,0.30 $\pm$ 0.02,0.26 $\pm$ 0.03,0.32 $\pm$ 0.08
SVM,No Upsampling,SVM_rbf,0.35 $\pm$ 0.04,0.34 $\pm$ 0.03,0.28 $\pm$ 0.04,0.30 $\pm$ 0.02,0.32 $\pm$ 0.03,0.34 $\pm$ 0.03
SVM,RakelD Partitioning of labels,RakelD_SVM,0.34 $\pm$ 0.10,0.32 $\pm$ 0.01,0.28 $\pm$ 0.04,0.22 $\pm$ 0.07,0.25 $\pm$ 0.01,0.26 $\pm$ 0.05
SVM,Random Oversampling,SVM_rbf_ROS,0.52 $\pm$ 0.05,0.42 $\pm$ 0.03,0.45 $\pm$ 0.09,0.38 $\pm$ 0.04,0.36 $\pm$ 0.04,0.39 $\pm$ 0.03
SVM,SMOTE,SVM_rbf_SMOTE,0.50 $\pm$ 0.05,0.39 $\pm$ 0.04,0.38 $\pm$ 0.05,0.31 $\pm$ 0.01,0.27 $\pm$ 0.04,0.29 $\pm$ 0.04
SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.46 $\pm$ 0.04,0.44 $\pm$ 0.06,0.35 $\pm$ 0.04,0.32 $\pm$ 0.01,0.23 $\pm$ 0.01,0.23 $\pm$ 0.01
XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.54 $\pm$ 0.03,0.52 $\pm$ 0.03,0.52 $\pm$ 0.05,0.58 $\pm$ 0.05,0.59 $\pm$ 0.03,0.66 $\pm$ 0.02
XGBoost,No Upsampling,XGBoost_narrow,0.52 $\pm$ 0.01,0.52 $\pm$ 0.02,0.53 $\pm$ 0.05,0.56 $\pm$ 0.06,0.59 $\pm$ 0.03,0.67 $\pm$ 0.01
XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.51 $\pm$ 0.01,0.52 $\pm$ 0.03,0.53 $\pm$ 0.04,0.55 $\pm$ 0.05,0.59 $\pm$ 0.02,0.63 $\pm$ 0.02
XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.54 $\pm$ 0.03,0.51 $\pm$ 0.03,0.52 $\pm$ 0.04,0.56 $\pm$ 0.06,0.57 $\pm$ 0.02,0.65 $\pm$ 0.03
XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.56 $\pm$ 0.03,0.51 $\pm$ 0.03,0.54 $\pm$ 0.04,0.57 $\pm$ 0.04,0.59 $\pm$ 0.03,0.66 $\pm$ 0.01
