model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.42 $\pm$ 0.03,0.40 $\pm$ 0.02,0.45 $\pm$ 0.02,0.47 $\pm$ 0.01,0.47 $\pm$ 0.00,0.52 $\pm$ 0.01
LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.42 $\pm$ 0.02,0.40 $\pm$ 0.02,0.43 $\pm$ 0.02,0.44 $\pm$ 0.03,0.47 $\pm$ 0.00,0.52 $\pm$ 0.00
Multi-label ARAM,Natively Multilabel,MLARAM,0.25 $\pm$ 0.04,0.18 $\pm$ 0.03,0.14 $\pm$ 0.01,0.29 $\pm$ 0.02,0.29 $\pm$ 0.03,0.31 $\pm$ 0.06
Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.34 $\pm$ 0.03,0.35 $\pm$ 0.03,0.39 $\pm$ 0.02,0.43 $\pm$ 0.03,0.40 $\pm$ 0.01,0.43 $\pm$ 0.01
NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.44 $\pm$ 0.00,0.45 $\pm$ 0.03,0.49 $\pm$ 0.03,0.50 $\pm$ 0.02,0.51 $\pm$ 0.00,0.54 $\pm$ 0.02
NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.43 $\pm$ 0.02,0.46 $\pm$ 0.03,0.48 $\pm$ 0.03,0.49 $\pm$ 0.02,0.49 $\pm$ 0.02,0.55 $\pm$ 0.02
NaiveBayes,No Upsampling,ComplementNaiveBayes,0.44 $\pm$ 0.01,0.46 $\pm$ 0.04,0.48 $\pm$ 0.02,0.49 $\pm$ 0.03,0.50 $\pm$ 0.03,**0.56 $\pm$ 0.02**
NaiveBayes,No Upsampling,NaiveBayes,0.43 $\pm$ 0.02,0.45 $\pm$ 0.04,0.49 $\pm$ 0.03,0.49 $\pm$ 0.03,0.50 $\pm$ 0.00,**0.56 $\pm$ 0.03**
NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.43 $\pm$ 0.02,0.44 $\pm$ 0.03,0.48 $\pm$ 0.02,0.49 $\pm$ 0.02,0.50 $\pm$ 0.03,0.54 $\pm$ 0.03
NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.43 $\pm$ 0.01,0.46 $\pm$ 0.03,0.49 $\pm$ 0.03,0.49 $\pm$ 0.03,0.50 $\pm$ 0.02,**0.56 $\pm$ 0.02**
NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.44 $\pm$ 0.03,0.46 $\pm$ 0.02,0.49 $\pm$ 0.03,0.50 $\pm$ 0.01,0.49 $\pm$ 0.01,0.55 $\pm$ 0.03
NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.44 $\pm$ 0.02,0.44 $\pm$ 0.01,0.49 $\pm$ 0.03,0.49 $\pm$ 0.03,0.50 $\pm$ 0.01,**0.56 $\pm$ 0.02**
NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.44 $\pm$ 0.02,0.47 $\pm$ 0.03,0.48 $\pm$ 0.03,0.49 $\pm$ 0.02,0.50 $\pm$ 0.01,**0.56 $\pm$ 0.03**
NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.44 $\pm$ 0.01,0.44 $\pm$ 0.03,0.48 $\pm$ 0.03,0.49 $\pm$ 0.02,0.50 $\pm$ 0.02,**0.56 $\pm$ 0.02**
RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.32 $\pm$ 0.01,0.37 $\pm$ 0.04,0.40 $\pm$ 0.02,0.44 $\pm$ 0.03,0.43 $\pm$ 0.03,0.49 $\pm$ 0.02
RandomForest,No Upsampling,RandomForest,0.33 $\pm$ 0.02,0.37 $\pm$ 0.03,0.40 $\pm$ 0.02,0.44 $\pm$ 0.02,0.42 $\pm$ 0.03,0.47 $\pm$ 0.03
RandomForest,Random Oversampling,RandomForest_ROS,0.33 $\pm$ 0.01,0.36 $\pm$ 0.04,0.40 $\pm$ 0.02,0.44 $\pm$ 0.01,0.44 $\pm$ 0.02,0.48 $\pm$ 0.00
RandomForest,SMOTE,RandomForest_SMOTE,0.32 $\pm$ 0.01,0.38 $\pm$ 0.04,0.37 $\pm$ 0.03,0.45 $\pm$ 0.02,0.42 $\pm$ 0.03,0.48 $\pm$ 0.03
RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.33 $\pm$ 0.01,0.39 $\pm$ 0.04,0.40 $\pm$ 0.03,0.44 $\pm$ 0.02,0.43 $\pm$ 0.02,0.47 $\pm$ 0.03
RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.40 $\pm$ 0.03,0.31 $\pm$ 0.03,0.40 $\pm$ 0.02,0.44 $\pm$ 0.01,0.45 $\pm$ 0.02,0.50 $\pm$ 0.01
RidgeClassifier,No Upsampling,RidgeClassifier,0.40 $\pm$ 0.01,0.32 $\pm$ 0.02,0.40 $\pm$ 0.01,0.45 $\pm$ 0.02,0.46 $\pm$ 0.02,0.51 $\pm$ 0.01
RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.39 $\pm$ 0.01,0.30 $\pm$ 0.01,0.36 $\pm$ 0.03,0.43 $\pm$ 0.02,0.44 $\pm$ 0.03,0.49 $\pm$ 0.02
RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.41 $\pm$ 0.02,0.30 $\pm$ 0.03,0.36 $\pm$ 0.01,0.41 $\pm$ 0.03,0.43 $\pm$ 0.01,0.49 $\pm$ 0.01
RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.40 $\pm$ 0.01,0.30 $\pm$ 0.02,0.34 $\pm$ 0.01,0.43 $\pm$ 0.02,0.42 $\pm$ 0.02,0.49 $\pm$ 0.01
SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.41 $\pm$ 0.01,0.25 $\pm$ 0.04,0.39 $\pm$ 0.03,0.43 $\pm$ 0.05,0.45 $\pm$ 0.02,0.51 $\pm$ 0.02
SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.44 $\pm$ 0.02,0.44 $\pm$ 0.03,0.42 $\pm$ 0.02,0.46 $\pm$ 0.02,0.48 $\pm$ 0.02,0.52 $\pm$ 0.03
SVM,No Upsampling,SVM_rbf,0.39 $\pm$ 0.01,0.26 $\pm$ 0.05,0.33 $\pm$ 0.05,0.44 $\pm$ 0.03,0.44 $\pm$ 0.01,0.51 $\pm$ 0.02
SVM,No Upsampling,SVM_sigmoid,0.44 $\pm$ 0.02,0.44 $\pm$ 0.02,0.43 $\pm$ 0.04,0.46 $\pm$ 0.01,0.48 $\pm$ 0.01,0.52 $\pm$ 0.03
SVM,RakelD Partitioning of labels,RakelD_SVM,0.43 $\pm$ 0.02,0.40 $\pm$ 0.00,0.42 $\pm$ 0.03,0.45 $\pm$ 0.01,0.46 $\pm$ 0.02,0.50 $\pm$ 0.01
SVM,Random Oversampling,SVM_rbf_ROS,0.40 $\pm$ 0.03,0.16 $\pm$ 0.05,0.39 $\pm$ 0.01,0.43 $\pm$ 0.01,0.43 $\pm$ 0.02,0.49 $\pm$ 0.02
SVM,Random Oversampling,SVM_sigmoid_ROS,0.42 $\pm$ 0.03,0.43 $\pm$ 0.03,0.42 $\pm$ 0.03,0.47 $\pm$ 0.03,0.47 $\pm$ 0.02,0.53 $\pm$ 0.01
SVM,SMOTE,SVM_rbf_SMOTE,0.42 $\pm$ 0.04,0.14 $\pm$ 0.05,0.38 $\pm$ 0.02,0.42 $\pm$ 0.02,0.42 $\pm$ 0.04,0.48 $\pm$ 0.00
SVM,SMOTE,SVM_sigmoid_SMOTE,0.42 $\pm$ 0.03,0.41 $\pm$ 0.01,0.45 $\pm$ 0.03,0.46 $\pm$ 0.03,0.48 $\pm$ 0.01,0.53 $\pm$ 0.01
SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.40 $\pm$ 0.00,0.21 $\pm$ 0.02,0.33 $\pm$ 0.05,0.43 $\pm$ 0.02,0.43 $\pm$ 0.01,0.51 $\pm$ 0.02
SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.44 $\pm$ 0.03,0.41 $\pm$ 0.03,0.43 $\pm$ 0.01,0.46 $\pm$ 0.04,0.47 $\pm$ 0.00,0.53 $\pm$ 0.03
XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.44 $\pm$ 0.02,0.42 $\pm$ 0.02,0.45 $\pm$ 0.02,0.44 $\pm$ 0.01,0.45 $\pm$ 0.03,0.50 $\pm$ 0.02
XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.44 $\pm$ 0.02,0.43 $\pm$ 0.01,0.45 $\pm$ 0.02,0.44 $\pm$ 0.01,0.45 $\pm$ 0.02,0.49 $\pm$ 0.02
XGBoost,No Upsampling,XGBoost_broad,0.45 $\pm$ 0.04,0.41 $\pm$ 0.01,0.43 $\pm$ 0.01,0.44 $\pm$ 0.02,0.43 $\pm$ 0.02,0.49 $\pm$ 0.00
XGBoost,No Upsampling,XGBoost_narrow,0.44 $\pm$ 0.02,0.41 $\pm$ 0.01,0.44 $\pm$ 0.01,0.44 $\pm$ 0.03,0.43 $\pm$ 0.02,0.49 $\pm$ 0.01
XGBoost,Random Oversampling,XGBoost_broad_ROS,0.44 $\pm$ 0.03,0.41 $\pm$ 0.01,0.44 $\pm$ 0.03,0.45 $\pm$ 0.03,0.44 $\pm$ 0.02,0.49 $\pm$ 0.02
XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.44 $\pm$ 0.03,0.40 $\pm$ 0.02,0.44 $\pm$ 0.03,0.46 $\pm$ 0.01,0.44 $\pm$ 0.03,0.49 $\pm$ 0.00
XGBoost,SMOTE,XGBoost_broad_SMOTE,0.44 $\pm$ 0.02,0.43 $\pm$ 0.02,0.44 $\pm$ 0.02,0.45 $\pm$ 0.01,0.45 $\pm$ 0.02,0.50 $\pm$ 0.01
XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.44 $\pm$ 0.01,0.42 $\pm$ 0.03,0.45 $\pm$ 0.01,0.45 $\pm$ 0.01,0.45 $\pm$ 0.03,0.50 $\pm$ 0.02
XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.44 $\pm$ 0.02,0.42 $\pm$ 0.01,0.44 $\pm$ 0.02,0.44 $\pm$ 0.01,0.44 $\pm$ 0.01,0.50 $\pm$ 0.01
XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.43 $\pm$ 0.01,0.42 $\pm$ 0.02,0.44 $\pm$ 0.03,0.45 $\pm$ 0.02,0.45 $\pm$ 0.03,0.49 $\pm$ 0.01
