language,model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
en,Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.402,0.560,0.540,0.553,0.533,0.638
en,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.621,0.689,0.704,0.704,0.696,0.707
en,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.615,0.681,0.707,0.707,0.701,0.716
en,NaiveBayes,No Upsampling,ComplementNaiveBayes,0.611,0.670,0.676,0.651,0.639,0.650
en,NaiveBayes,No Upsampling,NaiveBayes,0.451,0.573,0.584,0.581,0.587,0.591
en,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.629,0.695,0.713,0.712,0.693,0.703
en,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.631,0.691,0.718,0.702,0.713,0.717
en,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.623,0.686,0.710,0.706,0.704,**0.719**
en,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.619,0.694,0.716,0.711,0.710,0.705
en,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.550,0.599,0.626,0.629,0.646,0.654
en,RandomForest,No Upsampling,RandomForest,0.530,0.606,0.615,0.626,0.622,0.639
en,RandomForest,Random Oversampling,RandomForest_ROS,0.581,0.616,0.632,0.634,0.663,0.656
en,RandomForest,SMOTE,RandomForest_SMOTE,0.552,0.604,0.624,0.631,0.658,0.644
en,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.556,0.609,0.619,0.654,0.635,0.655
en,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.602,0.625,0.636,0.643,0.650,0.685
en,RidgeClassifier,No Upsampling,RidgeClassifier,0.599,0.625,0.636,0.643,0.650,0.685
en,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.600,0.625,0.636,0.643,0.650,0.685
en,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.599,0.625,0.636,0.643,0.650,0.685
en,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.589,0.640,0.635,0.660,0.656,0.689
en,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.414,0.366,0.433,0.483,0.498,0.531
en,SVM,No Upsampling,SVM_rbf,0.416,0.391,0.436,0.468,0.490,0.535
en,SVM,RakelD Partitioning of labels,RakelD_SVM,0.326,0.394,0.469,0.505,0.443,0.490
en,SVM,Random Oversampling,SVM_rbf_ROS,0.467,0.472,0.489,0.518,0.541,0.569
en,SVM,SMOTE,SVM_rbf_SMOTE,0.404,0.360,0.425,0.497,0.492,0.530
en,SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.403,0.389,0.470,0.523,0.520,0.553
en,XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.477,0.581,0.603,0.596,0.615,0.632
en,XGBoost,No Upsampling,XGBoost_narrow,0.506,0.574,0.602,0.607,0.613,0.632
en,XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.512,0.600,0.610,0.600,0.633,0.631
en,XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.526,0.575,0.606,0.601,0.624,0.634
en,XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.521,0.577,0.615,0.616,0.637,0.648
fr,Binary Relevance kNN,Natively Multilabel,BRkNNaClassifier,0.108,0.187,0.106,0.065,0.000,0.086
fr,Binary Relevance kNN,Natively Multilabel,BRkNNbClassifier,0.110,0.074,0.074,0.078,0.073,0.067
fr,ComplementNaiveBayes,RakelD Partitioning of labels,RakelD_ComplementNB,0.318,0.425,0.359,0.365,0.345,0.389
fr,Dummy Classifier,No Upsampling,DummyMostFrequent,0.000,0.000,0.000,0.000,0.000,0.000
fr,Dummy Classifier,No Upsampling,DummyProbSampling,0.294,0.238,0.292,0.235,0.340,0.315
fr,Dummy Classifier,No Upsampling,DummyUniformSampling,0.389,0.365,0.341,0.329,0.371,0.332
fr,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.413,0.430,0.401,0.414,0.348,0.436
fr,KNN,No Upsampling,kNN,0.230,0.256,0.194,0.119,0.059,0.070
fr,KNN,Random Oversampling,kNN_ROS,0.331,0.433,0.333,0.273,0.141,0.240
fr,KNN,SMOTE,kNN_SMOTE,0.414,0.435,0.436,0.433,0.342,0.432
fr,KNN,SVMSMOTE,kNN_SVMSMOTE,0.412,0,0,0,0,0.436
fr,LinearSVM,BorderlineSMOTE,LinearSVM_BorderlineSMOTE,0.248,0.319,0.322,0.251,0.327,0.311
fr,LinearSVM,BorderlineSMOTE,LinearSVM_SVMSMOTE,0.248,0,0,0,0,0.311
fr,LinearSVM,No Upsampling,LinearSVM,0.248,0.319,0.322,0.251,0.327,0.311
fr,LinearSVM,RakelD Partitioning of labels,RakelD_LineaSVM,0.272,0.294,0.319,0.227,0.292,0.305
fr,LinearSVM,Random Oversampling,LinearSVM_ROS,0.248,0.319,0.322,0.251,0.327,0.311
fr,LinearSVM,SMOTE,LinearSVM_SMOTE,0.248,0.319,0.322,0.251,0.327,0.311
fr,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.255,0.315,0.310,0.256,0.316,0.337
fr,LogisticRegression,No Upsampling,LogisticRegression,0.250,0.331,0.327,0.250,0.313,0.327
fr,LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.273,0.308,0.312,0.252,0.308,0.316
fr,LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.274,0.325,0.310,0.249,0.336,0.321
fr,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.317,0.349,0.322,0.254,0.331,0.335
fr,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.233,0.353,0.312,0.295,0.355,0.324
fr,LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,0.225,0.340,0.304,0.272,0.333,0.316
fr,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.233,0.354,0.312,0.294,0.361,0.351
fr,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.233,0.353,0.300,0.301,0.354,0.325
fr,LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.241,0.365,0.339,0.273,0.347,0.337
fr,LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.280,0.418,0.306,0.298,0.372,0.407
fr,LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.279,0.436,0.282,0.280,0.370,0.394
fr,LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.281,0.440,0.330,0.293,0.389,0.430
fr,LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.278,0.438,0.299,0.281,0.375,0.399
fr,LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.248,0.381,0.365,0.273,0.382,0.390
fr,LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidge_BorderlineSMOTE,0.280,0.345,0.323,0.267,0.294,0.310
fr,LogisticRegressionRidge,No Upsampling,LogisticRegressionRidge,0.261,0.332,0.316,0.280,0.286,0.262
fr,LogisticRegressionRidge,RakelD Partitioning of labels,RakelD_LogisticRegression,0.267,0.333,0.335,0.261,0.298,0.291
fr,LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidge_ROS,0.285,0.385,0.327,0.308,0.313,0.323
fr,LogisticRegressionRidge,SMOTE,LogisticRegressionRidge_SMOTE,0.274,0.348,0.321,0.279,0.315,0.309
fr,LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidge_SVMSMOTE,0.332,0.339,0.306,0.273,0.286,0.274
fr,Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.261,0.306,0.348,0.236,0.123,0.297
fr,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.359,0.410,0.424,0.443,0.452,0.527
fr,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.384,0.417,0.442,0.441,0.472,0.533
fr,NaiveBayes,No Upsampling,ComplementNaiveBayes,0.275,0.366,0.354,0.288,0.270,0.264
fr,NaiveBayes,No Upsampling,NaiveBayes,0.058,0.114,0.150,0.168,0.109,0.169
fr,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.361,0.410,0.447,0.453,0.470,0.550
fr,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.375,0.421,0.431,0.439,0.462,**0.556**
fr,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.364,0.418,0.418,0.482,0.451,0.525
fr,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.347,0.434,0.446,0.422,0.465,0.520
fr,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.262,0.271,0.241,0.249,0.270,0.311
fr,RandomForest,No Upsampling,RandomForest,0.259,0.256,0.245,0.284,0.259,0.243
fr,RandomForest,Random Oversampling,RandomForest_ROS,0.271,0.308,0.272,0.272,0.314,0.343
fr,RandomForest,SMOTE,RandomForest_SMOTE,0.255,0.258,0.242,0.227,0.299,0.315
fr,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.270,0.268,0.257,0.251,0.307,0.299
fr,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.281,0.394,0.324,0.292,0.312,0.324
fr,RidgeClassifier,No Upsampling,RidgeClassifier,0.281,0.394,0.324,0.292,0.312,0.324
fr,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.281,0.394,0.324,0.292,0.312,0.324
fr,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.281,0.394,0.324,0.292,0.312,0.324
fr,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.355,0.383,0.312,0.273,0.288,0.328
fr,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.125,0.000,0.000,0.000,0.015,0.000
fr,SVM,No Upsampling,SVM_rbf,0.067,0.000,0.015,0.000,0.015,0.000
fr,SVM,RakelD Partitioning of labels,RakelD_SVM,0.061,0.026,0.077,0.023,0.000,0.000
fr,SVM,Random Oversampling,SVM_rbf_ROS,0.165,0.049,0.094,0.044,0.063,0.000
fr,SVM,SMOTE,SVM_rbf_SMOTE,0.151,0.000,0.000,0.000,0.015,0.000
fr,SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.297,0.014,0.015,0.000,0.000,0.015
fr,XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.194,0.324,0.280,0.290,0.330,0.342
fr,XGBoost,No Upsampling,XGBoost_narrow,0.199,0.300,0.294,0.271,0.310,0.371
fr,XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.237,0.317,0.313,0.303,0.344,0.398
fr,XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.210,0.339,0.277,0.256,0.308,0.419
fr,XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.162,0.308,0.277,0.250,0.306,0.340
ge,Binary Relevance kNN,Natively Multilabel,BRkNNaClassifier,0.159,0.286,0.205,0.194,0.151,0.000
ge,Binary Relevance kNN,Natively Multilabel,BRkNNbClassifier,0.255,0.328,0.262,0.209,0.249,0.126
ge,ComplementNaiveBayes,RakelD Partitioning of labels,RakelD_ComplementNB,0.433,0.467,0.440,0.476,0.451,0.521
ge,Dummy Classifier,No Upsampling,DummyMostFrequent,0.191,0.191,0.191,0.191,0.191,0.191
ge,Dummy Classifier,No Upsampling,DummyProbSampling,0.343,0.349,0.392,0.373,0.329,0.371
ge,Dummy Classifier,No Upsampling,DummyUniformSampling,0.434,0.453,0.449,0.423,0.474,0.443
ge,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.422,0.508,0.476,0.505,0.379,0.362
ge,KNN,No Upsampling,kNN,0.315,0.364,0.309,0.269,0.246,0.039
ge,KNN,Random Oversampling,kNN_ROS,0.390,0.459,0.407,0.352,0.326,0.070
ge,KNN,SMOTE,kNN_SMOTE,0.440,0.497,0.447,0.518,0.443,0.407
ge,KNN,SVMSMOTE,kNN_SVMSMOTE,0,0.513,0.509,0,0,0
ge,LinearSVM,BorderlineSMOTE,LinearSVM_BorderlineSMOTE,0.338,0.365,0.395,0.382,0.426,0.459
ge,LinearSVM,BorderlineSMOTE,LinearSVM_SVMSMOTE,0,0.365,0.395,0,0,0
ge,LinearSVM,No Upsampling,LinearSVM,0.338,0.365,0.395,0.382,0.426,0.459
ge,LinearSVM,RakelD Partitioning of labels,RakelD_LineaSVM,0.333,0.378,0.393,0.395,0.444,0.436
ge,LinearSVM,Random Oversampling,LinearSVM_ROS,0.338,0.365,0.395,0.382,0.426,0.459
ge,LinearSVM,SMOTE,LinearSVM_SMOTE,0.338,0.365,0.395,0.382,0.426,0.459
ge,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.336,0.364,0.401,0.394,0.412,0.455
ge,LogisticRegression,No Upsampling,LogisticRegression,0.340,0.367,0.382,0.337,0.439,0.456
ge,LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.338,0.364,0.392,0.413,0.407,0.466
ge,LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.336,0.365,0.392,0.396,0.416,0.461
ge,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.334,0.401,0.409,0.367,0.441,0.460
ge,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.284,0.392,0.403,0.387,0.431,0.490
ge,LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,0.284,0.362,0.395,0.396,0.420,0.467
ge,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.284,0.382,0.409,0.397,0.429,0.491
ge,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.284,0.388,0.406,0.393,0.426,0.488
ge,LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.284,0.387,0.419,0.390,0.429,0.472
ge,LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.202,0.388,0.415,0.381,0.440,0.518
ge,LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.202,0.388,0.397,0.376,0.429,0.485
ge,LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.209,0.402,0.408,0.389,0.466,0.516
ge,LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.202,0.394,0.408,0.380,0.448,0.521
ge,LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.217,0.391,0.429,0.374,0.467,0.509
ge,LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidge_BorderlineSMOTE,0.334,0.479,0.470,0.430,0.423,0.446
ge,LogisticRegressionRidge,No Upsampling,LogisticRegressionRidge,0.337,0.463,0.451,0.412,0.417,0.436
ge,LogisticRegressionRidge,RakelD Partitioning of labels,RakelD_LogisticRegression,0.355,0.475,0.397,0.470,0.397,0.417
ge,LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidge_ROS,0.341,0.481,0.454,0.437,0.461,0.446
ge,LogisticRegressionRidge,SMOTE,LogisticRegressionRidge_SMOTE,0.335,0.475,0.460,0.421,0.431,0.446
ge,LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidge_SVMSMOTE,0.350,0.450,0.448,0.424,0.447,0.449
ge,Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.433,0.437,0.450,0.396,0.290,0.272
ge,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.337,0.524,0.544,0.552,0.541,0.575
ge,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.365,0.508,0.556,0.559,0.544,0.579
ge,NaiveBayes,No Upsampling,ComplementNaiveBayes,0.333,0.455,0.471,0.476,0.476,0.467
ge,NaiveBayes,No Upsampling,NaiveBayes,0.225,0.204,0.288,0.329,0.403,0.431
ge,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.376,0.555,0.537,0.572,0.548,0.575
ge,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.334,0.552,0.550,0.557,0.545,0.583
ge,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.322,0.526,0.544,0.557,0.544,**0.585**
ge,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.358,0.528,0.531,0.558,0.551,0.582
ge,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.304,0.439,0.362,0.393,0.395,0.415
ge,RandomForest,No Upsampling,RandomForest,0.315,0.484,0.378,0.390,0.393,0.423
ge,RandomForest,Random Oversampling,RandomForest_ROS,0.324,0.550,0.409,0.398,0.418,0.427
ge,RandomForest,SMOTE,RandomForest_SMOTE,0.300,0.461,0.352,0.393,0.379,0.436
ge,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.302,0.469,0.386,0.405,0.415,0.433
ge,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.339,0.486,0.460,0.436,0.442,0.453
ge,RidgeClassifier,No Upsampling,RidgeClassifier,0.339,0.486,0.460,0.436,0.442,0.453
ge,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.339,0.486,0.460,0.436,0.442,0.453
ge,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.339,0.486,0.460,0.436,0.442,0.453
ge,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.347,0.504,0.443,0.431,0.451,0.457
ge,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.338,0.199,0.184,0.199,0.212,0.271
ge,SVM,No Upsampling,SVM_rbf,0.203,0.165,0.155,0.278,0.320,0.406
ge,SVM,RakelD Partitioning of labels,RakelD_SVM,0.148,0.114,0.056,0.066,0.133,0.249
ge,SVM,Random Oversampling,SVM_rbf_ROS,0.218,0.159,0.274,0.359,0.308,0.424
ge,SVM,SMOTE,SVM_rbf_SMOTE,0.345,0.196,0.189,0.199,0.210,0.263
ge,SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.417,0.199,0.191,0.188,0.223,0.225
ge,XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.246,0.501,0.359,0.354,0.433,0.477
ge,XGBoost,No Upsampling,XGBoost_narrow,0.256,0.531,0.392,0.372,0.442,0.464
ge,XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.290,0.543,0.402,0.395,0.430,0.501
ge,XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.258,0.501,0.355,0.343,0.427,0.466
ge,XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.252,0.511,0.385,0.376,0.415,0.444
it,Binary Relevance kNN,Natively Multilabel,BRkNNaClassifier,0.071,0.227,0.032,0.008,0.038,0.000
it,Binary Relevance kNN,Natively Multilabel,BRkNNbClassifier,0.193,0.231,0.174,0.183,0.102,0.094
it,ComplementNaiveBayes,RakelD Partitioning of labels,RakelD_ComplementNB,0.458,0.449,0.392,0.468,0.418,0.507
it,Dummy Classifier,No Upsampling,DummyMostFrequent,0.000,0.000,0.000,0.000,0.000,0.000
it,Dummy Classifier,No Upsampling,DummyProbSampling,0.265,0.357,0.320,0.386,0.321,0.353
it,Dummy Classifier,No Upsampling,DummyUniformSampling,0.388,0.395,0.376,0.384,0.360,0.379
it,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.522,0.472,0.502,0.487,0.459,0.503
it,KNN,No Upsampling,kNN,0.383,0.146,0.081,0.186,0.128,0.037
it,KNN,Random Oversampling,kNN_ROS,0.450,0.277,0.311,0.300,0.307,0.143
it,KNN,SMOTE,kNN_SMOTE,0.515,0.491,0.502,0.502,0.451,0.503
it,KNN,SVMSMOTE,kNN_SVMSMOTE,0.523,0.456,0.502,0,0.452,0.500
it,LinearSVM,BorderlineSMOTE,LinearSVM_BorderlineSMOTE,0.394,0.390,0.387,0.432,0.420,0.476
it,LinearSVM,BorderlineSMOTE,LinearSVM_SVMSMOTE,0.394,0.392,0.387,0,0.420,0.476
it,LinearSVM,No Upsampling,LinearSVM,0.394,0.384,0.387,0.432,0.420,0.476
it,LinearSVM,RakelD Partitioning of labels,RakelD_LineaSVM,0.414,0.386,0.373,0.425,0.404,0.446
it,LinearSVM,Random Oversampling,LinearSVM_ROS,0.394,0.384,0.387,0.432,0.420,0.476
it,LinearSVM,SMOTE,LinearSVM_SMOTE,0.406,0.401,0.387,0.432,0.420,0.476
it,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.396,0.387,0.387,0.423,0.432,0.475
it,LogisticRegression,No Upsampling,LogisticRegression,0.388,0.376,0.358,0.424,0.420,0.443
it,LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.394,0.391,0.388,0.424,0.422,0.468
it,LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.382,0.370,0.395,0.433,0.425,0.465
it,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.446,0.383,0.382,0.411,0.442,0.486
it,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.346,0.395,0.402,0.428,0.479,0.434
it,LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,0.343,0.371,0.379,0.416,0.451,0.425
it,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.347,0.391,0.399,0.426,0.489,0.442
it,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.353,0.393,0.407,0.428,0.496,0.434
it,LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.365,0.395,0.394,0.433,0.489,0.482
it,LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.326,0.405,0.332,0.421,0.435,0.456
it,LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.320,0.403,0.324,0.413,0.424,0.452
it,LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.334,0.401,0.328,0.433,0.454,0.480
it,LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.320,0.417,0.324,0.439,0.434,0.462
it,LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.343,0.420,0.399,0.457,0.481,0.487
it,LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidge_BorderlineSMOTE,0.428,0.439,0.411,0.456,0.420,0.467
it,LogisticRegressionRidge,No Upsampling,LogisticRegressionRidge,0.391,0.418,0.399,0.455,0.398,0.460
it,LogisticRegressionRidge,RakelD Partitioning of labels,RakelD_LogisticRegression,0.410,0.378,0.402,0.417,0.396,0.413
