model_type,model_subtype,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
LogisticRegression,SVMSMOTE,0.03 $\pm$ 0.01,0.05 $\pm$ 0.01,0.07 $\pm$ 0.01,0.06 $\pm$ 0.02,0.09 $\pm$ 0.01,0.09 $\pm$ 0.02
LogisticRegressionElasticNet,BorderlineSMOTE,0.01 $\pm$ 0.00,0.04 $\pm$ 0.01,0.05 $\pm$ 0.01,0.05 $\pm$ 0.01,0.05 $\pm$ 0.01,0.07 $\pm$ 0.00
LogisticRegressionElasticNet,No Upsampling,0.01 $\pm$ 0.01,0.04 $\pm$ 0.00,0.04 $\pm$ 0.03,0.07 $\pm$ 0.02,0.07 $\pm$ 0.00,0.06 $\pm$ 0.01
LogisticRegressionElasticNet,Random Oversampling,0.02 $\pm$ 0.00,0.04 $\pm$ 0.00,0.05 $\pm$ 0.02,0.07 $\pm$ 0.02,0.08 $\pm$ 0.01,0.05 $\pm$ 0.01
LogisticRegressionElasticNet,SMOTE,0.02 $\pm$ 0.01,0.06 $\pm$ 0.01,0.06 $\pm$ 0.01,0.07 $\pm$ 0.03,0.08 $\pm$ 0.01,0.06 $\pm$ 0.03
LogisticRegressionElasticNet,SVMSMOTE,0.02 $\pm$ 0.00,0.05 $\pm$ 0.01,0.05 $\pm$ 0.01,0.04 $\pm$ 0.01,0.04 $\pm$ 0.01,0.06 $\pm$ 0.02
LogisticRegressionLasso,BorderlineSMOTE,0.00 $\pm$ 0.00,0.04 $\pm$ 0.01,0.03 $\pm$ 0.01,0.03 $\pm$ 0.00,0.04 $\pm$ 0.01,0.04 $\pm$ 0.02
LogisticRegressionLasso,No Upsampling,0.01 $\pm$ 0.01,0.06 $\pm$ 0.00,0.03 $\pm$ 0.00,0.04 $\pm$ 0.01,0.04 $\pm$ 0.02,0.04 $\pm$ 0.02
LogisticRegressionLasso,Random Oversampling,0.02 $\pm$ 0.01,0.07 $\pm$ 0.00,0.03 $\pm$ 0.01,0.03 $\pm$ 0.00,0.03 $\pm$ 0.01,0.04 $\pm$ 0.02
LogisticRegressionLasso,SMOTE,0.02 $\pm$ 0.01,0.05 $\pm$ 0.01,0.05 $\pm$ 0.02,0.04 $\pm$ 0.00,0.04 $\pm$ 0.01,0.04 $\pm$ 0.01
LogisticRegressionLasso,SVMSMOTE,0.01 $\pm$ 0.00,0.05 $\pm$ 0.01,0.05 $\pm$ 0.01,0.04 $\pm$ 0.01,0.06 $\pm$ 0.01,0.06 $\pm$ 0.01
LogisticRegressionRidge,BorderlineSMOTE,0.01 $\pm$ 0.01,0.02 $\pm$ 0.02,0.04 $\pm$ 0.00,0.06 $\pm$ 0.01,0.03 $\pm$ 0.01,0.04 $\pm$ 0.01
LogisticRegressionRidge,No Upsampling,0.02 $\pm$ 0.00,0.03 $\pm$ 0.02,0.03 $\pm$ 0.00,0.04 $\pm$ 0.01,0.03 $\pm$ 0.01,0.04 $\pm$ 0.02
LogisticRegressionRidge,RakelD Partitioning of labels,0.01 $\pm$ 0.01,0.02 $\pm$ 0.01,0.03 $\pm$ 0.02,0.04 $\pm$ 0.01,0.04 $\pm$ 0.01,0.05 $\pm$ 0.01
LogisticRegressionRidge,Random Oversampling,0.01 $\pm$ 0.00,0.03 $\pm$ 0.02,0.04 $\pm$ 0.02,0.05 $\pm$ 0.01,0.04 $\pm$ 0.01,0.05 $\pm$ 0.01
LogisticRegressionRidge,SMOTE,0.02 $\pm$ 0.00,0.05 $\pm$ 0.03,0.04 $\pm$ 0.00,0.07 $\pm$ 0.02,0.05 $\pm$ 0.02,0.05 $\pm$ 0.00
LogisticRegressionRidge,SVMSMOTE,0.03 $\pm$ 0.01,0.06 $\pm$ 0.01,0.05 $\pm$ 0.02,0.05 $\pm$ 0.01,0.04 $\pm$ 0.03,0.05 $\pm$ 0.02
Multi-label ARAM,Natively Multilabel,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00,0.02 $\pm$ 0.01,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00,0.01 $\pm$ 0.00
Multilabel k Nearest Neighbours,Natively Multilabel,0.04 $\pm$ 0.02,0.07 $\pm$ 0.02,0.07 $\pm$ 0.02,0.10 $\pm$ 0.03,**0.11 $\pm$ 0.03**,0.09 $\pm$ 0.01
NaiveBayes,BorderlineSMOTE,0.04 $\pm$ 0.01,0.06 $\pm$ 0.03,0.04 $\pm$ 0.01,0.04 $\pm$ 0.01,0.04 $\pm$ 0.02,0.04 $\pm$ 0.02
NaiveBayes,No Upsampling,0.01 $\pm$ 0.01,0.03 $\pm$ 0.02,0.04 $\pm$ 0.01,0.04 $\pm$ 0.00,0.04 $\pm$ 0.02,0.04 $\pm$ 0.02
NaiveBayes,Random Oversampling,0.03 $\pm$ 0.01,0.05 $\pm$ 0.02,0.06 $\pm$ 0.01,0.04 $\pm$ 0.00,0.06 $\pm$ 0.02,0.04 $\pm$ 0.02
NaiveBayes,SMOTE,0.05 $\pm$ 0.01,0.05 $\pm$ 0.02,0.05 $\pm$ 0.02,0.04 $\pm$ 0.01,0.04 $\pm$ 0.02,0.04 $\pm$ 0.02
NaiveBayes,SVMSMOTE,0.05 $\pm$ 0.01,0.04 $\pm$ 0.02,0.06 $\pm$ 0.01,0.05 $\pm$ 0.01,0.06 $\pm$ 0.02,0.04 $\pm$ 0.02
RandomForest,BorderlineSMOTE,0.02 $\pm$ 0.01,0.02 $\pm$ 0.01,0.04 $\pm$ 0.00,0.06 $\pm$ 0.02,0.09 $\pm$ 0.02,0.08 $\pm$ 0.01
RandomForest,No Upsampling,0.00 $\pm$ 0.00,0.03 $\pm$ 0.01,0.04 $\pm$ 0.01,0.05 $\pm$ 0.01,0.08 $\pm$ 0.01,0.09 $\pm$ 0.01
RandomForest,Random Oversampling,0.01 $\pm$ 0.02,0.03 $\pm$ 0.01,0.06 $\pm$ 0.03,0.05 $\pm$ 0.00,0.06 $\pm$ 0.01,0.08 $\pm$ 0.00
RandomForest,SMOTE,0.01 $\pm$ 0.00,0.02 $\pm$ 0.00,0.04 $\pm$ 0.00,0.05 $\pm$ 0.01,0.07 $\pm$ 0.02,0.08 $\pm$ 0.01
RandomForest,SVMSMOTE,0.00 $\pm$ 0.01,0.02 $\pm$ 0.00,0.03 $\pm$ 0.01,0.05 $\pm$ 0.01,0.07 $\pm$ 0.02,0.07 $\pm$ 0.01
RidgeClassifier,BorderlineSMOTE,0.01 $\pm$ 0.01,0.07 $\pm$ 0.02,0.06 $\pm$ 0.01,0.06 $\pm$ 0.01,0.06 $\pm$ 0.02,0.05 $\pm$ 0.01
RidgeClassifier,No Upsampling,0.02 $\pm$ 0.01,0.07 $\pm$ 0.01,0.06 $\pm$ 0.01,0.06 $\pm$ 0.01,0.06 $\pm$ 0.01,0.06 $\pm$ 0.01
RidgeClassifier,Random Oversampling,0.02 $\pm$ 0.01,0.07 $\pm$ 0.02,0.06 $\pm$ 0.01,0.06 $\pm$ 0.01,0.07 $\pm$ 0.00,0.08 $\pm$ 0.01
RidgeClassifier,SMOTE,0.03 $\pm$ 0.01,0.07 $\pm$ 0.01,0.06 $\pm$ 0.02,0.06 $\pm$ 0.01,0.06 $\pm$ 0.01,0.06 $\pm$ 0.01
RidgeClassifier,SVMSMOTE,0.04 $\pm$ 0.01,0.06 $\pm$ 0.02,0.08 $\pm$ 0.01,0.07 $\pm$ 0.01,0.05 $\pm$ 0.01,0.07 $\pm$ 0.01
SVM,BorderlineSMOTE,0.03 $\pm$ 0.00,0.06 $\pm$ 0.01,0.05 $\pm$ 0.02,0.04 $\pm$ 0.01,0.04 $\pm$ 0.00,0.05 $\pm$ 0.01
SVM,No Upsampling,0.03 $\pm$ 0.00,0.04 $\pm$ 0.02,0.06 $\pm$ 0.01,0.04 $\pm$ 0.00,0.05 $\pm$ 0.02,0.06 $\pm$ 0.01
SVM,RakelD Partitioning of labels,0.04 $\pm$ 0.00,0.06 $\pm$ 0.02,0.07 $\pm$ 0.00,0.05 $\pm$ 0.00,0.05 $\pm$ 0.00,0.05 $\pm$ 0.01
SVM,Random Oversampling,0.03 $\pm$ 0.00,0.06 $\pm$ 0.03,0.05 $\pm$ 0.02,0.05 $\pm$ 0.01,0.05 $\pm$ 0.01,0.06 $\pm$ 0.00
SVM,SMOTE,0.03 $\pm$ 0.01,0.05 $\pm$ 0.01,0.05 $\pm$ 0.01,0.05 $\pm$ 0.01,0.05 $\pm$ 0.01,0.06 $\pm$ 0.01
SVM,SVMSMOTE,0.04 $\pm$ 0.02,0.05 $\pm$ 0.02,0.04 $\pm$ 0.01,0.06 $\pm$ 0.00,0.06 $\pm$ 0.03,0.06 $\pm$ 0.01
XGBoost,BorderlineSMOTE,0.01 $\pm$ 0.01,0.03 $\pm$ 0.01,0.04 $\pm$ 0.02,0.04 $\pm$ 0.02,0.07 $\pm$ 0.02,0.07 $\pm$ 0.02
XGBoost,No Upsampling,0.02 $\pm$ 0.01,0.04 $\pm$ 0.00,0.06 $\pm$ 0.02,0.05 $\pm$ 0.01,0.06 $\pm$ 0.00,0.09 $\pm$ 0.01
XGBoost,Random Oversampling,0.01 $\pm$ 0.01,0.03 $\pm$ 0.03,0.05 $\pm$ 0.02,0.06 $\pm$ 0.01,0.06 $\pm$ 0.02,0.08 $\pm$ 0.01
XGBoost,SMOTE,0.02 $\pm$ 0.01,0.03 $\pm$ 0.01,0.03 $\pm$ 0.02,0.05 $\pm$ 0.00,0.08 $\pm$ 0.00,0.08 $\pm$ 0.02
XGBoost,SVMSMOTE,0.02 $\pm$ 0.01,0.04 $\pm$ 0.02,0.04 $\pm$ 0.02,0.05 $\pm$ 0.00,0.05 $\pm$ 0.01,0.08 $\pm$ 0.00
