model_type,model_subtype,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
LogisticRegressionElasticNet,Random Oversampling,0.01 $\pm$ 0.00,0.02 $\pm$ 0.01,0.02 $\pm$ 0.00,0.01 $\pm$ 0.00,0.03 $\pm$ 0.01,0.02 $\pm$ 0.01
LogisticRegressionElasticNet,SMOTE,0.01 $\pm$ 0.01,0.01 $\pm$ 0.01,0.01 $\pm$ 0.00,0.03 $\pm$ 0.01,0.01 $\pm$ 0.01,0.03 $\pm$ 0.02
LogisticRegressionElasticNet,SVMSMOTE,0.00 $\pm$ 0.00,0.02 $\pm$ 0.01,0.01 $\pm$ 0.01,0.03 $\pm$ 0.01,0.01 $\pm$ 0.01,0.02 $\pm$ 0.00
LogisticRegressionLasso,BorderlineSMOTE,0.00 $\pm$ 0.00,0.02 $\pm$ 0.02,0.01 $\pm$ 0.00,0.01 $\pm$ 0.00,0.01 $\pm$ 0.01,0.02 $\pm$ 0.00
LogisticRegressionLasso,No Upsampling,0.01 $\pm$ 0.00,0.01 $\pm$ 0.00,0.01 $\pm$ 0.01,0.01 $\pm$ 0.00,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00
LogisticRegressionLasso,Random Oversampling,0.00 $\pm$ 0.00,0.02 $\pm$ 0.03,0.01 $\pm$ 0.00,0.01 $\pm$ 0.01,0.01 $\pm$ 0.00,0.00 $\pm$ 0.00
LogisticRegressionLasso,SMOTE,0.01 $\pm$ 0.01,0.01 $\pm$ 0.01,0.02 $\pm$ 0.01,0.02 $\pm$ 0.01,0.01 $\pm$ 0.01,0.02 $\pm$ 0.01
LogisticRegressionLasso,SVMSMOTE,0.01 $\pm$ 0.00,0.01 $\pm$ 0.01,0.01 $\pm$ 0.01,0.03 $\pm$ 0.01,0.02 $\pm$ 0.01,0.02 $\pm$ 0.00
LogisticRegressionRidge,BorderlineSMOTE,0.01 $\pm$ 0.00,0.01 $\pm$ 0.00,0.01 $\pm$ 0.01,0.01 $\pm$ 0.00,0.00 $\pm$ 0.00,0.01 $\pm$ 0.00
LogisticRegressionRidge,No Upsampling,0.01 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.01 $\pm$ 0.00,0.01 $\pm$ 0.01,0.02 $\pm$ 0.01
LogisticRegressionRidge,RakelD Partitioning of labels,0.01 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.01 $\pm$ 0.00,0.02 $\pm$ 0.02
LogisticRegressionRidge,Random Oversampling,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00,0.01 $\pm$ 0.00
LogisticRegressionRidge,SMOTE,0.01 $\pm$ 0.00,0.01 $\pm$ 0.01,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01
LogisticRegressionRidge,SVMSMOTE,0.01 $\pm$ 0.01,0.02 $\pm$ 0.02,0.02 $\pm$ 0.01,0.02 $\pm$ 0.01,0.00 $\pm$ 0.00,0.02 $\pm$ 0.01
Multi-label ARAM,Natively Multilabel,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00
Multilabel k Nearest Neighbours,Natively Multilabel,0.02 $\pm$ 0.01,0.01 $\pm$ 0.01,0.02 $\pm$ 0.02,0.03 $\pm$ 0.01,0.06 $\pm$ 0.03,0.04 $\pm$ 0.02
NaiveBayes,BorderlineSMOTE,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.01 $\pm$ 0.00,0.02 $\pm$ 0.00,0.01 $\pm$ 0.01,0.03 $\pm$ 0.01
NaiveBayes,No Upsampling,0.01 $\pm$ 0.00,0.02 $\pm$ 0.02,0.02 $\pm$ 0.01,0.02 $\pm$ 0.01,0.02 $\pm$ 0.01,0.03 $\pm$ 0.01
NaiveBayes,Random Oversampling,0.01 $\pm$ 0.00,0.02 $\pm$ 0.02,0.02 $\pm$ 0.01,0.02 $\pm$ 0.01,0.03 $\pm$ 0.02,0.03 $\pm$ 0.01
NaiveBayes,SMOTE,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.02 $\pm$ 0.01,0.03 $\pm$ 0.01,0.02 $\pm$ 0.01,0.04 $\pm$ 0.01
NaiveBayes,SVMSMOTE,0.01 $\pm$ 0.00,0.01 $\pm$ 0.01,0.02 $\pm$ 0.01,0.04 $\pm$ 0.01,0.03 $\pm$ 0.02,0.03 $\pm$ 0.01
RandomForest,BorderlineSMOTE,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.01 $\pm$ 0.00,0.02 $\pm$ 0.01,0.02 $\pm$ 0.02,0.03 $\pm$ 0.02
RandomForest,No Upsampling,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.02 $\pm$ 0.02,0.01 $\pm$ 0.00,0.04 $\pm$ 0.01
RandomForest,Random Oversampling,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.01 $\pm$ 0.00,0.02 $\pm$ 0.01,0.01 $\pm$ 0.01,0.03 $\pm$ 0.03
RandomForest,SMOTE,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.03 $\pm$ 0.01,0.02 $\pm$ 0.01,0.06 $\pm$ 0.02
RandomForest,SVMSMOTE,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.02 $\pm$ 0.01,0.00 $\pm$ 0.00,0.04 $\pm$ 0.01
RidgeClassifier,BorderlineSMOTE,0.01 $\pm$ 0.01,0.01 $\pm$ 0.00,0.02 $\pm$ 0.00,0.03 $\pm$ 0.01,0.02 $\pm$ 0.02,0.04 $\pm$ 0.01
RidgeClassifier,No Upsampling,0.00 $\pm$ 0.00,0.02 $\pm$ 0.01,0.03 $\pm$ 0.01,0.04 $\pm$ 0.01,0.02 $\pm$ 0.01,**0.07 $\pm$ 0.01**
RidgeClassifier,Random Oversampling,0.01 $\pm$ 0.00,0.01 $\pm$ 0.01,0.01 $\pm$ 0.01,0.05 $\pm$ 0.03,0.01 $\pm$ 0.00,0.06 $\pm$ 0.00
RidgeClassifier,SMOTE,0.01 $\pm$ 0.01,0.02 $\pm$ 0.02,0.02 $\pm$ 0.01,0.03 $\pm$ 0.00,0.02 $\pm$ 0.01,**0.07 $\pm$ 0.02**
RidgeClassifier,SVMSMOTE,0.02 $\pm$ 0.00,0.01 $\pm$ 0.01,0.02 $\pm$ 0.00,0.03 $\pm$ 0.02,0.03 $\pm$ 0.00,0.05 $\pm$ 0.02
SVM,BorderlineSMOTE,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00,0.03 $\pm$ 0.01
SVM,No Upsampling,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.02 $\pm$ 0.01,0.00 $\pm$ 0.00,0.03 $\pm$ 0.01
SVM,RakelD Partitioning of labels,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.03 $\pm$ 0.02
SVM,Random Oversampling,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.01 $\pm$ 0.00,0.00 $\pm$ 0.00,0.02 $\pm$ 0.02
SVM,SMOTE,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.02 $\pm$ 0.02,0.01 $\pm$ 0.00
SVM,SVMSMOTE,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.02 $\pm$ 0.01,0.00 $\pm$ 0.00,0.03 $\pm$ 0.02
XGBoost,BorderlineSMOTE,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.01 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.02 $\pm$ 0.00
XGBoost,No Upsampling,0.01 $\pm$ 0.01,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00,0.01 $\pm$ 0.00,0.00 $\pm$ 0.00,0.03 $\pm$ 0.00
XGBoost,Random Oversampling,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01
XGBoost,SMOTE,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00,0.03 $\pm$ 0.02
XGBoost,SVMSMOTE,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00,0.02 $\pm$ 0.02,0.01 $\pm$ 0.01,0.01 $\pm$ 0.00,0.02 $\pm$ 0.01
