model_type,model_subtype,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
LogisticRegressionElasticNet,BorderlineSMOTE,0.33 $\pm$ 0.02,0.38 $\pm$ 0.02,0.40 $\pm$ 0.05,0.43 $\pm$ 0.02,0.44 $\pm$ 0.02,0.48 $\pm$ 0.02
LogisticRegressionElasticNet,Random Oversampling,0.32 $\pm$ 0.04,0.35 $\pm$ 0.03,0.40 $\pm$ 0.04,0.43 $\pm$ 0.01,0.43 $\pm$ 0.04,0.49 $\pm$ 0.01
LogisticRegressionElasticNet,SMOTE,0.32 $\pm$ 0.02,0.37 $\pm$ 0.02,0.38 $\pm$ 0.04,0.44 $\pm$ 0.01,0.42 $\pm$ 0.02,0.48 $\pm$ 0.01
LogisticRegressionElasticNet,SVMSMOTE,0.33 $\pm$ 0.02,0.35 $\pm$ 0.01,0.40 $\pm$ 0.00,0.43 $\pm$ 0.01,0.43 $\pm$ 0.02,0.48 $\pm$ 0.02
LogisticRegressionLasso,BorderlineSMOTE,0.34 $\pm$ 0.03,0.32 $\pm$ 0.02,0.39 $\pm$ 0.03,0.44 $\pm$ 0.01,0.42 $\pm$ 0.01,0.48 $\pm$ 0.02
LogisticRegressionLasso,No Upsampling,0.33 $\pm$ 0.02,0.33 $\pm$ 0.02,0.40 $\pm$ 0.01,0.44 $\pm$ 0.00,0.44 $\pm$ 0.02,0.49 $\pm$ 0.02
LogisticRegressionLasso,Random Oversampling,0.32 $\pm$ 0.03,0.33 $\pm$ 0.03,0.39 $\pm$ 0.02,0.43 $\pm$ 0.01,0.42 $\pm$ 0.02,0.48 $\pm$ 0.03
LogisticRegressionLasso,SMOTE,0.33 $\pm$ 0.02,0.34 $\pm$ 0.02,0.38 $\pm$ 0.03,0.43 $\pm$ 0.01,0.43 $\pm$ 0.03,0.47 $\pm$ 0.03
LogisticRegressionLasso,SVMSMOTE,0.34 $\pm$ 0.01,0.31 $\pm$ 0.05,0.36 $\pm$ 0.00,0.43 $\pm$ 0.02,0.43 $\pm$ 0.03,0.49 $\pm$ 0.02
LogisticRegressionRidge,BorderlineSMOTE,0.37 $\pm$ 0.01,0.40 $\pm$ 0.02,0.42 $\pm$ 0.00,0.46 $\pm$ 0.02,0.46 $\pm$ 0.03,0.50 $\pm$ 0.00
LogisticRegressionRidge,No Upsampling,0.36 $\pm$ 0.01,0.40 $\pm$ 0.02,0.43 $\pm$ 0.01,0.46 $\pm$ 0.02,0.46 $\pm$ 0.02,0.49 $\pm$ 0.01
LogisticRegressionRidge,RakelD Partitioning of labels,0.37 $\pm$ 0.01,0.43 $\pm$ 0.02,0.45 $\pm$ 0.02,0.49 $\pm$ 0.02,0.50 $\pm$ 0.00,0.51 $\pm$ 0.01
LogisticRegressionRidge,Random Oversampling,0.37 $\pm$ 0.02,0.39 $\pm$ 0.01,0.42 $\pm$ 0.01,0.46 $\pm$ 0.02,0.45 $\pm$ 0.01,0.49 $\pm$ 0.01
LogisticRegressionRidge,SMOTE,0.35 $\pm$ 0.00,0.39 $\pm$ 0.01,0.43 $\pm$ 0.01,0.46 $\pm$ 0.02,0.44 $\pm$ 0.02,0.47 $\pm$ 0.02
LogisticRegressionRidge,SVMSMOTE,0.36 $\pm$ 0.00,0.37 $\pm$ 0.02,0.42 $\pm$ 0.03,0.45 $\pm$ 0.01,0.44 $\pm$ 0.01,0.46 $\pm$ 0.01
Multi-label ARAM,Natively Multilabel,0.15 $\pm$ 0.01,0.18 $\pm$ 0.09,0.18 $\pm$ 0.08,0.24 $\pm$ 0.09,0.22 $\pm$ 0.03,0.26 $\pm$ 0.04
Multilabel k Nearest Neighbours,Natively Multilabel,0.31 $\pm$ 0.02,0.34 $\pm$ 0.02,0.37 $\pm$ 0.03,0.38 $\pm$ 0.04,0.37 $\pm$ 0.03,0.40 $\pm$ 0.03
NaiveBayes,BorderlineSMOTE,0.37 $\pm$ 0.01,0.43 $\pm$ 0.01,0.45 $\pm$ 0.01,0.49 $\pm$ 0.01,0.49 $\pm$ 0.01,0.51 $\pm$ 0.01
NaiveBayes,No Upsampling,0.37 $\pm$ 0.02,0.41 $\pm$ 0.01,0.44 $\pm$ 0.01,0.49 $\pm$ 0.01,0.48 $\pm$ 0.02,0.51 $\pm$ 0.02
NaiveBayes,Random Oversampling,0.37 $\pm$ 0.02,0.42 $\pm$ 0.01,0.44 $\pm$ 0.02,0.48 $\pm$ 0.01,0.48 $\pm$ 0.03,0.51 $\pm$ 0.01
NaiveBayes,SMOTE,0.36 $\pm$ 0.02,0.43 $\pm$ 0.03,0.45 $\pm$ 0.01,0.49 $\pm$ 0.02,0.50 $\pm$ 0.01,0.52 $\pm$ 0.01
NaiveBayes,SVMSMOTE,0.37 $\pm$ 0.01,0.42 $\pm$ 0.01,0.45 $\pm$ 0.02,0.49 $\pm$ 0.01,0.48 $\pm$ 0.02,0.51 $\pm$ 0.01
RandomForest,BorderlineSMOTE,0.26 $\pm$ 0.02,0.31 $\pm$ 0.02,0.35 $\pm$ 0.03,0.39 $\pm$ 0.02,0.36 $\pm$ 0.04,0.42 $\pm$ 0.04
RandomForest,No Upsampling,0.27 $\pm$ 0.02,0.29 $\pm$ 0.02,0.35 $\pm$ 0.00,0.38 $\pm$ 0.03,0.37 $\pm$ 0.03,0.44 $\pm$ 0.03
RandomForest,Random Oversampling,0.26 $\pm$ 0.01,0.29 $\pm$ 0.01,0.34 $\pm$ 0.02,0.40 $\pm$ 0.01,0.37 $\pm$ 0.03,0.42 $\pm$ 0.06
RandomForest,SMOTE,0.27 $\pm$ 0.00,0.30 $\pm$ 0.01,0.35 $\pm$ 0.01,0.38 $\pm$ 0.01,0.37 $\pm$ 0.04,0.42 $\pm$ 0.02
RandomForest,SVMSMOTE,0.26 $\pm$ 0.01,0.28 $\pm$ 0.03,0.35 $\pm$ 0.02,0.37 $\pm$ 0.01,0.36 $\pm$ 0.03,0.43 $\pm$ 0.04
RidgeClassifier,BorderlineSMOTE,0.32 $\pm$ 0.01,0.29 $\pm$ 0.03,0.34 $\pm$ 0.02,0.44 $\pm$ 0.02,0.44 $\pm$ 0.01,0.47 $\pm$ 0.00
RidgeClassifier,No Upsampling,0.31 $\pm$ 0.00,0.29 $\pm$ 0.04,0.35 $\pm$ 0.01,0.43 $\pm$ 0.01,0.44 $\pm$ 0.01,0.47 $\pm$ 0.02
RidgeClassifier,Random Oversampling,0.32 $\pm$ 0.01,0.33 $\pm$ 0.03,0.34 $\pm$ 0.02,0.43 $\pm$ 0.01,0.41 $\pm$ 0.03,0.47 $\pm$ 0.02
RidgeClassifier,SMOTE,0.31 $\pm$ 0.00,0.29 $\pm$ 0.03,0.34 $\pm$ 0.02,0.43 $\pm$ 0.02,0.41 $\pm$ 0.03,0.47 $\pm$ 0.02
RidgeClassifier,SVMSMOTE,0.31 $\pm$ 0.01,0.29 $\pm$ 0.02,0.32 $\pm$ 0.02,0.41 $\pm$ 0.01,0.42 $\pm$ 0.02,0.45 $\pm$ 0.02
SVM,BorderlineSMOTE,0.34 $\pm$ 0.01,0.37 $\pm$ 0.03,0.42 $\pm$ 0.02,0.46 $\pm$ 0.01,0.47 $\pm$ 0.02,0.50 $\pm$ 0.01
SVM,No Upsampling,0.35 $\pm$ 0.01,0.36 $\pm$ 0.02,0.43 $\pm$ 0.02,0.47 $\pm$ 0.01,0.48 $\pm$ 0.01,**0.53 $\pm$ 0.04**
SVM,RakelD Partitioning of labels,0.34 $\pm$ 0.02,0.40 $\pm$ 0.01,0.39 $\pm$ 0.03,0.45 $\pm$ 0.03,0.45 $\pm$ 0.00,0.49 $\pm$ 0.00
SVM,Random Oversampling,0.35 $\pm$ 0.01,0.39 $\pm$ 0.03,0.40 $\pm$ 0.03,0.48 $\pm$ 0.02,0.48 $\pm$ 0.03,0.50 $\pm$ 0.02
SVM,SMOTE,0.34 $\pm$ 0.01,0.36 $\pm$ 0.04,0.41 $\pm$ 0.00,0.48 $\pm$ 0.02,0.47 $\pm$ 0.02,0.50 $\pm$ 0.01
SVM,SVMSMOTE,0.34 $\pm$ 0.01,0.36 $\pm$ 0.00,0.44 $\pm$ 0.03,0.44 $\pm$ 0.03,0.47 $\pm$ 0.02,0.49 $\pm$ 0.01
XGBoost,BorderlineSMOTE,0.36 $\pm$ 0.04,0.35 $\pm$ 0.02,0.38 $\pm$ 0.02,0.41 $\pm$ 0.04,0.39 $\pm$ 0.04,0.46 $\pm$ 0.01
XGBoost,No Upsampling,0.36 $\pm$ 0.03,0.35 $\pm$ 0.02,0.37 $\pm$ 0.02,0.41 $\pm$ 0.03,0.38 $\pm$ 0.01,0.45 $\pm$ 0.00
XGBoost,Random Oversampling,0.35 $\pm$ 0.04,0.36 $\pm$ 0.03,0.38 $\pm$ 0.02,0.43 $\pm$ 0.00,0.42 $\pm$ 0.03,0.48 $\pm$ 0.01
XGBoost,SMOTE,0.35 $\pm$ 0.03,0.35 $\pm$ 0.01,0.38 $\pm$ 0.03,0.42 $\pm$ 0.04,0.41 $\pm$ 0.03,0.48 $\pm$ 0.01
XGBoost,SVMSMOTE,0.36 $\pm$ 0.02,0.35 $\pm$ 0.01,0.38 $\pm$ 0.01,0.41 $\pm$ 0.01,0.40 $\pm$ 0.01,0.48 $\pm$ 0.01
