model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidge_BorderlineSMOTE,0.18 $\pm$ 0.02,0.22 $\pm$ 0.03,0.22 $\pm$ 0.03,0.21 $\pm$ 0.02,0.22 $\pm$ 0.02,0.26 $\pm$ 0.02
LogisticRegressionRidge,No Upsampling,LogisticRegressionRidge,0.14 $\pm$ 0.01,0.19 $\pm$ 0.03,0.20 $\pm$ 0.03,0.19 $\pm$ 0.01,0.19 $\pm$ 0.02,0.22 $\pm$ 0.02
LogisticRegressionRidge,RakelD Partitioning of labels,RakelD_LogisticRegression,0.16 $\pm$ 0.02,0.19 $\pm$ 0.05,0.19 $\pm$ 0.01,0.21 $\pm$ 0.05,0.19 $\pm$ 0.03,0.26 $\pm$ 0.03
LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidge_ROS,0.19 $\pm$ 0.01,0.23 $\pm$ 0.02,0.23 $\pm$ 0.02,0.23 $\pm$ 0.01,0.23 $\pm$ 0.01,0.26 $\pm$ 0.02
LogisticRegressionRidge,SMOTE,LogisticRegressionRidge_SMOTE,0.18 $\pm$ 0.02,0.22 $\pm$ 0.03,0.22 $\pm$ 0.03,0.22 $\pm$ 0.02,0.23 $\pm$ 0.02,0.25 $\pm$ 0.03
LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidge_SVMSMOTE,0,0.22 $\pm$ 0.02,0,0,0,0.24 $\pm$ 0.02
Multi-label ARAM,Natively Multilabel,MLARAM,0.18 $\pm$ 0.05,0.14 $\pm$ 0.00,0.14 $\pm$ 0.00,0.14 $\pm$ 0.00,0.18 $\pm$ 0.05,0.13 $\pm$ 0.02
Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.19 $\pm$ 0.02,0.27 $\pm$ 0.07,0.25 $\pm$ 0.06,0.25 $\pm$ 0.06,0.19 $\pm$ 0.03,0.21 $\pm$ 0.04
NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.51 $\pm$ 0.02,0.57 $\pm$ 0.02,0.58 $\pm$ 0.02,0.57 $\pm$ 0.01,0.59 $\pm$ 0.03,0.65 $\pm$ 0.03
NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.51 $\pm$ 0.01,0.57 $\pm$ 0.03,0.56 $\pm$ 0.01,0.58 $\pm$ 0.00,0.60 $\pm$ 0.02,0.64 $\pm$ 0.03
NaiveBayes,No Upsampling,ComplementNaiveBayes,0.64 $\pm$ 0.03,0.47 $\pm$ 0.03,0.42 $\pm$ 0.01,0.34 $\pm$ 0.00,0.29 $\pm$ 0.01,0.22 $\pm$ 0.02
NaiveBayes,No Upsampling,NaiveBayes,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.01 $\pm$ 0.00,0.01 $\pm$ 0.00,0.01 $\pm$ 0.01
NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.49 $\pm$ 0.03,0.58 $\pm$ 0.03,0.59 $\pm$ 0.03,0.59 $\pm$ 0.03,0.63 $\pm$ 0.03,0.68 $\pm$ 0.03
NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.52 $\pm$ 0.03,0.58 $\pm$ 0.02,0.58 $\pm$ 0.03,0.61 $\pm$ 0.01,0.62 $\pm$ 0.03,0.67 $\pm$ 0.03
NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.54 $\pm$ 0.03,0.59 $\pm$ 0.02,0.58 $\pm$ 0.02,0.60 $\pm$ 0.02,0.61 $\pm$ 0.02,0.65 $\pm$ 0.04
NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.55 $\pm$ 0.03,0.58 $\pm$ 0.03,0.59 $\pm$ 0.02,0.59 $\pm$ 0.02,0.61 $\pm$ 0.04,0.65 $\pm$ 0.03
RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.11 $\pm$ 0.03,0.10 $\pm$ 0.03,0.12 $\pm$ 0.01,0.11 $\pm$ 0.04,0.12 $\pm$ 0.01,0.18 $\pm$ 0.04
RandomForest,No Upsampling,RandomForest,0.08 $\pm$ 0.01,0.05 $\pm$ 0.02,0.06 $\pm$ 0.01,0.07 $\pm$ 0.02,0.07 $\pm$ 0.03,0.09 $\pm$ 0.01
RandomForest,Random Oversampling,RandomForest_ROS,0.16 $\pm$ 0.01,0.12 $\pm$ 0.00,0.13 $\pm$ 0.00,0.15 $\pm$ 0.03,0.14 $\pm$ 0.02,0.19 $\pm$ 0.01
RandomForest,SMOTE,RandomForest_SMOTE,0.13 $\pm$ 0.01,0.11 $\pm$ 0.03,0.10 $\pm$ 0.01,0.12 $\pm$ 0.04,0.12 $\pm$ 0.01,0.17 $\pm$ 0.03
RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0,0.09 $\pm$ 0.01,0,0,0,0.17 $\pm$ 0.03
RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.19 $\pm$ 0.01,0.23 $\pm$ 0.02,0.23 $\pm$ 0.03,0.22 $\pm$ 0.01,0.23 $\pm$ 0.02,0.27 $\pm$ 0.02
RidgeClassifier,No Upsampling,RidgeClassifier,0.19 $\pm$ 0.01,0.23 $\pm$ 0.02,0.23 $\pm$ 0.03,0.22 $\pm$ 0.01,0.23 $\pm$ 0.02,0.27 $\pm$ 0.02
RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.19 $\pm$ 0.01,0.23 $\pm$ 0.02,0.23 $\pm$ 0.03,0.22 $\pm$ 0.01,0.23 $\pm$ 0.02,0.27 $\pm$ 0.02
RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.19 $\pm$ 0.01,0.23 $\pm$ 0.02,0.23 $\pm$ 0.03,0.22 $\pm$ 0.01,0.23 $\pm$ 0.02,0.27 $\pm$ 0.02
RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0,0.23 $\pm$ 0.02,0,0,0,0.26 $\pm$ 0.02
SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.13 $\pm$ 0.02,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00
SVM,No Upsampling,SVM_rbf,0.02 $\pm$ 0.02,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.04 $\pm$ 0.03,0.12 $\pm$ 0.02
SVM,RakelD Partitioning of labels,RakelD_SVM,0.02 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.05 $\pm$ 0.06
SVM,Random Oversampling,SVM_rbf_ROS,0.13 $\pm$ 0.03,0.01 $\pm$ 0.00,0.02 $\pm$ 0.01,0.02 $\pm$ 0.01,0.10 $\pm$ 0.03,0.14 $\pm$ 0.00
SVM,SMOTE,SVM_rbf_SMOTE,0.13 $\pm$ 0.03,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00
SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0,0.02 $\pm$ 0.01,0,0,0,0.00 $\pm$ 0.00
XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.21 $\pm$ 0.07,0.23 $\pm$ 0.04,0.23 $\pm$ 0.02,0.28 $\pm$ 0.04,0.25 $\pm$ 0.03,0.34 $\pm$ 0.04
XGBoost,No Upsampling,XGBoost_narrow,0.16 $\pm$ 0.03,0.19 $\pm$ 0.04,0.21 $\pm$ 0.01,0.20 $\pm$ 0.02,0.21 $\pm$ 0.02,0.27 $\pm$ 0.03
XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.22 $\pm$ 0.03,0.22 $\pm$ 0.03,0.25 $\pm$ 0.03,0.27 $\pm$ 0.01,0.24 $\pm$ 0.01,0.34 $\pm$ 0.03
XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.21 $\pm$ 0.03,0.23 $\pm$ 0.04,0.22 $\pm$ 0.02,0.26 $\pm$ 0.02,0.26 $\pm$ 0.03,0.34 $\pm$ 0.04
XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0,0.21 $\pm$ 0.04,0,0,0,0.31 $\pm$ 0.05
