language,model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
en,LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.54 $\pm$ 0.01,0.63 $\pm$ 0.01,0.62 $\pm$ 0.02,0.64 $\pm$ 0.01,0.67 $\pm$ 0.02,0.69 $\pm$ 0.01
en,LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.55 $\pm$ 0.01,0.62 $\pm$ 0.02,0.62 $\pm$ 0.02,0.63 $\pm$ 0.00,0.67 $\pm$ 0.02,0.69 $\pm$ 0.00
en,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.55 $\pm$ 0.02,0.61 $\pm$ 0.01,0.62 $\pm$ 0.02,0.63 $\pm$ 0.00,0.67 $\pm$ 0.02,0.70 $\pm$ 0.01
en,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.55 $\pm$ 0.00,0.62 $\pm$ 0.01,0.62 $\pm$ 0.02,0.64 $\pm$ 0.01,0.65 $\pm$ 0.02,0.67 $\pm$ 0.01
en,LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,0.56 $\pm$ 0.01,0.62 $\pm$ 0.01,0.61 $\pm$ 0.02,0.65 $\pm$ 0.01,0.66 $\pm$ 0.02,0.66 $\pm$ 0.01
en,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.58 $\pm$ 0.01,0.62 $\pm$ 0.02,0.63 $\pm$ 0.03,0.65 $\pm$ 0.01,0.66 $\pm$ 0.03,0.66 $\pm$ 0.01
en,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.57 $\pm$ 0.04,0.62 $\pm$ 0.01,0.63 $\pm$ 0.02,0.66 $\pm$ 0.01,0.66 $\pm$ 0.03,0.68 $\pm$ 0.02
en,LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.58 $\pm$ 0.02,0.63 $\pm$ 0.02,0.64 $\pm$ 0.02,0.64 $\pm$ 0.03,0.65 $\pm$ 0.03,0.66 $\pm$ 0.01
en,LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.54 $\pm$ 0.01,0.61 $\pm$ 0.01,0.59 $\pm$ 0.01,0.63 $\pm$ 0.02,0.63 $\pm$ 0.02,0.64 $\pm$ 0.01
en,LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.55 $\pm$ 0.02,0.62 $\pm$ 0.02,0.62 $\pm$ 0.03,0.63 $\pm$ 0.01,0.62 $\pm$ 0.01,0.66 $\pm$ 0.01
en,LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.54 $\pm$ 0.01,0.61 $\pm$ 0.02,0.61 $\pm$ 0.02,0.62 $\pm$ 0.02,0.63 $\pm$ 0.01,0.66 $\pm$ 0.01
en,LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.55 $\pm$ 0.02,0.61 $\pm$ 0.02,0.63 $\pm$ 0.03,0.64 $\pm$ 0.02,0.64 $\pm$ 0.01,0.68 $\pm$ 0.01
en,LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.54 $\pm$ 0.02,0.61 $\pm$ 0.02,0.63 $\pm$ 0.03,0.64 $\pm$ 0.02,0.65 $\pm$ 0.02,0.66 $\pm$ 0.02
en,LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.58 $\pm$ 0.01,0.63 $\pm$ 0.01,0.64 $\pm$ 0.02,0.65 $\pm$ 0.01,0.65 $\pm$ 0.00,0.66 $\pm$ 0.01
en,LogisticRegressionRidge,No Upsampling,LogisticRegressionRidgeDual,0.58 $\pm$ 0.01,0.62 $\pm$ 0.01,0.64 $\pm$ 0.02,0.65 $\pm$ 0.01,0.65 $\pm$ 0.02,0.66 $\pm$ 0.02
en,LogisticRegressionRidge,RakelD Partitioning of labels,RakelD_LogisticRegression,0.59 $\pm$ 0.01,0.64 $\pm$ 0.02,0.66 $\pm$ 0.02,0.65 $\pm$ 0.01,0.65 $\pm$ 0.02,0.65 $\pm$ 0.03
en,LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidgeDual_ROS,0.57 $\pm$ 0.02,0.63 $\pm$ 0.02,0.63 $\pm$ 0.02,0.66 $\pm$ 0.01,0.65 $\pm$ 0.02,0.67 $\pm$ 0.02
en,LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.58 $\pm$ 0.02,0.65 $\pm$ 0.01,0.66 $\pm$ 0.01,0.66 $\pm$ 0.00,0.68 $\pm$ 0.01,0.68 $\pm$ 0.01
en,LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.60 $\pm$ 0.03,0.66 $\pm$ 0.01,0.70 $\pm$ 0.03,0.68 $\pm$ 0.03,0.67 $\pm$ 0.04,0.69 $\pm$ 0.01
en,Multi-label ARAM,Natively Multilabel,MLARAM,0.26 $\pm$ 0.10,0.26 $\pm$ 0.14,0.30 $\pm$ 0.02,0.31 $\pm$ 0.04,0.36 $\pm$ 0.02,0.32 $\pm$ 0.01
en,Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.58 $\pm$ 0.03,0.65 $\pm$ 0.02,0.67 $\pm$ 0.01,0.67 $\pm$ 0.03,0.68 $\pm$ 0.03,0.69 $\pm$ 0.01
en,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.59 $\pm$ 0.01,0.67 $\pm$ 0.01,0.69 $\pm$ 0.01,0.67 $\pm$ 0.03,0.67 $\pm$ 0.02,0.67 $\pm$ 0.02
en,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.59 $\pm$ 0.01,0.67 $\pm$ 0.02,0.66 $\pm$ 0.02,0.66 $\pm$ 0.01,0.66 $\pm$ 0.02,0.68 $\pm$ 0.01
en,NaiveBayes,No Upsampling,ComplementNaiveBayes,0.57 $\pm$ 0.01,0.65 $\pm$ 0.01,0.66 $\pm$ 0.02,0.67 $\pm$ 0.02,0.66 $\pm$ 0.02,0.67 $\pm$ 0.01
en,NaiveBayes,No Upsampling,NaiveBayes,0.57 $\pm$ 0.01,0.64 $\pm$ 0.01,0.66 $\pm$ 0.02,0.67 $\pm$ 0.02,0.66 $\pm$ 0.02,0.68 $\pm$ 0.01
en,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.59 $\pm$ 0.01,0.66 $\pm$ 0.01,0.68 $\pm$ 0.02,0.68 $\pm$ 0.02,0.67 $\pm$ 0.03,0.68 $\pm$ 0.01
en,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.60 $\pm$ 0.01,0.66 $\pm$ 0.01,0.69 $\pm$ 0.01,0.67 $\pm$ 0.02,0.68 $\pm$ 0.03,0.68 $\pm$ 0.01
en,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.59 $\pm$ 0.02,0.68 $\pm$ 0.01,0.67 $\pm$ 0.03,0.66 $\pm$ 0.02,0.68 $\pm$ 0.02,0.67 $\pm$ 0.01
en,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.59 $\pm$ 0.02,0.67 $\pm$ 0.01,0.68 $\pm$ 0.02,0.68 $\pm$ 0.01,0.67 $\pm$ 0.03,0.68 $\pm$ 0.01
en,NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.60 $\pm$ 0.01,0.66 $\pm$ 0.01,0.69 $\pm$ 0.01,0.68 $\pm$ 0.02,0.67 $\pm$ 0.03,0.68 $\pm$ 0.01
en,NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.60 $\pm$ 0.01,0.67 $\pm$ 0.01,0.69 $\pm$ 0.01,0.68 $\pm$ 0.02,0.68 $\pm$ 0.02,0.68 $\pm$ 0.01
en,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.60 $\pm$ 0.02,0.63 $\pm$ 0.00,0.65 $\pm$ 0.02,0.68 $\pm$ 0.01,0.70 $\pm$ 0.01,0.71 $\pm$ 0.01
en,RandomForest,No Upsampling,RandomForest,0.60 $\pm$ 0.02,0.65 $\pm$ 0.01,0.66 $\pm$ 0.01,0.69 $\pm$ 0.01,0.71 $\pm$ 0.01,0.71 $\pm$ 0.01
en,RandomForest,Random Oversampling,RandomForest_ROS,0.63 $\pm$ 0.01,0.66 $\pm$ 0.03,0.66 $\pm$ 0.04,0.70 $\pm$ 0.01,0.70 $\pm$ 0.01,0.71 $\pm$ 0.01
en,RandomForest,SMOTE,RandomForest_SMOTE,0.61 $\pm$ 0.00,0.63 $\pm$ 0.01,0.65 $\pm$ 0.01,0.68 $\pm$ 0.00,0.70 $\pm$ 0.01,0.71 $\pm$ 0.02
en,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.61 $\pm$ 0.00,0.62 $\pm$ 0.00,0.65 $\pm$ 0.02,0.69 $\pm$ 0.02,0.69 $\pm$ 0.02,0.70 $\pm$ 0.01
en,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.58 $\pm$ 0.02,0.65 $\pm$ 0.01,0.67 $\pm$ 0.01,0.68 $\pm$ 0.01,0.68 $\pm$ 0.02,0.67 $\pm$ 0.01
en,RidgeClassifier,No Upsampling,RidgeClassifier,0.59 $\pm$ 0.01,0.67 $\pm$ 0.00,0.68 $\pm$ 0.01,0.68 $\pm$ 0.01,0.69 $\pm$ 0.02,0.69 $\pm$ 0.01
en,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.59 $\pm$ 0.00,0.67 $\pm$ 0.01,0.67 $\pm$ 0.02,0.68 $\pm$ 0.02,0.69 $\pm$ 0.02,0.69 $\pm$ 0.02
en,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.59 $\pm$ 0.01,0.67 $\pm$ 0.01,0.67 $\pm$ 0.04,0.68 $\pm$ 0.01,0.69 $\pm$ 0.02,0.70 $\pm$ 0.00
en,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.58 $\pm$ 0.01,0.67 $\pm$ 0.01,0.70 $\pm$ 0.02,0.68 $\pm$ 0.01,0.67 $\pm$ 0.02,0.69 $\pm$ 0.01
en,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.60 $\pm$ 0.02,0.68 $\pm$ 0.01,0.69 $\pm$ 0.04,0.66 $\pm$ 0.01,0.67 $\pm$ 0.02,0.69 $\pm$ 0.02
en,SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.63 $\pm$ 0.00,0.69 $\pm$ 0.02,0.69 $\pm$ 0.03,0.68 $\pm$ 0.02,0.69 $\pm$ 0.01,0.69 $\pm$ 0.01
en,SVM,No Upsampling,SVM_rbf,0.63 $\pm$ 0.02,0.70 $\pm$ 0.03,0.71 $\pm$ 0.02,0.69 $\pm$ 0.01,0.69 $\pm$ 0.01,0.70 $\pm$ 0.01
en,SVM,No Upsampling,SVM_sigmoid,0.61 $\pm$ 0.01,0.69 $\pm$ 0.02,0.69 $\pm$ 0.00,0.68 $\pm$ 0.00,0.69 $\pm$ 0.01,0.69 $\pm$ 0.01
en,SVM,RakelD Partitioning of labels,RakelD_SVM,0.62 $\pm$ 0.02,0.69 $\pm$ 0.03,0.69 $\pm$ 0.04,0.67 $\pm$ 0.02,0.69 $\pm$ 0.02,0.70 $\pm$ 0.01
en,SVM,Random Oversampling,SVM_rbf_ROS,0.62 $\pm$ 0.03,**0.73 $\pm$ 0.03**,0.71 $\pm$ 0.02,0.70 $\pm$ 0.00,0.69 $\pm$ 0.01,0.69 $\pm$ 0.00
en,SVM,Random Oversampling,SVM_sigmoid_ROS,0.61 $\pm$ 0.00,0.69 $\pm$ 0.03,0.70 $\pm$ 0.02,0.68 $\pm$ 0.02,0.68 $\pm$ 0.01,0.70 $\pm$ 0.01
en,SVM,SMOTE,SVM_rbf_SMOTE,0.60 $\pm$ 0.02,0.71 $\pm$ 0.01,0.71 $\pm$ 0.03,0.69 $\pm$ 0.01,0.70 $\pm$ 0.01,0.70 $\pm$ 0.01
en,SVM,SMOTE,SVM_sigmoid_SMOTE,0.62 $\pm$ 0.01,0.68 $\pm$ 0.01,0.69 $\pm$ 0.03,0.68 $\pm$ 0.01,0.69 $\pm$ 0.02,0.70 $\pm$ 0.01
en,SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.62 $\pm$ 0.04,0.69 $\pm$ 0.02,0.70 $\pm$ 0.02,0.70 $\pm$ 0.01,0.70 $\pm$ 0.02,0.71 $\pm$ 0.01
en,SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.62 $\pm$ 0.02,0.69 $\pm$ 0.03,0.69 $\pm$ 0.01,0.70 $\pm$ 0.00,0.70 $\pm$ 0.01,0.69 $\pm$ 0.01
en,XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.51 $\pm$ 0.02,0.55 $\pm$ 0.02,0.58 $\pm$ 0.02,0.59 $\pm$ 0.02,0.63 $\pm$ 0.03,0.63 $\pm$ 0.03
en,XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.49 $\pm$ 0.00,0.53 $\pm$ 0.02,0.57 $\pm$ 0.01,0.57 $\pm$ 0.01,0.61 $\pm$ 0.03,0.63 $\pm$ 0.04
en,XGBoost,No Upsampling,XGBoost_broad,0.51 $\pm$ 0.02,0.57 $\pm$ 0.01,0.59 $\pm$ 0.03,0.61 $\pm$ 0.02,0.66 $\pm$ 0.01,0.65 $\pm$ 0.02
en,XGBoost,No Upsampling,XGBoost_narrow,0.49 $\pm$ 0.01,0.53 $\pm$ 0.02,0.58 $\pm$ 0.02,0.59 $\pm$ 0.01,0.62 $\pm$ 0.02,0.65 $\pm$ 0.01
en,XGBoost,Random Oversampling,XGBoost_broad_ROS,0.51 $\pm$ 0.00,0.57 $\pm$ 0.03,0.58 $\pm$ 0.01,0.61 $\pm$ 0.01,0.64 $\pm$ 0.02,0.64 $\pm$ 0.01
en,XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.50 $\pm$ 0.01,0.55 $\pm$ 0.02,0.56 $\pm$ 0.04,0.60 $\pm$ 0.01,0.63 $\pm$ 0.02,0.65 $\pm$ 0.02
en,XGBoost,SMOTE,XGBoost_broad_SMOTE,0.52 $\pm$ 0.02,0.57 $\pm$ 0.03,0.56 $\pm$ 0.02,0.60 $\pm$ 0.01,0.63 $\pm$ 0.01,0.65 $\pm$ 0.01
en,XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.49 $\pm$ 0.01,0.55 $\pm$ 0.01,0.56 $\pm$ 0.01,0.58 $\pm$ 0.01,0.61 $\pm$ 0.02,0.63 $\pm$ 0.02
en,XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.51 $\pm$ 0.01,0.57 $\pm$ 0.02,0.57 $\pm$ 0.03,0.61 $\pm$ 0.01,0.62 $\pm$ 0.02,0.64 $\pm$ 0.01
en,XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.49 $\pm$ 0.01,0.54 $\pm$ 0.02,0.56 $\pm$ 0.00,0.57 $\pm$ 0.02,0.60 $\pm$ 0.02,0.63 $\pm$ 0.01
fr,Binary Relevance kNN,Natively Multilabel,BRkNNaClassifier,0.41 $\pm$ 0.05,0.38 $\pm$ 0.04,0.48 $\pm$ 0.04,0.45 $\pm$ 0.03,0.45 $\pm$ 0.05,0.43 $\pm$ 0.05
fr,Binary Relevance kNN,Natively Multilabel,BRkNNbClassifier,0.14 $\pm$ 0.00,0.14 $\pm$ 0.02,0.15 $\pm$ 0.02,0.14 $\pm$ 0.01,0.16 $\pm$ 0.01,0.16 $\pm$ 0.03
fr,ComplementNB,RakelD Partitioning of labels,RakelD_ComplementNB,0.37 $\pm$ 0.01,0.39 $\pm$ 0.04,0.42 $\pm$ 0.03,0.43 $\pm$ 0.03,0.44 $\pm$ 0.01,0.53 $\pm$ 0.02
fr,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.37 $\pm$ 0.02,0.32 $\pm$ 0.04,0.33 $\pm$ 0.03,0.37 $\pm$ 0.02,0.37 $\pm$ 0.01,0.39 $\pm$ 0.01
fr,KNN,No Upsampling,kNN,0.39 $\pm$ 0.01,0.42 $\pm$ 0.03,0.44 $\pm$ 0.05,0.41 $\pm$ 0.04,0.42 $\pm$ 0.03,0.47 $\pm$ 0.02
fr,KNN,Random Oversampling,kNN_ROS,0.38 $\pm$ 0.01,0.34 $\pm$ 0.02,0.36 $\pm$ 0.01,0.38 $\pm$ 0.02,0.38 $\pm$ 0.01,0.40 $\pm$ 0.02
fr,KNN,SMOTE,kNN_SMOTE,0.39 $\pm$ 0.01,0.35 $\pm$ 0.01,0.34 $\pm$ 0.04,0.39 $\pm$ 0.04,0.38 $\pm$ 0.01,0.39 $\pm$ 0.01
fr,KNN,SVMSMOTE,kNN_SVMSMOTE,0.32 $\pm$ 0.07,0.29 $\pm$ 0.03,0.28 $\pm$ 0.01,0.38 $\pm$ 0.08,0.41 $\pm$ 0.01,0.42 $\pm$ 0.00
fr,LinearSVM,BorderlineSMOTE,LinearSVMDual_BorderlineSMOTE,0.40 $\pm$ 0.03,0.36 $\pm$ 0.02,0.42 $\pm$ 0.02,0.42 $\pm$ 0.03,0.41 $\pm$ 0.01,0.51 $\pm$ 0.01
fr,LinearSVM,BorderlineSMOTE,LinearSVMDual_SVMSMOTE,0.41 $\pm$ 0.01,0.36 $\pm$ 0.03,0.41 $\pm$ 0.03,0.41 $\pm$ 0.02,0.40 $\pm$ 0.01,0.46 $\pm$ 0.03
fr,LinearSVM,No Upsampling,LinearSVMDual,0.37 $\pm$ 0.01,0.36 $\pm$ 0.02,0.41 $\pm$ 0.03,0.41 $\pm$ 0.02,0.40 $\pm$ 0.01,0.48 $\pm$ 0.03
fr,LinearSVM,RakelD Partitioning of labels,RakelD_LinearSVM,0.37 $\pm$ 0.01,0.36 $\pm$ 0.02,0.41 $\pm$ 0.03,0.42 $\pm$ 0.03,0.42 $\pm$ 0.03,0.47 $\pm$ 0.00
fr,LinearSVM,Random Oversampling,LinearSVMDual_ROS,0.37 $\pm$ 0.01,0.36 $\pm$ 0.02,0.42 $\pm$ 0.02,0.41 $\pm$ 0.01,0.42 $\pm$ 0.02,0.48 $\pm$ 0.01
fr,LinearSVM,SMOTE,LinearSVMDual_SMOTE,0.41 $\pm$ 0.03,0.38 $\pm$ 0.02,0.41 $\pm$ 0.01,0.41 $\pm$ 0.02,0.41 $\pm$ 0.02,0.46 $\pm$ 0.03
fr,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.38 $\pm$ 0.01,0.39 $\pm$ 0.04,0.43 $\pm$ 0.04,0.39 $\pm$ 0.03,0.42 $\pm$ 0.02,0.46 $\pm$ 0.01
fr,LogisticRegression,No Upsampling,LogisticRegression,0.38 $\pm$ 0.01,0.43 $\pm$ 0.01,0.48 $\pm$ 0.05,0.40 $\pm$ 0.03,0.46 $\pm$ 0.03,0.50 $\pm$ 0.01
fr,LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.38 $\pm$ 0.02,0.43 $\pm$ 0.02,0.48 $\pm$ 0.04,0.39 $\pm$ 0.05,0.46 $\pm$ 0.00,0.48 $\pm$ 0.01
fr,LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.40 $\pm$ 0.01,0.43 $\pm$ 0.02,0.47 $\pm$ 0.03,0.39 $\pm$ 0.03,0.45 $\pm$ 0.02,0.50 $\pm$ 0.00
fr,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.39 $\pm$ 0.02,0.44 $\pm$ 0.02,0.45 $\pm$ 0.01,0.40 $\pm$ 0.05,0.44 $\pm$ 0.01,0.48 $\pm$ 0.01
fr,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.39 $\pm$ 0.02,0.37 $\pm$ 0.03,0.39 $\pm$ 0.04,0.40 $\pm$ 0.02,0.41 $\pm$ 0.01,0.48 $\pm$ 0.02
fr,LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,0.39 $\pm$ 0.03,0.39 $\pm$ 0.02,0.41 $\pm$ 0.03,0.40 $\pm$ 0.01,0.42 $\pm$ 0.01,0.45 $\pm$ 0.01
fr,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.40 $\pm$ 0.02,0.41 $\pm$ 0.02,0.41 $\pm$ 0.02,0.41 $\pm$ 0.05,0.42 $\pm$ 0.02,0.49 $\pm$ 0.00
fr,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.39 $\pm$ 0.02,0.39 $\pm$ 0.02,0.42 $\pm$ 0.02,0.43 $\pm$ 0.03,0.44 $\pm$ 0.02,0.52 $\pm$ 0.01
fr,LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.40 $\pm$ 0.03,0.40 $\pm$ 0.03,0.42 $\pm$ 0.04,0.45 $\pm$ 0.04,0.44 $\pm$ 0.02,0.50 $\pm$ 0.02
fr,LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.38 $\pm$ 0.02,0.39 $\pm$ 0.04,0.39 $\pm$ 0.01,0.39 $\pm$ 0.01,0.48 $\pm$ 0.03,0.45 $\pm$ 0.01
fr,LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.40 $\pm$ 0.03,0.40 $\pm$ 0.03,0.39 $\pm$ 0.02,0.40 $\pm$ 0.00,0.39 $\pm$ 0.01,0.44 $\pm$ 0.01
fr,LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.40 $\pm$ 0.03,0.38 $\pm$ 0.02,0.40 $\pm$ 0.02,0.41 $\pm$ 0.02,0.42 $\pm$ 0.04,0.45 $\pm$ 0.03
fr,LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.38 $\pm$ 0.01,0.40 $\pm$ 0.05,0.41 $\pm$ 0.01,0.41 $\pm$ 0.01,0.43 $\pm$ 0.04,0.48 $\pm$ 0.01
fr,LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.38 $\pm$ 0.02,0.40 $\pm$ 0.04,0.41 $\pm$ 0.02,0.42 $\pm$ 0.01,0.43 $\pm$ 0.03,0.47 $\pm$ 0.02
fr,LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.40 $\pm$ 0.02,0.37 $\pm$ 0.02,0.40 $\pm$ 0.02,0.42 $\pm$ 0.02,0.42 $\pm$ 0.00,0.47 $\pm$ 0.01
fr,LogisticRegressionRidge,No Upsampling,LogisticRegressionRidgeDual,0.37 $\pm$ 0.01,0.35 $\pm$ 0.02,0.41 $\pm$ 0.02,0.41 $\pm$ 0.02,0.39 $\pm$ 0.02,0.45 $\pm$ 0.02
fr,LogisticRegressionRidge,RakelD Partitioning of labels,RakelD_LogisticRegression,0.37 $\pm$ 0.01,0.38 $\pm$ 0.03,0.40 $\pm$ 0.01,0.42 $\pm$ 0.02,0.40 $\pm$ 0.00,0.45 $\pm$ 0.02
fr,LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidgeDual_ROS,0.40 $\pm$ 0.03,0.36 $\pm$ 0.02,0.41 $\pm$ 0.02,0.40 $\pm$ 0.02,0.39 $\pm$ 0.01,0.46 $\pm$ 0.02
