language,model_type,model_subtype,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
en,RandomForest,BorderlineSMOTE,0.078,0.117,0.136,0.117,0.117,0.117
en,RandomForest,No Upsampling,0.078,0.117,0.146,0.136,0.107,0.126
en,RandomForest,Random Oversampling,0.068,0.078,0.117,0.126,0.136,0.146
en,RandomForest,SMOTE,0.078,0.078,0.136,0.136,0.136,0.078
en,RandomForest,SVMSMOTE,0.078,0.126,**0.165**,0.146,0.136,0.146
en,RidgeClassifier,BorderlineSMOTE,0.078,0.049,0.087,0.087,0.087,0.107
en,RidgeClassifier,No Upsampling,0.078,0.049,0.087,0.087,0.087,0.107
en,RidgeClassifier,Random Oversampling,0.078,0.049,0.087,0.087,0.087,0.107
en,RidgeClassifier,SMOTE,0.078,0.049,0.087,0.087,0.087,0.107
en,RidgeClassifier,SVMSMOTE,0.058,0.039,0.068,0.078,0.087,0.078
en,SVM,BorderlineSMOTE,0.039,0.049,0.049,0.058,0.049,0.087
en,SVM,No Upsampling,0.039,0.049,0.049,0.049,0.068,0.078
en,SVM,Random Oversampling,0.049,0.058,0.058,0.058,0.078,0.097
en,SVM,SMOTE,0.010,0.049,0.039,0.058,0.049,0.087
en,SVM,SVMSMOTE,0.029,0.019,0.039,0.058,0.087,0.087
en,XGBoost,BorderlineSMOTE,0.029,0.019,0.039,0.097,0.058,0.117
en,XGBoost,No Upsampling,0.019,0.039,0.049,0.087,0.097,0.078
en,XGBoost,Random Oversampling,0.019,0.039,0.019,0.078,0.117,0.087
en,XGBoost,SMOTE,0.029,0.049,0.039,0.107,0.087,0.078
en,XGBoost,SVMSMOTE,0.029,0.039,0.058,0.087,0.068,0.107
fr,Dummy Classifier,No Upsampling,0.000,0.000,0.000,0.000,0.000,0.000
fr,KNN,BorderlineSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
fr,KNN,No Upsampling,0.024,0.024,0.024,0.000,0.000,0.000
fr,KNN,Random Oversampling,0.048,0.000,0.000,0.000,0.000,0.024
fr,KNN,SMOTE,0.000,0.000,0.000,0.000,0.000,0.000
fr,KNN,SVMSMOTE,0.000,0,0,0,0,0.000
fr,LinearSVM,BorderlineSMOTE,0.000,0.048,0.048,0.071,0.024,0.071
fr,LinearSVM,No Upsampling,0.000,0.048,0.048,0.071,0.024,0.071
fr,LinearSVM,Random Oversampling,0.000,0.048,0.048,0.071,0.024,0.071
fr,LinearSVM,SMOTE,0.000,0.048,0.048,0.071,0.024,0.071
fr,LogisticRegression,BorderlineSMOTE,0.000,0.048,0.048,0.071,0.024,0.071
fr,LogisticRegression,No Upsampling,0.000,0.048,0.048,0.048,0.024,0.071
fr,LogisticRegression,Random Oversampling,0.000,0.048,0.048,0.071,0.024,0.071
fr,LogisticRegression,SMOTE,0.000,0.048,0.048,0.048,0.048,0.071
fr,LogisticRegression,SVMSMOTE,0.024,0.048,0.024,0.071,0.048,0.071
fr,LogisticRegressionElasticNet,BorderlineSMOTE,0.000,0.071,0.024,0.071,0.071,0.119
fr,LogisticRegressionElasticNet,No Upsampling,0.000,0.071,0.024,0.048,0.071,0.119
fr,LogisticRegressionElasticNet,Random Oversampling,0.000,0.071,0.000,0.048,0.071,**0.143**
fr,LogisticRegressionElasticNet,SMOTE,0.000,0.071,0.024,0.071,0.071,0.119
fr,LogisticRegressionElasticNet,SVMSMOTE,0.000,0.048,0.000,0.095,0.071,0.095
fr,LogisticRegressionLasso,BorderlineSMOTE,0.000,0.071,0.024,0.024,0.024,0.119
fr,LogisticRegressionLasso,No Upsampling,0.000,0.071,0.024,0.024,0.024,0.119
fr,LogisticRegressionLasso,Random Oversampling,0.000,0.048,0.024,0.024,0.024,0.119
fr,LogisticRegressionLasso,SMOTE,0.000,0.071,0.024,0.024,0.024,0.095
fr,LogisticRegressionLasso,SVMSMOTE,0.000,0.071,0.024,0.048,0.024,0.095
fr,LogisticRegressionRidge,BorderlineSMOTE,0.000,0.048,0.024,0.048,0.000,0.095
fr,LogisticRegressionRidge,No Upsampling,0.000,0.048,0.024,0.071,0.024,0.071
fr,LogisticRegressionRidge,Random Oversampling,0.000,0.048,0.024,0.071,0.000,0.095
fr,LogisticRegressionRidge,SMOTE,0.000,0.024,0.024,0.048,0.000,0.095
fr,LogisticRegressionRidge,SVMSMOTE,0.000,0.048,0.024,0.071,0.000,0.095
fr,NaiveBayes,BorderlineSMOTE,0.024,0.000,0.000,0.000,0.024,0.024
fr,NaiveBayes,No Upsampling,0.024,0.024,0.000,0.048,0.000,0.048
fr,NaiveBayes,Random Oversampling,0.000,0.000,0.000,0.000,0.024,0.000
fr,NaiveBayes,SMOTE,0.024,0.000,0.024,0.000,0.024,0.000
fr,RandomForest,BorderlineSMOTE,0.000,0.048,0.024,0.000,0.024,0.024
fr,RandomForest,No Upsampling,0.000,0.000,0.000,0.048,0.024,0.024
fr,RandomForest,Random Oversampling,0.000,0.000,0.000,0.024,0.024,0.071
fr,RandomForest,SMOTE,0.000,0.048,0.024,0.048,0.000,0.048
fr,RandomForest,SVMSMOTE,0.000,0.024,0.024,0.024,0.048,0.024
fr,RidgeClassifier,BorderlineSMOTE,0.000,0.048,0.024,0.071,0.000,0.119
fr,RidgeClassifier,No Upsampling,0.000,0.048,0.024,0.071,0.000,0.119
fr,RidgeClassifier,Random Oversampling,0.000,0.048,0.024,0.071,0.000,0.119
fr,RidgeClassifier,SMOTE,0.000,0.048,0.024,0.071,0.000,0.119
fr,RidgeClassifier,SVMSMOTE,0.000,0.048,0.024,0.071,0.024,0.095
fr,SVM,BorderlineSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
fr,SVM,No Upsampling,0.048,0.000,0.024,0.000,0.000,0.000
fr,SVM,Random Oversampling,0.024,0.000,0.000,0.000,0.048,0.000
fr,SVM,SMOTE,0.000,0.000,0.000,0.000,0.000,0.000
fr,SVM,SVMSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
fr,XGBoost,BorderlineSMOTE,0.000,0.000,0.000,0.000,0.048,0.024
fr,XGBoost,No Upsampling,0.024,0.024,0.000,0.024,0.024,0.000
fr,XGBoost,Random Oversampling,0.000,0.024,0.024,0.000,0.048,0.024
fr,XGBoost,SMOTE,0.000,0.000,0.024,0.000,0.048,0.024
fr,XGBoost,SVMSMOTE,0.024,0.000,0.024,0.000,0.048,0.000
ge,Dummy Classifier,No Upsampling,0.000,0.000,0.000,0.000,0.000,0.000
ge,KNN,BorderlineSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ge,KNN,No Upsampling,0.000,0.000,0.000,0.000,0.000,0.000
ge,KNN,Random Oversampling,0.000,0.000,0.000,0.000,0.000,0.000
ge,KNN,SMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ge,KNN,SVMSMOTE,0,0.000,0.000,0,0,0
ge,LinearSVM,BorderlineSMOTE,0.000,0.000,0.000,0.000,0.000,0.029
ge,LinearSVM,No Upsampling,0.000,0.000,0.000,0.000,0.000,0.029
ge,LinearSVM,Random Oversampling,0.000,0.000,0.000,0.000,0.000,0.029
ge,LinearSVM,SMOTE,0.000,0.000,0.000,0.000,0.000,0.029
ge,LogisticRegression,BorderlineSMOTE,0.000,0.000,0.000,0.000,0.000,0.029
ge,LogisticRegression,No Upsampling,0.000,0.000,0.000,0.000,0.000,0.029
ge,LogisticRegression,Random Oversampling,0.000,0.000,0.000,0.029,0.000,0.000
ge,LogisticRegression,SMOTE,0.000,0.000,0.000,0.000,0.000,0.029
ge,LogisticRegression,SVMSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ge,LogisticRegressionElasticNet,BorderlineSMOTE,0.000,0.029,0.000,0.000,0.000,0.029
ge,LogisticRegressionElasticNet,No Upsampling,0.000,0.029,0.000,0.000,0.000,0.029
ge,LogisticRegressionElasticNet,Random Oversampling,0.000,0.029,0.000,0.000,0.000,0.029
ge,LogisticRegressionElasticNet,SMOTE,0.000,0.000,0.000,0.000,0.000,0.029
ge,LogisticRegressionElasticNet,SVMSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ge,LogisticRegressionLasso,BorderlineSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ge,LogisticRegressionLasso,No Upsampling,0.000,0.000,0.000,0.000,0.000,0.000
ge,LogisticRegressionLasso,Random Oversampling,0.000,0.000,0.000,0.000,0.000,0.000
ge,LogisticRegressionLasso,SMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ge,LogisticRegressionLasso,SVMSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ge,LogisticRegressionRidge,BorderlineSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ge,LogisticRegressionRidge,No Upsampling,0.000,0.000,0.000,0.000,0.000,0.000
ge,LogisticRegressionRidge,Random Oversampling,0.000,0.000,0.000,0.000,0.000,0.000
ge,LogisticRegressionRidge,SMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ge,LogisticRegressionRidge,SVMSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ge,NaiveBayes,BorderlineSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ge,NaiveBayes,No Upsampling,0.000,0.000,0.000,0.000,0.029,**0.057**
ge,NaiveBayes,Random Oversampling,0.000,0.000,0.000,0.000,0.000,0.000
ge,NaiveBayes,SMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ge,RandomForest,BorderlineSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ge,RandomForest,No Upsampling,0.000,0.000,0.029,0.029,0.000,0.029
ge,RandomForest,Random Oversampling,0.000,0.000,0.000,0.000,0.000,0.029
ge,RandomForest,SMOTE,0.000,0.000,0.000,0.000,0.000,0.029
ge,RandomForest,SVMSMOTE,0.000,0.000,0.000,0.029,0.000,0.029
ge,RidgeClassifier,BorderlineSMOTE,0.000,0.000,0.000,0.000,0.000,0.029
ge,RidgeClassifier,No Upsampling,0.000,0.000,0.000,0.000,0.000,0.029
ge,RidgeClassifier,Random Oversampling,0.000,0.000,0.000,0.000,0.000,0.029
ge,RidgeClassifier,SMOTE,0.000,0.000,0.000,0.000,0.000,0.029
ge,RidgeClassifier,SVMSMOTE,0.000,0.000,0.000,0.000,0.000,0.029
ge,SVM,BorderlineSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ge,SVM,No Upsampling,0.000,0.000,0.000,0.000,0.029,0.000
ge,SVM,Random Oversampling,0.000,0.000,0.029,0.000,0.029,0.000
ge,SVM,SMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ge,SVM,SVMSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ge,XGBoost,BorderlineSMOTE,0.000,0.000,0.029,0.000,0.000,0.000
ge,XGBoost,No Upsampling,0.000,0.000,0.000,0.000,0.000,0.000
ge,XGBoost,Random Oversampling,0.000,0.029,0.000,0.000,0.000,0.000
ge,XGBoost,SMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ge,XGBoost,SVMSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
it,Dummy Classifier,No Upsampling,0.000,0.000,0.000,0.000,0.000,0.000
it,KNN,BorderlineSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
it,KNN,No Upsampling,0.050,0.017,0.000,0.000,0.050,0.000
it,KNN,Random Oversampling,0.000,0.000,0.000,0.000,0.000,0.017
it,KNN,SMOTE,0.000,0.000,0.000,0.000,0.000,0.000
it,KNN,SVMSMOTE,0.000,0.000,0.000,0,0.000,0.000
it,LinearSVM,BorderlineSMOTE,0.067,0.050,0.067,0.067,0.067,0.150
it,LinearSVM,No Upsampling,0.067,0.083,0.067,0.067,0.067,0.150
it,LinearSVM,Random Oversampling,0.067,0.083,0.067,0.067,0.067,0.150
it,LinearSVM,SMOTE,0.067,0.050,0.067,0.067,0.067,0.150
it,LogisticRegression,BorderlineSMOTE,0.067,0.083,0.067,0.067,0.050,0.150
it,LogisticRegression,No Upsampling,0.067,0.067,0.083,0.083,0.050,0.133
it,LogisticRegression,Random Oversampling,0.067,0.067,0.067,0.083,0.050,0.150
it,LogisticRegression,SMOTE,0.050,0.067,0.067,0.067,0.050,0.150
it,LogisticRegression,SVMSMOTE,0.067,0.067,0.067,0.067,0.033,0.150
it,LogisticRegressionElasticNet,BorderlineSMOTE,0.050,0.083,0.050,0.117,0.083,0.133
it,LogisticRegressionElasticNet,No Upsampling,0.050,0.100,0.050,0.117,0.067,0.133
it,LogisticRegressionElasticNet,Random Oversampling,0.067,0.100,0.050,0.117,0.083,0.133
it,LogisticRegressionElasticNet,SMOTE,0.050,0.100,0.050,0.117,0.067,0.133
it,LogisticRegressionElasticNet,SVMSMOTE,0.033,0.067,0.050,0.100,0.067,0.167
it,LogisticRegressionLasso,BorderlineSMOTE,0.033,0.067,0.017,0.050,0.033,0.083
it,LogisticRegressionLasso,No Upsampling,0.033,0.067,0.017,0.033,0.033,0.050
it,LogisticRegressionLasso,Random Oversampling,0.033,0.067,0.033,0.033,0.033,0.083
it,LogisticRegressionLasso,SMOTE,0.033,0.067,0.017,0.050,0.033,0.083
it,LogisticRegressionLasso,SVMSMOTE,0.017,0.067,0.017,0.083,0.033,0.083
it,LogisticRegressionRidge,BorderlineSMOTE,0.033,0.083,0.100,0.100,0.067,0.150
it,LogisticRegressionRidge,No Upsampling,0.033,0.083,0.100,0.100,0.067,0.150
it,LogisticRegressionRidge,Random Oversampling,0.017,0.083,0.100,0.100,0.067,0.133
it,LogisticRegressionRidge,SMOTE,0.033,0.083,0.100,0.133,0.067,0.133
it,LogisticRegressionRidge,SVMSMOTE,0.033,0.083,0.083,0.067,0.050,0.133
it,NaiveBayes,BorderlineSMOTE,0.000,0.033,0.050,0.067,0.033,0.067
it,NaiveBayes,No Upsampling,0.033,0.083,0.117,0.117,0.133,0.133
it,NaiveBayes,Random Oversampling,0.033,0.017,0.050,0.033,0.033,0.033
it,NaiveBayes,SMOTE,0.033,0.033,0.017,0.100,0.033,0.067
it,RandomForest,BorderlineSMOTE,0.083,0.100,0.100,0.133,0.133,0.133
it,RandomForest,No Upsampling,0.067,0.100,0.150,0.133,0.133,0.183
it,RandomForest,Random Oversampling,0.033,0.033,0.083,0.100,0.083,0.133
it,RandomForest,SMOTE,0.050,0.067,0.100,**0.200**,0.100,0.133
it,RandomForest,SVMSMOTE,0.033,0.100,0.133,0.183,0.083,0.167
it,RidgeClassifier,BorderlineSMOTE,0.050,0.083,0.100,0.083,0.067,0.133
it,RidgeClassifier,No Upsampling,0.050,0.083,0.100,0.083,0.067,0.133
it,RidgeClassifier,Random Oversampling,0.050,0.083,0.100,0.083,0.067,0.133
it,RidgeClassifier,SMOTE,0.050,0.083,0.100,0.083,0.067,0.133
it,RidgeClassifier,SVMSMOTE,0.017,0.083,0.067,0.067,0.050,0.150
it,SVM,BorderlineSMOTE,0.033,0.017,0.017,0.017,0.017,0.100
it,SVM,No Upsampling,0.117,0.000,0.017,0.067,0.000,0.033
it,SVM,Random Oversampling,0.117,0.033,0.017,0.067,0.017,0.083
it,SVM,SMOTE,0.033,0.017,0.017,0.017,0.017,0.100
it,SVM,SVMSMOTE,0.050,0.017,0.017,0.017,0.017,0.050
it,XGBoost,BorderlineSMOTE,0.000,0.017,0.050,0.050,0.050,0.100
it,XGBoost,No Upsampling,0.000,0.050,0.083,0.033,0.067,0.117
it,XGBoost,Random Oversampling,0.000,0.017,0.017,0.033,0.017,0.100
it,XGBoost,SMOTE,0.000,0.017,0.067,0.067,0.033,0.117
it,XGBoost,SVMSMOTE,0.000,0.033,0.067,0.067,0.083,0.100
po,Dummy Classifier,No Upsampling,0.000,0.000,0.000,0.000,0.000,0.000
po,KNN,BorderlineSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
po,KNN,No Upsampling,0.000,0.000,0.000,0.026,0.026,0.026
po,KNN,Random Oversampling,0.000,0.000,0.000,0.000,0.000,0.026
po,KNN,SMOTE,0.000,0.000,0.000,0.000,0.000,0.000
po,KNN,SVMSMOTE,0.000,0.000,0.000,0.000,0.000,0
po,LinearSVM,BorderlineSMOTE,0.000,0.026,0.026,0.026,0.000,0.026
po,LinearSVM,No Upsampling,0.000,0.026,0.026,0.026,0.000,0.026
po,LinearSVM,Random Oversampling,0.000,0.026,0.026,0.026,0.000,0.026
po,LinearSVM,SMOTE,0.000,0.026,0.026,0.026,0.000,0.026
po,LogisticRegression,BorderlineSMOTE,0.000,0.026,0.026,0.026,0.000,0.026
po,LogisticRegression,No Upsampling,0.000,0.000,0.026,0.026,0.000,0.026
po,LogisticRegression,Random Oversampling,0.000,0.026,0.026,0.026,0.000,0.026
po,LogisticRegression,SMOTE,0.000,0.026,0.026,0.026,0.000,0.026
po,LogisticRegression,SVMSMOTE,0.026,0.000,0.026,0.026,0.000,0.026
po,LogisticRegressionElasticNet,BorderlineSMOTE,0.000,0.000,0.000,0.026,0.026,0.000
po,LogisticRegressionElasticNet,No Upsampling,0.000,0.000,0.000,0.026,0.000,0.000
po,LogisticRegressionElasticNet,Random Oversampling,0.000,0.000,0.000,0.026,0.000,0.000
po,LogisticRegressionElasticNet,SMOTE,0.000,0.000,0.000,0.026,0.000,0.000
po,LogisticRegressionElasticNet,SVMSMOTE,0.000,0.026,0.000,0.026,0.000,0.000
po,LogisticRegressionLasso,BorderlineSMOTE,0.000,0.026,0.000,0.000,0.000,0.000
po,LogisticRegressionLasso,No Upsampling,0.000,0.026,0.000,0.000,0.026,0.000
po,LogisticRegressionLasso,Random Oversampling,0.000,0.026,0.000,0.000,0.026,0.000
po,LogisticRegressionLasso,SMOTE,0.000,0.026,0.000,0.000,0.000,0.000
po,LogisticRegressionLasso,SVMSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
po,LogisticRegressionRidge,BorderlineSMOTE,0.000,0.000,0.026,0.026,0.026,0.026
po,LogisticRegressionRidge,No Upsampling,0.000,0.026,0.026,0.026,0.026,0.026
po,LogisticRegressionRidge,Random Oversampling,0.000,0.000,0.026,0.026,0.026,0.026
po,LogisticRegressionRidge,SMOTE,0.000,0.000,0.026,0.026,0.000,0.026
po,LogisticRegressionRidge,SVMSMOTE,0.026,0.026,0.026,0.026,0.026,0.026
po,NaiveBayes,BorderlineSMOTE,0.000,0.000,0.026,0.026,0.026,0.051
po,NaiveBayes,No Upsampling,0.000,0.026,0.026,0.026,0.051,0.000
po,NaiveBayes,Random Oversampling,0.000,0.000,0.026,0.026,0.026,0.000
po,NaiveBayes,SMOTE,0.000,0.000,0.051,0.026,0.026,0.051
po,RandomForest,BorderlineSMOTE,0.000,0.000,0.026,0.000,0.026,0.026
po,RandomForest,No Upsampling,0.000,0.000,0.000,0.000,0.000,0.026
po,RandomForest,Random Oversampling,0.000,0.000,0.026,0.051,**0.077**,0.051
po,RandomForest,SMOTE,0.000,0.000,0.026,0.000,0.026,0.026
po,RandomForest,SVMSMOTE,0.000,0.000,0.026,0.026,0.026,0.026
po,RidgeClassifier,BorderlineSMOTE,0.000,0.000,0.026,0.026,0.026,0.026
po,RidgeClassifier,No Upsampling,0.000,0.000,0.026,0.026,0.026,0.026
po,RidgeClassifier,Random Oversampling,0.000,0.000,0.026,0.026,0.026,0.026
po,RidgeClassifier,SMOTE,0.000,0.000,0.026,0.026,0.026,0.026
po,RidgeClassifier,SVMSMOTE,0.026,0.000,0.026,0.026,0.026,0.026
po,SVM,BorderlineSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
po,SVM,No Upsampling,0.000,0.000,0.000,0.000,0.000,0.000
po,SVM,Random Oversampling,0.000,0.000,0.000,0.000,0.000,0.000
po,SVM,SMOTE,0.000,0.000,0.000,0.000,0.000,0.000
po,SVM,SVMSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
po,XGBoost,BorderlineSMOTE,0.000,0.000,0.000,0.000,0.026,0.051
po,XGBoost,No Upsampling,0.000,0.000,0.026,0.000,0.026,0.051
po,XGBoost,Random Oversampling,0.000,0.000,0.000,0.000,0.026,0.026
po,XGBoost,SMOTE,0.000,0.000,0.000,0.000,0.026,0.051
po,XGBoost,SVMSMOTE,0.000,0.000,0.000,0.000,0.026,0.026
ru,Dummy Classifier,No Upsampling,0.000,0.000,0.000,0.000,0.000,0.000
ru,KNN,BorderlineSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ru,KNN,No Upsampling,0.000,0.026,0.000,0.000,0.132,0.053
ru,KNN,Random Oversampling,0.000,0.000,0.026,0.000,0.000,0.000
ru,KNN,SMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ru,KNN,SVMSMOTE,0,0,0,0,0.000,0
ru,LinearSVM,BorderlineSMOTE,0.026,0.053,0.079,0.105,0.053,0.053
ru,LinearSVM,No Upsampling,0.026,0.053,0.079,0.105,0.053,0.053
ru,LinearSVM,Random Oversampling,0.026,0.053,0.079,0.105,0.053,0.053
ru,LinearSVM,SMOTE,0.026,0.053,0.079,0.105,0.053,0.053
ru,LogisticRegression,BorderlineSMOTE,0.026,0.053,0.105,0.105,0.053,0.079
ru,LogisticRegression,No Upsampling,0.026,0.053,0.079,0.105,0.053,0.079
ru,LogisticRegression,Random Oversampling,0.026,0.053,0.079,0.079,0.053,0.053
ru,LogisticRegression,SMOTE,0.026,0.053,0.105,0.105,0.053,0.053
ru,LogisticRegression,SVMSMOTE,0.000,0.053,0.053,0,0.053,0.053
ru,LogisticRegressionElasticNet,BorderlineSMOTE,0.026,0.000,0.053,0.053,0.053,0.158
ru,LogisticRegressionElasticNet,No Upsampling,0.026,0.000,0.079,0.053,0.053,0.132
ru,LogisticRegressionElasticNet,Random Oversampling,0.026,0.026,0.053,0.053,0.053,0.158
ru,LogisticRegressionElasticNet,SMOTE,0.026,0.000,0.053,0.053,0.053,0.132
ru,LogisticRegressionElasticNet,SVMSMOTE,0.026,0.000,0.026,0,0.053,0.105
ru,LogisticRegressionLasso,BorderlineSMOTE,0.026,0.000,0.026,0.079,0.105,0.105
ru,LogisticRegressionLasso,No Upsampling,0.026,0.000,0.026,0.053,0.105,0.105
ru,LogisticRegressionLasso,Random Oversampling,0.026,0.000,0.000,0.053,0.105,0.105
ru,LogisticRegressionLasso,SMOTE,0.026,0.026,0.026,0.053,0.079,0.105
ru,LogisticRegressionLasso,SVMSMOTE,0.026,0.000,0.026,0,0.079,0.079
ru,LogisticRegressionRidge,BorderlineSMOTE,0.026,0.053,0.105,0.132,0.079,0.053
ru,LogisticRegressionRidge,No Upsampling,0.026,0.053,0.105,0.105,0.079,0.079
ru,LogisticRegressionRidge,Random Oversampling,0.026,0.053,0.105,0.132,0.079,0.053
ru,LogisticRegressionRidge,SMOTE,0.026,0.053,0.105,0.132,0.079,0.053
ru,LogisticRegressionRidge,SVMSMOTE,0.000,0.053,0.053,0,0.079,0.053
ru,NaiveBayes,BorderlineSMOTE,0.000,0.000,0.079,0.079,0.026,0.026
ru,NaiveBayes,No Upsampling,0.026,0.026,0.079,0.053,0.079,0.053
ru,NaiveBayes,Random Oversampling,0.000,0.000,0.053,0.079,0.026,0.026
ru,NaiveBayes,SMOTE,0.000,0.026,0.053,0.053,0.026,0.053
ru,RandomForest,BorderlineSMOTE,0.026,0.026,0.026,0.026,0.079,0.079
ru,RandomForest,No Upsampling,0.000,0.026,0.000,0.026,0.053,0.079
ru,RandomForest,Random Oversampling,0.026,0.026,0.026,0.026,0.132,0.132
ru,RandomForest,SMOTE,0.000,0.000,0.053,0.053,0.079,0.105
ru,RandomForest,SVMSMOTE,0.000,0.000,0.026,0,0.053,0.079
ru,RidgeClassifier,BorderlineSMOTE,0.026,0.053,0.079,0.132,0.053,0.053
ru,RidgeClassifier,No Upsampling,0.026,0.053,0.079,0.132,0.053,0.053
ru,RidgeClassifier,Random Oversampling,0.026,0.053,0.079,0.132,0.053,0.053
ru,RidgeClassifier,SMOTE,0.026,0.053,0.079,0.132,0.053,0.053
ru,RidgeClassifier,SVMSMOTE,0.000,0.053,0.053,0,0.053,0.053
ru,SVM,BorderlineSMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ru,SVM,No Upsampling,0.000,0.000,0.000,0.000,0.000,0.000
ru,SVM,Random Oversampling,0.026,0.000,0.000,0.000,0.000,0.000
ru,SVM,SMOTE,0.000,0.000,0.000,0.000,0.000,0.000
ru,SVM,SVMSMOTE,0.000,0.000,0.000,0,0.000,0.000
ru,XGBoost,BorderlineSMOTE,0.000,0.000,0.053,0.079,0.105,0.105
ru,XGBoost,No Upsampling,0.026,0.000,0.026,0.053,**0.211**,0.105
ru,XGBoost,Random Oversampling,0.053,0.026,0.000,0.053,0.184,0.079
ru,XGBoost,SMOTE,0.053,0.000,0.026,0.053,0.158,0.105
ru,XGBoost,SVMSMOTE,0.026,0.000,0.026,0,0.105,0.105
