language,model_type,model_subtype,model_name,unit_of_analysis,run_uuid,runName,exp_id,train_recall_macro_std,train_recall_micro_mean,test_accuracy_mean,train_precision_micro_std,test_f1_macro_mean,test_recall_macro_std,test_recall_micro_std,test_recall_macro_mean,test_accuracy_std,test_f1_micro_mean,train_f1_micro_std,train_accuracy_std,train_f1_macro_mean,test_precision_macro_std,train_recall_micro_std,test_precision_micro_mean,test_precision_micro_std,train_f1_micro_mean,train_accuracy_mean,train_precision_macro_mean,test_recall_micro_mean,test_f1_macro_std,train_precision_macro_std,test_precision_macro_mean,train_recall_macro_mean,test_f1_micro_std,train_f1_macro_std,train_precision_micro_mean,min_df,multilabel_type,base_estimator_name,min_var,n_features,tfidf,corr_threshold,analysis_level,spacy_model_used,max_df,vectorizer_max_features,is_count_vectorizer,n_gram_range_start,n_gram_range_end
en,XGBoost,No Upsampling,XGBoost_broad,raw_text,61c5f8a989db432f99db69b7788c1916,smiling-roo-422,685623779014461880,0.0,1.0,0.0817201470049764,0.0003472763702018,0.5118639353071415,0.0288862811818946,0.0212554590769173,0.5170375515989583,0.0008149812545644,0.660967926275084,0.0001740506273458,0.0013824179495338,0.9999434453116164,0.0141215144801387,0.0,0.646531292555009,0.0157873843289587,0.999876927621134,0.9990224828934506,0.9998871586549312,0.7126699349079074,0.0280901987463949,0.0001595817605927,0.5687876889428357,1.0,0.0203623977609312,7.998040732794385e-05,0.9997544385236844,0.005944977683842,independent,XGBClassifier(b,0.0,436,True,0.9877001167618314,model_wide,en_core_web_sm,0.4044585792125318,447,False,1,3
en,XGBoost,No Upsampling,XGBoost_broad,title,8a28e71d63e3440284c44c472cdc857e,nervous-shad-776,771805872656166895,0.00066766738655,0.9995050730017322,0.0215130397847264,0.0800707269362357,0.4717100370799194,0.0360501292350423,0.0362585349257634,0.5657426960466099,0.0121966213572342,0.5977485384861471,0.0469423141421894,0.2251526162930741,0.9203343602638135,0.0285844476705836,0.0006999324733348,0.5105572580052083,0.0243538735370293,0.920799567891584,0.6796779586917624,0.8580110533350389,0.7374491127111402,0.0244288367849664,0.0672660423493904,0.4177718145012145,0.9995278878633934,0.0130600827818301,0.0398558787255308,0.8587747453223206,0.003,independent,XGBClassifier(b,0.0,772,True,1.0,model_wide,en_core_web_sm,0.625,10000,False,1,3
en,XGBoost,No Upsampling,XGBoost_broad,title_and_10_sentences,4d6fcf7df17a4e9c9a5403832840f0c1,selective-finch-747,649806886386852820,0.0,1.0,0.0487152177619258,0.0010352841525549,0.5007917699092849,0.019649402413873,0.0088531850672173,0.5244664451176982,0.0077953026734562,0.6434264014354801,0.0005199285037268,0.0040991697460089,0.9997973113952726,0.0053916436069916,0.0,0.6065630590845962,0.0160234599907322,0.9996323550292824,0.9971014492753624,0.999596362874842,0.7206057382861507,0.0180687392457486,0.0005708290966756,0.53947628103266,1.0,0.0130072827588904,0.000286644973744,0.9992679435552736,0.0045492445427603,independent,XGBClassifier(b,0.0,522,True,0.9708160802825612,model_wide,en_core_web_sm,0.5017466140093242,563,False,1,3
en,XGBoost,No Upsampling,XGBoost_broad,title_and_5_sentences,f3f60ba83bc64e7b83de76942f9fc727,traveling-carp-317,255288571052470156,0.0,1.0,0.0643223000058596,0.001381451641973,0.4833917274400991,0.0404769249664083,0.0350213700096172,0.5152829402873965,0.016880366417158,0.630589715551993,0.0006935081903978,0.0054655596613452,0.9997290892640132,0.0320525626638518,0.0,0.5930222025438859,0.0318566813994627,0.9995096156557612,0.996135265700483,0.9994603084530734,0.7126267295769014,0.0303716314234591,0.0007632391051617,0.5054106554621234,1.0,0.0253936494330086,0.000383125637025,0.9990231661760796,0.01,independent,XGBClassifier(b,0.0,1320,True,1.0,model_wide,en_core_web_sm,0.675,10000,False,1,3
en,XGBoost,No Upsampling,XGBoost_broad,title_and_first_paragraph,a9e1124ccb3e4fb68ad018bdb61c29a7,luxuriant-eel-92,469929875474269478,0.0,1.0,0.04081446918832,0.0,0.4950331720412524,0.0604640031976143,0.0518086391937571,0.5286029358062375,0.0043852892432267,0.6202771412127427,0.0,0.0,1.0,0.0038301004168465,0.0,0.5747916269780626,0.0061830305549585,1.0,1.0,1.0,0.6967618274877725,0.0361486892855012,0.0,0.4977643064262051,1.0,0.0268395144339192,0.0,1.0,0.003,independent,XGBClassifier(b,0.0,3419,True,1.0,model_wide,en_core_web_sm,0.625,10000,False,1,3
en,XGBoost,No Upsampling,XGBoost_broad,title_and_first_sentence_each_paragraph,8a3bf20cc7484fac8ea193341c6d1de1,ambitious-zebra-873,416926349099587800,0.0,1.0,0.0857457220104184,0.0,0.4864400948993412,0.0308911499100767,0.0289951016326074,0.4771680160566989,0.0249944673640176,0.645507134136646,0.0,0.0,1.0,0.021336318320813,0.0,0.6621847426259985,0.0140856731890287,1.0,1.0,1.0,0.6746364933907888,0.0226228744168155,0.0,0.5762238927367286,1.0,0.0159574896568865,0.0,1.0,0.0015937321256931,independent,XGBClassifier(b,0.0,940,True,1.0,model_wide,en_core_web_sm,0.6720019541932849,965,False,1,3
en,XGBoost,No Upsampling,XGBoost_narrow,raw_text,7970e78da18149c4a1d6c74ce9b941eb,receptive-duck-517,953565511719241407,0.0,1.0,0.0875004938257856,0.0,0.5056284772843326,0.0235096410234448,0.0150767103089898,0.5086733269744838,0.0076351091438118,0.6620479211458269,0.0,0.0,1.0,0.0236960193368178,0.0,0.6540058350526193,0.0122899481593419,1.0,1.0,1.0,0.7102402089128894,0.0253339772112145,0.0,0.5703989169578308,1.0,0.0142255505974328,0.0,1.0,0.0044880796409236,independent,XGBClassifier(b,0.0,916,True,0.9834617105653238,model_wide,en_core_web_sm,0.9559057378536672,983,False,1,3
en,XGBoost,No Upsampling,XGBoost_narrow,title,d544f1130cc84d1c81768c293384e6cb,unique-dog-638,279393266648616759,0.0057846815725868,0.9955531584880432,0.0136578955252887,0.0581317538257605,0.4739952370428029,0.0463454943267813,0.0380121075656777,0.5994298153142265,0.0055717020827126,0.5949692639842564,0.0381934352344493,0.1268211114333958,0.874105967814312,0.013589147716507,0.0021906943850359,0.4948531342512088,0.0128700724879104,0.8701365867596261,0.5160673191897817,0.7920110223983955,0.7640884606992855,0.0112171804906866,0.0591338024066837,0.4041046964150956,0.9865891161002284,0.0033309332608336,0.0384309133493688,0.7780941473924899,0.004501270622481,independent,XGBClassifier(b,0.0,293,True,1.0,model_wide,en_core_web_sm,0.706159491251118,312,False,1,3
en,XGBoost,No Upsampling,XGBoost_narrow,title_and_10_sentences,e404dd53516446a48fca0fd37465df94,industrious-seal-908,699000486861009009,0.0,1.0,0.0389452888754904,0.0078473995202896,0.4976133519105359,0.0314617625006175,0.0330804037912979,0.5324832089484068,0.0111031287481167,0.6331500663397427,0.0039794670640144,0.0291686225828653,0.9974781913883404,0.0210462032655584,0.0,0.5874288176185399,0.0085463232890037,0.9958458304480664,0.968788050282108,0.9950123049282809,0.7175303641884397,0.0141998470173218,0.0046549791042653,0.5159509403480463,1.0,0.0115432125679649,0.0023589792606622,0.9917885956307152,0.0130351502108598,independent,XGBClassifier(b,0.0,560,True,0.970843290038614,model_wide,en_core_web_sm,0.4786276416770125,611,False,1,3
en,XGBoost,No Upsampling,XGBoost_narrow,title_and_5_sentences,c6ec3960ca224f00983481b309757e9e,smiling-gnat-112,255288571052470156,0.0,1.0,0.0370409110469292,0.0160686762522069,0.491888078698365,0.0128352313870165,0.0091976384521059,0.5264758890890118,0.007679297822343,0.6258166870830899,0.0082379726572327,0.0581639413303375,0.9959592871015692,0.0115085710962333,0.0,0.5774224523281604,0.0210872916067328,0.9936298293017488,0.9545639460971268,0.9920927417828492,0.7117146448117239,0.0202732473940124,0.0102744398073686,0.5032232513847267,1.0,0.0207784472627963,0.0052576873495547,0.9875537565582464,0.01,independent,XGBClassifier(b,0.0,1320,True,1.0,model_wide,en_core_web_sm,0.675,10000,False,1,3
en,XGBoost,No Upsampling,XGBoost_narrow,title_and_first_paragraph,c8873fd92a3b42f4a9800114e3ab2d9b,whimsical-horse-783,469929875474269478,0.0,1.0,0.0174658557583268,0.0532000703547725,0.4919270141855771,0.0256491348659974,0.034655816473957,0.5641515535594325,0.0046079573541246,0.611424405912945,0.0287838204563115,0.1676786456706551,0.974057779044422,0.0280951783411007,0.0,0.5344036506174682,0.0173826933615086,0.9608813076574628,0.7698703279938978,0.9517266631927788,0.7324085892470772,0.0157303903529406,0.0358130107519208,0.4562215362297204,1.0,0.0129573557986802,0.0193326125343647,0.927402335022804,0.003,independent,XGBClassifier(b,0.0,3419,True,1.0,model_wide,en_core_web_sm,0.625,10000,False,1,3
en,XGBoost,No Upsampling,XGBoost_narrow,title_and_first_sentence_each_paragraph,c8b2e5f43e37449e9c0c269ab3bf7bcf,tasteful-fawn-36,661241945915489330,0.0,1.0,0.0641974847099605,0.000346506924773,0.5041829318847472,0.024530595888259,0.0192234071512867,0.5187038271405907,0.0046255693619033,0.6491502143653812,0.0001736649908006,0.0013663899153362,0.9999434453116164,0.0262144790232627,0.0,0.6199753199383031,0.0226218411450168,0.99987720030735,0.9990338164251208,0.9998871586549312,0.708717113038419,0.0270893957980045,0.0001595817605927,0.5333652531039733,1.0,0.0215716211117277,7.998040732794385e-05,0.9997549826037648,0.0072743675471671,independent,XGBClassifier(b,0.0,765,True,1.0,model_wide,en_core_web_sm,0.6797498219847153,790,False,1,3
en,XGBoost,Random Oversampling,XGBoost_broad_ROS,raw_text,66bec9e890464f2aa926182794075c23,rare-wasp-466,685623779014461880,0.0,1.0,0.077764171606913,0.0029381279103862,0.5377019822513515,0.0304717079631157,0.0271863382680164,0.5599662064577894,0.0065924336790249,0.6703013369946506,0.0014917922806872,0.011937234951387,0.9990562392276844,0.0056218771905736,0.0,0.6352045115283526,0.0147291186796287,0.9981700524180904,0.9854224934316468,0.998133492473342,0.7462271132202404,0.0143130320262558,0.0014433500332583,0.5721922755054103,1.0,0.0139399535620882,0.0007318379016075,0.9963843098038913,0.0334043145256828,independent,Pipeline(steps=,0.0,683,True,0.9832608554243396,model_wide,en_core_web_sm,0.6993834564593098,744,False,1,3
en,XGBoost,Random Oversampling,XGBoost_broad_ROS,title,291c4cbf055249299ba47a3b4b243a55,auspicious-jay-744,279393266648616759,0.0053835237029699,0.9938251240773184,0.013681095394415,0.0144033024893102,0.4758817110413947,0.0190194973357349,0.0198450641558155,0.5781644673683966,0.0074417527886088,0.6002911153236036,0.0090702562567582,0.0381710653845869,0.9037377686772736,0.0074341164188202,0.002455160338307,0.5105939329479913,0.002185928712534,0.9183634592306776,0.7332817607933869,0.8410317855134819,0.7404438262513864,0.0106924344887117,0.0202976963550978,0.4137650577371179,0.9813945207795828,0.0063353281394492,0.0129904539480028,0.855495782559514,0.007022979185285,independent,Pipeline(steps=,0.0,266,True,1.0,model_wide,en_core_web_sm,0.7732387291031313,547,False,1,3
en,XGBoost,Random Oversampling,XGBoost_broad_ROS,title_and_10_sentences,54f6b9117c5f42e38d00e89453ae4166,melodic-skunk-676,699000486861009009,0.0,1.0,0.0562847384897495,0.0,0.5163699926814039,0.0114383340179176,0.0168810810618132,0.5433208142074107,0.0149101999173864,0.6471642810653543,0.0,0.0,1.0,0.0305605713483963,0.0,0.6102337229014408,0.0067254385792309,1.0,1.0,1.0,0.7304439398898163,0.0114887925460654,0.0,0.5663602176573311,1.0,0.0159493104045265,0.0,1.0,0.0207198408587884,independent,Pipeline(steps=,0.0,916,True,0.9787254259097852,model_wide,en_core_web_sm,0.5641264712764891,971,False,1,3
en,XGBoost,Random Oversampling,XGBoost_broad_ROS,title_and_5_sentences,1bf72103c36e4f40a39fb61de152ad99,unique-eel-576,255288571052470156,0.0,1.0,0.0487488244294887,0.0006004756304983,0.4871552013235308,0.0439338707971279,0.0350126537252671,0.5343457740476217,0.0182261857551827,0.6324990759493011,0.0003018765987472,0.0023840579931238,0.999615296638123,0.0054722671188204,0.0,0.5787035412581399,0.0138323785440386,0.9992618365819804,0.9941661391355052,0.999233269558572,0.7278956208294697,0.0289711048453726,0.00035809221826,0.4840831370289642,1.0,0.0230555799578646,0.0001799631036386,0.9985287970969572,0.01,independent,Pipeline(steps=,0.0,1320,True,1.0,model_wide,en_core_web_sm,0.675,10000,False,1,3
en,XGBoost,Random Oversampling,XGBoost_broad_ROS,title_and_first_paragraph,be95c790c27a403bb973442557af4bb6,stylish-vole-18,469929875474269478,0.0,1.0,0.0310541516762369,0.0024830229406165,0.4890927885185287,0.0702700004947982,0.0591008912067238,0.5296116174014432,0.0273746579332957,0.6190082198693384,0.0012482574947871,0.0085254594570826,0.9992758951069666,0.0254015027677687,0.0,0.5736693272242879,0.0311444313259728,0.9987744852338988,0.9912816807627468,0.9985589658224266,0.7022230176912307,0.0411354687668159,0.0014607547292632,0.4998803764510683,1.0,0.0308646222840363,0.0007344586154578,0.99756074701329,0.003,independent,Pipeline(steps=,0.0,3419,True,1.0,model_wide,en_core_web_sm,0.625,10000,False,1,3
en,XGBoost,Random Oversampling,XGBoost_broad_ROS,title_and_first_sentence_each_paragraph,bff4819ec63d459c9cd353f075d8a46b,glamorous-chimp-630,581815556133909652,0.0,1.0,0.0604463310136115,0.0,0.524198352006153,0.0505954523307326,0.0418964106547086,0.5385202691034259,0.0150901700711079,0.6598571303274204,0.0,0.0,1.0,0.0132544449593199,0.0,0.6389701970405084,0.0237669867668071,1.0,1.0,1.0,0.7298780659648356,0.0361284763725553,0.0,0.5849214788875287,1.0,0.024035794320649,0.0,1.0,0.0015,independent,Pipeline(steps=,0.0,8473,True,1.0,model_wide,en_core_web_sm,0.8,10000,False,1,3
en,XGBoost,Random Oversampling,XGBoost_narrow_ROS,raw_text,9ad0cb27baec49a3887250515df6d085,serious-hen-832,685623779014461880,0.0,1.0,0.0933600516283258,0.0,0.5260118139895663,0.0287330050508755,0.0167446931229699,0.5272619336756524,0.004161267655157,0.669630225409239,0.0,0.0,1.0,0.0198546129384646,0.0,0.6533613189958223,0.0150623375639892,1.0,1.0,1.0,0.7141566210294733,0.0273243735921824,0.0,0.5679529796418962,1.0,0.0160784583192767,0.0,1.0,0.0010827338387561,independent,Pipeline(steps=,0.0,537,True,0.9811046155571768,model_wide,en_core_web_sm,0.765940327747741,589,False,1,3
en,XGBoost,Random Oversampling,XGBoost_narrow_ROS,title,cf153172a831445f90c519341be040de,angry-donkey-509,120042474020042438,0.0049914155360885,0.9953066136828812,0.0155390734847237,0.0284521641273791,0.4664836235810711,0.0225946710690076,0.007675286145281,0.5680756109028572,0.0026199799726663,0.5940520386317895,0.0164801610772237,0.0664074310331287,0.9002182156368227,0.0142171400746992,0.0022953199039233,0.5035438491170025,0.0146865231849552,0.8982821532279629,0.5945824724447297,0.8314172157206429,0.7403730295096275,0.021294965600299,0.0241658760076797,0.409580334596707,0.9874720718737452,0.0131203062366962,0.0126889858957972,0.8212049647027584,0.0009125325579342,independent,Pipeline(steps=,0.0,373,True,1.0,model_wide,en_core_web_sm,0.7324638229547363,410,False,1,3
en,XGBoost,Random Oversampling,XGBoost_narrow_ROS,title_and_10_sentences,b7b85ecda5d74810bf659a80326b4bbb,sassy-seal-79,699000486861009009,0.0,1.0,0.0428332555143437,0.0027673623789232,0.4994480608930962,0.0278679525344607,0.0316870544644262,0.5281833895376402,0.0180502193184104,0.6376770776102034,0.001391720897727,0.0110270063342931,0.9994099581539512,0.0263633029530317,0.0,0.5956932295331397,0.0127322019408135,0.9990159047156982,0.9922027290448344,0.998826644606852,0.7081922625865925,0.0051031395592463,0.0016593751104735,0.5066009119235407,1.0,0.0077051807220917,0.00083444518105,0.9980431792958628,0.0130351502108598,independent,Pipeline(steps=,0.0,560,True,0.970843290038614,model_wide,en_core_web_sm,0.4786276416770125,611,False,1,3
en,XGBoost,Random Oversampling,XGBoost_narrow_ROS,title_and_5_sentences,4e412aa5c1f44b86a74caddf5f3d5ea8,colorful-rat-238,255288571052470156,0.0,1.0,0.0450112592279136,0.117116483720125,0.4808884063435517,0.0902527592605066,0.0786365123223954,0.5480710282425835,0.0340139440373146,0.6163977821212279,0.068754144019148,0.3611344574481003,0.9648516998614712,0.0396186197952735,0.0,0.5570496569257072,0.037723194449834,0.951383478529384,0.7446393762183235,0.9398154185814273,0.7306683303332787,0.0325015249064049,0.0851138512878933,0.469827362169702,1.0,0.014223352553923,0.0497072027502673,0.9171861401727756,0.01,independent,Pipeline(steps=,0.0,1320,True,1.0,model_wide,en_core_web_sm,0.675,10000,False,1,3
en,XGBoost,Random Oversampling,XGBoost_narrow_ROS,title_and_first_paragraph,945be51296704aeeb6cc7a9988e7ae8c,amazing-snake-459,469929875474269478,0.0,1.0,0.0174770579808477,0.0015115552981137,0.4829704548911857,0.031124341921665,0.0183837717809301,0.5255819761259494,0.0046637974019528,0.6069610431778601,0.0007619242618096,0.0023573199571194,0.9972454660955158,0.0261638457914596,0.0,0.5518822153692693,0.0202476309102013,0.9954733103963536,0.9679009031780864,0.9945380697703023,0.6939086392479864,0.0289893594979085,0.0011102301059162,0.4752628160942202,1.0,0.0191990880756699,0.0005586961932435,0.9910251227994348,0.003,independent,Pipeline(steps=,0.0,3419,True,1.0,model_wide,en_core_web_sm,0.625,10000,False,1,3
en,XGBoost,Random Oversampling,XGBoost_narrow_ROS,title_and_first_sentence_each_paragraph,626ad3e2bd774fe284996246869bcfb7,painted-lamb-401,661241945915489330,0.0,1.0,0.0603895244769224,0.0005973464970707,0.5206741436249956,0.0298539814246178,0.0217787070069369,0.5371205330892502,0.0079113198946007,0.6559443810147108,0.0003000866763668,0.0023666871072097,0.9998306039665475,0.0093438687975407,0.0,0.6256588073127521,0.0199719642586255,0.9996315447538406,0.9970929739808456,0.9996625405057848,0.7181188748886344,0.0247719833308454,0.0002751009560374,0.5585480492949233,1.0,0.0199491921674619,0.0001382019886105,0.999265986006058,0.0369628256733185,independent,Pipeline(steps=,0.0,727,True,1.0,model_wide,en_core_web_sm,0.6417901532303096,752,False,1,3
en,XGBoost,SMOTE,XGBoost_broad_SMOTE,raw_text,7192adcdca054bfdb16ee9b72db08004,skillful-slug-334,685623779014461880,0.0,1.0,0.0818337600783545,0.0,0.5366777713367283,0.0213327993989952,0.026639060860288,0.5469085070277692,0.0170053500165776,0.6743093646102007,0.0,0.0,1.0,0.0227817128517239,0.0,0.6500780518096295,0.0133466404602787,1.0,1.0,1.0,0.7215058455608284,0.014500344915189,0.0,0.561008777257671,1.0,0.0169319785270991,0.0,1.0,0.0334043145256828,independent,Pipeline(steps=,0.0,683,True,0.9832608554243396,model_wide,en_core_web_sm,0.6993834564593098,744,False,1,3
en,XGBoost,SMOTE,XGBoost_broad_SMOTE,title,ed4a013b8de3427c81d7c707720b747b,caring-ray-164,120042474020042438,0.0072909169822275,0.9918545462059016,0.0195750552886023,0.0140786274561731,0.4733139604967121,0.0724397796873681,0.0486047996893901,0.5824075776519607,0.0122275999978558,0.6009672111551215,0.007633523505127,0.0519246644630627,0.9073353362606232,0.0202669944991227,0.003680503967387,0.5199047036513699,0.0178569578973782,0.9169988204475524,0.6383866469125198,0.8480197549357019,0.7343829887816141,0.0171382850417753,0.0308344383197785,0.4156022959494045,0.9824907928480352,0.0102777327493097,0.0147661511190599,0.8555328778697852,0.0009125325579342,independent,Pipeline(steps=,0.0,373,True,1.0,model_wide,en_core_web_sm,0.7324638229547363,410,False,1,3
en,XGBoost,SMOTE,XGBoost_broad_SMOTE,title_and_10_sentences,c956ad4ceda0437180c35390d8424976,intelligent-gnu-297,896904603768515744,0.0,1.0,0.0525231779949639,0.0,0.5123704007490878,0.0478938379726721,0.0377981173186113,0.5501818621376394,0.0046387836121055,0.6486607760105735,0.0,0.0,1.0,0.0111511147202379,0.0,0.5975333450273214,0.0129359294145966,1.0,1.0,1.0,0.7279486899761815,0.0247683706483223,0.0,0.5025379932498107,1.0,0.0147670827539558,0.0,1.0,0.01,independent,Pipeline(steps=,0.0,2019,True,1.0,model_wide,en_core_web_sm,0.675,10000,False,1,3
en,XGBoost,SMOTE,XGBoost_broad_SMOTE,title_and_5_sentences,b5f2bda21ab9443086a2c034ba552420,awesome-koi-160,255288571052470156,0.0,1.0,0.0254466107377478,0.0081973855299264,0.4981068180396244,0.0540181133028764,0.0400730240098092,0.5744396529445596,0.0156641420488272,0.6357496484690094,0.0041484665941538,0.0317026432110927,0.9975369333261658,0.0243859319895227,0.0,0.564679360645469,0.0169990804771261,0.997066591139748,0.9775828460038986,0.9951413938912874,0.745637966144839,0.0153351473487719,0.00687110665317,0.457106877400285,1.0,0.010176182075283,0.0034833022951655,0.9942035731037886,0.01,independent,Pipeline(steps=,0.0,1320,True,1.0,model_wide,en_core_web_sm,0.675,10000,False,1,3
en,XGBoost,SMOTE,XGBoost_broad_SMOTE,title_and_first_paragraph,d0418b0e8c164b1e97985e52ea89f550,mysterious-moose-239,469929875474269478,0.0,1.0,0.027133373793905,0.0044808449497977,0.5067522581318092,0.0067701326878875,0.0153672359578503,0.5464856684131069,0.0108183782141864,0.6273553512532107,0.002258676600169,0.0166310071769204,0.9974102331091153,0.0275889751414576,0.0,0.574509063611904,0.029917861746474,0.997063095804442,0.978676158996525,0.9948756534861736,0.7057791959853815,0.0136116689829032,0.0043959046074415,0.4898024053063388,1.0,0.0179354089940314,0.0022246705084945,0.9941714192185116,0.003,independent,Pipeline(steps=,0.0,3419,True,1.0,model_wide,en_core_web_sm,0.625,10000,False,1,3
en,XGBoost,SMOTE,XGBoost_broad_SMOTE,title_and_first_sentence_each_paragraph,697e1407b8114858856f8ef3b77e48b4,debonair-moth-437,661241945915489330,0.0,1.0,0.0758717914249571,0.0,0.5222802070509096,0.0317476214626516,0.0254597175789133,0.5382937448563619,0.0046152551848167,0.6615420560466738,0.0,0.0,1.0,0.0128430654575254,0.0,0.6295604783675693,0.0068843439825718,1.0,1.0,1.0,0.7155878515973018,0.0185271476187944,0.0,0.5388908471592644,1.0,0.018397561993671,0.0,1.0,0.0135683016751995,independent,Pipeline(steps=,0.0,959,True,1.0,model_wide,en_core_web_sm,0.5445727436679206,988,False,1,3
en,XGBoost,SMOTE,XGBoost_narrow_SMOTE,raw_text,f8f1bae1d243413a9f362f09fd8c2990,bold-vole-42,610940819955913475,0.0,1.0,0.0876365113442057,0.0,0.5342511334608012,0.0218433234172153,0.0172234221199644,0.5537454517500174,0.0174887072083412,0.6691360057908612,0.0,0.0,1.0,0.0227140598899488,0.0,0.6336268317696846,0.0183096462613497,1.0,1.0,1.0,0.7284851088201604,0.0149013317045358,0.0,0.5443199952261438,1.0,0.0140278355999532,0.0,1.0,0.01,independent,Pipeline(steps=,0.0,6084,True,1.0,model_wide,en_core_web_sm,0.8,10000,False,1,3
en,XGBoost,SMOTE,XGBoost_narrow_SMOTE,title,58416986a56d4eb0814201eadf793f72,fortunate-asp-299,120042474020042438,0.0019094857708731,0.9970366601294536,0.0077751378536223,0.0431067354980821,0.4741271559357214,0.0332321089385925,0.0225753661510085,0.636441729640847,0.0027248916654147,0.5951391941980633,0.0259661043613727,0.1322023702311167,0.8833120103701481,0.0087597291658335,0.0010509364218167,0.4905562841094913,0.0142904070848962,0.8896177641721242,0.5828089959410546,0.8042622447230826,0.7729755086456117,0.013749435714014,0.0322934352396472,0.3866115832878392,0.9912083356100088,0.0076780720141323,0.0194719861728253,0.8079062173948399,0.0009125325579342,independent,Pipeline(steps=,0.0,373,True,1.0,model_wide,en_core_web_sm,0.7324638229547363,410,False,1,3
en,XGBoost,SMOTE,XGBoost_narrow_SMOTE,title_and_10_sentences,6d99ea924b754a7d9972b5eb8fe554a7,wistful-rat-81,649806886386852820,0.0,1.0,0.0290377516224662,0.0010359124057118,0.499410970819133,0.0073871885321976,0.0026027077394868,0.5477105043795505,0.0169087364234139,0.6381373436098093,0.0005200866114439,0.0040991697460089,0.9998189365236718,0.0110371321118388,0.0,0.5792978050202224,0.0085243389783569,0.9996322432302436,0.9971014492753624,0.9996393274290848,0.7206284886997946,0.0079629645181835,0.0005100680413641,0.4706090507156633,1.0,0.0066114545783355,0.0002560624238737,0.999267499313206,0.0135618266912732,independent,Pipeline(steps=,0.0,687,True,0.9998688047182775,model_wide,en_core_web_sm,0.8563715413566628,725,False,1,3
en,XGBoost,SMOTE,XGBoost_narrow_SMOTE,title_and_5_sentences,b3041aeb46294d099da2817ffd6ea881,orderly-fox-288,255288571052470156,0.0,1.0,0.0332905527746645,0.0098283159971857,0.4907210610689665,0.0484525560512973,0.0387813846237252,0.5488642824931792,0.0224847637901005,0.6248896561021197,0.0049928879717599,0.0358377705864527,0.997821443139081,0.0102924894062236,0.0,0.5639334499774599,0.0104459878644581,0.9964694950574636,0.9746588693957116,0.9957102237976092,0.7184988817978509,0.0227183942883716,0.0060666596849663,0.4615674874551157,1.0,0.0188766010204271,0.0030809446591124,0.9930503311107456,0.01,independent,Pipeline(steps=,0.0,1320,True,1.0,model_wide,en_core_web_sm,0.675,10000,False,1,3
en,XGBoost,SMOTE,XGBoost_narrow_SMOTE,title_and_first_paragraph,8c812cabd5c043c59d4c2030eef02eba,classy-smelt-4,469929875474269478,0.0,1.0,0.0272477822913675,0.0228933006969825,0.4802834132084143,0.0437096129993621,0.0401631089054804,0.5398878488183442,0.0028365289281916,0.6078825956353316,0.0118329443960433,0.0799457959236252,0.9945729582457736,0.0279012265866169,0.0,0.5463197195438999,0.013246434649262,0.9916328447761544,0.9434697855750488,0.9894899829511764,0.6977564592083493,0.0086622682183281,0.0148634086512189,0.4474781236750104,1.0,0.0115576778646394,0.0076749960523919,0.9838119918334208,0.003,independent,Pipeline(steps=,0.0,3419,True,1.0,model_wide,en_core_web_sm,0.625,10000,False,1,3
en,XGBoost,SMOTE,XGBoost_narrow_SMOTE,title_and_first_sentence_each_paragraph,a84b24c311b24a3a9477a0180f581642,resilient-cub-901,581815556133909652,0.0,1.0,0.0525111803483586,0.0003483076289106,0.5256374113076295,0.0252540094838638,0.0221691851389356,0.5531173521385492,0.0081032624780516,0.6556710623671073,0.000174567481473,0.0013783757917866,0.9999434453116164,0.0148258382316527,0.0,0.6141772379914361,0.0162358794725365,0.9998765621500758,0.9990253411306044,0.9998871586549312,0.7230302596410844,0.0106973423528956,0.0001595817605927,0.5310937347056391,1.0,0.0158154017328641,7.998040732794385e-05,0.9997537093136584,0.0015,independent,Pipeline(steps=,0.0,8473,True,1.0,model_wide,en_core_web_sm,0.8,10000,False,1,3
en,XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,raw_text,581d7370dbcd4fa4a7df9e0699ba205f,orderly-steed-106,610940819955913475,0.0,1.0,0.0778097759210812,0.0,0.5447810232231508,0.0213453647391667,0.0163091669230603,0.5686211464667755,0.0022697750121098,0.6744218098873599,0.0,0.0,1.0,0.0070419050629564,0.0,0.6369916673855657,0.0148615883397955,1.0,1.0,1.0,0.747249404534628,0.0157058005863643,0.0,0.5706234346633705,1.0,0.0125448072836206,0.0,1.0,0.01,independent,Pipeline(steps=,0.0,6084,True,1.0,model_wide,en_core_web_sm,0.8,10000,False,1,3
en,XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,title,2c39910651b940e19f9b7bf7e379258d,worried-crow-218,279393266648616759,0.0035632535873694,0.9950624415729878,0.0155278712622028,0.0133417309615932,0.477112577276394,0.022131223662989,0.0110567359200193,0.6167886615921251,0.0053700878767772,0.6031526306434681,0.0077324396492287,0.0670462651081387,0.8926775925735932,0.0096159538722204,0.0015246440427616,0.5051404094746279,0.0071278099939006,0.9154792498579418,0.7424876207263452,0.8230274280809903,0.7620486281568756,0.0073501303873851,0.0185548190656313,0.3977019122940346,0.9843981837832456,0.0066406162476514,0.0133440853086403,0.8509040140207981,0.007022979185285,independent,Pipeline(steps=,0.0,266,True,1.0,model_wide,en_core_web_sm,0.7732387291031313,547,False,1,3
