model_type,model_subtype,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
LinearSVM,Random Oversampling,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00,0.02 $\pm$ 0.01,0.03 $\pm$ 0.01,0.04 $\pm$ 0.02,0.04 $\pm$ 0.01
LinearSVM,SMOTE,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00,0.02 $\pm$ 0.01,0.05 $\pm$ 0.01,0.02 $\pm$ 0.01,0.04 $\pm$ 0.02
LogisticRegression,BorderlineSMOTE,0.03 $\pm$ 0.01,0.06 $\pm$ 0.01,0.08 $\pm$ 0.02,0.04 $\pm$ 0.01,0.04 $\pm$ 0.01,0.04 $\pm$ 0.02
LogisticRegression,No Upsampling,0.04 $\pm$ 0.01,0.08 $\pm$ 0.01,0.10 $\pm$ 0.02,0.09 $\pm$ 0.01,0.08 $\pm$ 0.01,0.07 $\pm$ 0.03
LogisticRegression,Random Oversampling,0.03 $\pm$ 0.01,0.08 $\pm$ 0.02,0.10 $\pm$ 0.02,0.09 $\pm$ 0.01,0.05 $\pm$ 0.03,0.09 $\pm$ 0.04
LogisticRegression,SMOTE,0.02 $\pm$ 0.01,0.09 $\pm$ 0.00,0.11 $\pm$ 0.03,0.06 $\pm$ 0.01,0.05 $\pm$ 0.03,0.08 $\pm$ 0.02
LogisticRegression,SVMSMOTE,0.03 $\pm$ 0.01,0.07 $\pm$ 0.02,0.10 $\pm$ 0.02,0.05 $\pm$ 0.01,0.06 $\pm$ 0.00,0.09 $\pm$ 0.03
LogisticRegressionElasticNet,BorderlineSMOTE,0.01 $\pm$ 0.01,0.03 $\pm$ 0.01,0.04 $\pm$ 0.01,0.04 $\pm$ 0.04,0.03 $\pm$ 0.00,0.07 $\pm$ 0.01
LogisticRegressionElasticNet,Random Oversampling,0.02 $\pm$ 0.01,0.02 $\pm$ 0.02,0.04 $\pm$ 0.04,0.03 $\pm$ 0.02,0.03 $\pm$ 0.03,0.03 $\pm$ 0.01
LogisticRegressionElasticNet,SMOTE,0.01 $\pm$ 0.01,0.02 $\pm$ 0.01,0.07 $\pm$ 0.04,0.02 $\pm$ 0.02,0.05 $\pm$ 0.01,0.05 $\pm$ 0.03
LogisticRegressionElasticNet,SVMSMOTE,0.01 $\pm$ 0.02,0.06 $\pm$ 0.01,0.07 $\pm$ 0.03,0.03 $\pm$ 0.03,0.02 $\pm$ 0.02,0.02 $\pm$ 0.01
LogisticRegressionLasso,BorderlineSMOTE,0.02 $\pm$ 0.01,0.04 $\pm$ 0.03,0.06 $\pm$ 0.02,0.03 $\pm$ 0.01,0.04 $\pm$ 0.01,0.03 $\pm$ 0.01
LogisticRegressionLasso,No Upsampling,0.01 $\pm$ 0.02,0.04 $\pm$ 0.01,0.03 $\pm$ 0.01,0.02 $\pm$ 0.01,0.05 $\pm$ 0.01,0.02 $\pm$ 0.01
LogisticRegressionLasso,Random Oversampling,0.03 $\pm$ 0.01,0.05 $\pm$ 0.02,0.03 $\pm$ 0.00,0.03 $\pm$ 0.01,0.03 $\pm$ 0.03,0.03 $\pm$ 0.02
LogisticRegressionLasso,SMOTE,0.03 $\pm$ 0.01,0.04 $\pm$ 0.04,0.05 $\pm$ 0.01,0.03 $\pm$ 0.01,0.05 $\pm$ 0.01,0.04 $\pm$ 0.01
LogisticRegressionLasso,SVMSMOTE,0.02 $\pm$ 0.02,0.05 $\pm$ 0.01,0.06 $\pm$ 0.01,0.02 $\pm$ 0.02,0.02 $\pm$ 0.03,0.02 $\pm$ 0.02
LogisticRegressionRidge,BorderlineSMOTE,0.01 $\pm$ 0.01,0.01 $\pm$ 0.01,0.02 $\pm$ 0.01,0.01 $\pm$ 0.01,0.01 $\pm$ 0.01,0.04 $\pm$ 0.01
LogisticRegressionRidge,No Upsampling,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.02 $\pm$ 0.01,0.04 $\pm$ 0.01,0.05 $\pm$ 0.01
LogisticRegressionRidge,RakelD Partitioning of labels,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.02 $\pm$ 0.01,0.08 $\pm$ 0.02,0.11 $\pm$ 0.02
LogisticRegressionRidge,Random Oversampling,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.02 $\pm$ 0.02,0.02 $\pm$ 0.01,0.02 $\pm$ 0.02,0.04 $\pm$ 0.03
LogisticRegressionRidge,SMOTE,0.01 $\pm$ 0.01,0.01 $\pm$ 0.01,0.03 $\pm$ 0.02,0.02 $\pm$ 0.01,0.02 $\pm$ 0.02,0.03 $\pm$ 0.02
LogisticRegressionRidge,SVMSMOTE,0.01 $\pm$ 0.01,0.03 $\pm$ 0.02,0.09 $\pm$ 0.03,0.03 $\pm$ 0.03,0.01 $\pm$ 0.01,0.04 $\pm$ 0.03
Multi-label ARAM,Natively Multilabel,0.01 $\pm$ 0.01,0.02 $\pm$ 0.02,0.03 $\pm$ 0.04,0.02 $\pm$ 0.03,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01
Multilabel k Nearest Neighbours,Natively Multilabel,0.02 $\pm$ 0.01,0.05 $\pm$ 0.01,0.05 $\pm$ 0.01,0.10 $\pm$ 0.01,0.09 $\pm$ 0.04,0.10 $\pm$ 0.04
NaiveBayes,BorderlineSMOTE,0.00 $\pm$ 0.00,0.02 $\pm$ 0.01,0.02 $\pm$ 0.02,0.04 $\pm$ 0.01,0.01 $\pm$ 0.01,0.06 $\pm$ 0.02
NaiveBayes,No Upsampling,0.00 $\pm$ 0.00,0.03 $\pm$ 0.02,0.04 $\pm$ 0.01,0.05 $\pm$ 0.02,0.06 $\pm$ 0.03,0.07 $\pm$ 0.03
NaiveBayes,Random Oversampling,0.01 $\pm$ 0.01,0.01 $\pm$ 0.01,0.02 $\pm$ 0.01,0.04 $\pm$ 0.03,0.05 $\pm$ 0.00,0.05 $\pm$ 0.01
NaiveBayes,SMOTE,0.00 $\pm$ 0.00,0.02 $\pm$ 0.00,0.04 $\pm$ 0.01,0.05 $\pm$ 0.01,0.05 $\pm$ 0.00,0.07 $\pm$ 0.02
NaiveBayes,SVMSMOTE,0.01 $\pm$ 0.01,0.02 $\pm$ 0.01,0.06 $\pm$ 0.04,0.05 $\pm$ 0.03,0.07 $\pm$ 0.01,0.08 $\pm$ 0.02
RandomForest,BorderlineSMOTE,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00,0.01 $\pm$ 0.02,0.06 $\pm$ 0.02,0.06 $\pm$ 0.01,0.10 $\pm$ 0.01
RandomForest,No Upsampling,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.02 $\pm$ 0.01,0.04 $\pm$ 0.02,0.04 $\pm$ 0.03,0.09 $\pm$ 0.01
RandomForest,Random Oversampling,0.00 $\pm$ 0.00,0.01 $\pm$ 0.02,0.01 $\pm$ 0.01,0.06 $\pm$ 0.03,0.09 $\pm$ 0.03,0.11 $\pm$ 0.02
RandomForest,SMOTE,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.01 $\pm$ 0.01,0.02 $\pm$ 0.01,0.04 $\pm$ 0.02,**0.15 $\pm$ 0.01**
RandomForest,SVMSMOTE,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.01 $\pm$ 0.01,0.03 $\pm$ 0.01,0.05 $\pm$ 0.01,0.12 $\pm$ 0.03
RidgeClassifier,BorderlineSMOTE,0.03 $\pm$ 0.01,0.06 $\pm$ 0.01,0.10 $\pm$ 0.01,0.06 $\pm$ 0.01,0.08 $\pm$ 0.00,0.14 $\pm$ 0.02
RidgeClassifier,No Upsampling,0.05 $\pm$ 0.00,0.08 $\pm$ 0.01,0.09 $\pm$ 0.02,0.07 $\pm$ 0.03,0.07 $\pm$ 0.01,0.09 $\pm$ 0.01
RidgeClassifier,Random Oversampling,0.01 $\pm$ 0.01,0.06 $\pm$ 0.01,0.11 $\pm$ 0.01,0.08 $\pm$ 0.02,0.07 $\pm$ 0.02,0.11 $\pm$ 0.02
RidgeClassifier,SMOTE,0.04 $\pm$ 0.01,0.08 $\pm$ 0.01,0.08 $\pm$ 0.01,0.09 $\pm$ 0.01,0.06 $\pm$ 0.01,0.13 $\pm$ 0.02
RidgeClassifier,SVMSMOTE,0.03 $\pm$ 0.01,0.07 $\pm$ 0.02,0.10 $\pm$ 0.01,0.06 $\pm$ 0.01,0.07 $\pm$ 0.02,0.09 $\pm$ 0.01
SVM,BorderlineSMOTE,0.01 $\pm$ 0.01,0.02 $\pm$ 0.01,0.03 $\pm$ 0.01,0.02 $\pm$ 0.01,0.00 $\pm$ 0.00,0.06 $\pm$ 0.04
SVM,No Upsampling,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.03 $\pm$ 0.03,0.03 $\pm$ 0.02,0.03 $\pm$ 0.04,0.03 $\pm$ 0.02
SVM,RakelD Partitioning of labels,0.00 $\pm$ 0.00,0.02 $\pm$ 0.02,0.00 $\pm$ 0.00,0.03 $\pm$ 0.01,0.06 $\pm$ 0.01,0.03 $\pm$ 0.01
SVM,Random Oversampling,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00,0.02 $\pm$ 0.01,0.03 $\pm$ 0.03,0.03 $\pm$ 0.03,0.02 $\pm$ 0.03
SVM,SMOTE,0.01 $\pm$ 0.01,0.00 $\pm$ 0.00,0.01 $\pm$ 0.02,0.01 $\pm$ 0.01,0.03 $\pm$ 0.02,0.06 $\pm$ 0.03
SVM,SVMSMOTE,0.01 $\pm$ 0.01,0.01 $\pm$ 0.01,0.04 $\pm$ 0.02,0.02 $\pm$ 0.03,0.01 $\pm$ 0.01,0.05 $\pm$ 0.02
XGBoost,BorderlineSMOTE,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.03 $\pm$ 0.01,0.04 $\pm$ 0.03,0.05 $\pm$ 0.03,0.09 $\pm$ 0.02
XGBoost,No Upsampling,0.01 $\pm$ 0.01,0.01 $\pm$ 0.01,0.02 $\pm$ 0.02,0.07 $\pm$ 0.01,0.04 $\pm$ 0.03,0.07 $\pm$ 0.02
XGBoost,Random Oversampling,0.01 $\pm$ 0.01,0.01 $\pm$ 0.01,0.03 $\pm$ 0.01,0.05 $\pm$ 0.02,0.05 $\pm$ 0.02,0.14 $\pm$ 0.02
XGBoost,SMOTE,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.02 $\pm$ 0.00,0.03 $\pm$ 0.01,0.03 $\pm$ 0.03,0.11 $\pm$ 0.02
XGBoost,SVMSMOTE,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.04 $\pm$ 0.02,0.05 $\pm$ 0.01,0.12 $\pm$ 0.01
