model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
KNN,SVMSMOTE,kNN_SVMSMOTE,0.94 $\pm$ 0.04,0,0.92 $\pm$ 0.04,0.96 $\pm$ 0.05,0,0.90 $\pm$ 0.11
LinearSVM,BorderlineSMOTE,LinearSVM_BorderlineSMOTE,0.38 $\pm$ 0.03,0.34 $\pm$ 0.02,0.32 $\pm$ 0.02,0.32 $\pm$ 0.02,0.41 $\pm$ 0.04,0.42 $\pm$ 0.01
LinearSVM,BorderlineSMOTE,LinearSVM_SVMSMOTE,0.38 $\pm$ 0.03,0,0.32 $\pm$ 0.02,0.32 $\pm$ 0.02,0,0.42 $\pm$ 0.01
LinearSVM,No Upsampling,LinearSVM,0.38 $\pm$ 0.03,0.34 $\pm$ 0.02,0.32 $\pm$ 0.02,0.32 $\pm$ 0.02,0.41 $\pm$ 0.04,0.42 $\pm$ 0.01
LinearSVM,RakelD Partitioning of labels,RakelD_LineaSVM,0.37 $\pm$ 0.04,0.37 $\pm$ 0.02,0.33 $\pm$ 0.00,0.33 $\pm$ 0.03,0.42 $\pm$ 0.02,0.39 $\pm$ 0.03
LinearSVM,Random Oversampling,LinearSVM_ROS,0.38 $\pm$ 0.03,0.34 $\pm$ 0.02,0.32 $\pm$ 0.02,0.32 $\pm$ 0.02,0.41 $\pm$ 0.04,0.42 $\pm$ 0.01
LinearSVM,SMOTE,LinearSVM_SMOTE,0.38 $\pm$ 0.03,0.34 $\pm$ 0.02,0.32 $\pm$ 0.02,0.32 $\pm$ 0.02,0.41 $\pm$ 0.04,0.42 $\pm$ 0.01
LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.38 $\pm$ 0.03,0.34 $\pm$ 0.02,0.31 $\pm$ 0.03,0.30 $\pm$ 0.01,0.42 $\pm$ 0.04,0.43 $\pm$ 0.01
LogisticRegression,No Upsampling,LogisticRegression,0.38 $\pm$ 0.03,0.36 $\pm$ 0.02,0.32 $\pm$ 0.02,0.33 $\pm$ 0.02,0.44 $\pm$ 0.05,0.42 $\pm$ 0.02
LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.38 $\pm$ 0.03,0.35 $\pm$ 0.03,0.31 $\pm$ 0.03,0.31 $\pm$ 0.01,0.43 $\pm$ 0.05,0.43 $\pm$ 0.01
LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.38 $\pm$ 0.03,0.34 $\pm$ 0.02,0.31 $\pm$ 0.03,0.30 $\pm$ 0.02,0.43 $\pm$ 0.05,0.42 $\pm$ 0.01
LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.39 $\pm$ 0.02,0.37 $\pm$ 0.02,0.33 $\pm$ 0.02,0.34 $\pm$ 0.04,0.42 $\pm$ 0.04,0.38 $\pm$ 0.02
LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.36 $\pm$ 0.03,0.36 $\pm$ 0.02,0.33 $\pm$ 0.02,0.36 $\pm$ 0.01,0.43 $\pm$ 0.03,0.46 $\pm$ 0.02
LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,0.35 $\pm$ 0.03,0.34 $\pm$ 0.02,0.31 $\pm$ 0.02,0.33 $\pm$ 0.02,0.41 $\pm$ 0.03,0.43 $\pm$ 0.02
LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.37 $\pm$ 0.03,0.39 $\pm$ 0.02,0.36 $\pm$ 0.02,0.38 $\pm$ 0.01,0.46 $\pm$ 0.02,0.48 $\pm$ 0.02
LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.36 $\pm$ 0.03,0.37 $\pm$ 0.02,0.34 $\pm$ 0.02,0.36 $\pm$ 0.01,0.44 $\pm$ 0.03,0.46 $\pm$ 0.01
LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.38 $\pm$ 0.04,0.39 $\pm$ 0.02,0.36 $\pm$ 0.01,0.36 $\pm$ 0.01,0.43 $\pm$ 0.03,0.45 $\pm$ 0.02
LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.26 $\pm$ 0.02,0.31 $\pm$ 0.01,0.31 $\pm$ 0.02,0.35 $\pm$ 0.01,0.32 $\pm$ 0.03,0.41 $\pm$ 0.02
LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.24 $\pm$ 0.02,0.30 $\pm$ 0.01,0.29 $\pm$ 0.01,0.33 $\pm$ 0.01,0.32 $\pm$ 0.03,0.38 $\pm$ 0.02
LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.27 $\pm$ 0.03,0.32 $\pm$ 0.02,0.32 $\pm$ 0.01,0.35 $\pm$ 0.01,0.34 $\pm$ 0.04,0.41 $\pm$ 0.02
LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.25 $\pm$ 0.02,0.31 $\pm$ 0.01,0.31 $\pm$ 0.02,0.34 $\pm$ 0.02,0.33 $\pm$ 0.03,0.41 $\pm$ 0.02
LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.26 $\pm$ 0.03,0.34 $\pm$ 0.02,0.34 $\pm$ 0.01,0.35 $\pm$ 0.02,0.36 $\pm$ 0.04,0.42 $\pm$ 0.01
LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidge_BorderlineSMOTE,0.33 $\pm$ 0.03,0.32 $\pm$ 0.01,0.30 $\pm$ 0.03,0.31 $\pm$ 0.02,0.36 $\pm$ 0.04,0.39 $\pm$ 0.02
LogisticRegressionRidge,No Upsampling,LogisticRegressionRidge,0.31 $\pm$ 0.03,0.29 $\pm$ 0.01,0.28 $\pm$ 0.03,0.30 $\pm$ 0.02,0.33 $\pm$ 0.04,0.37 $\pm$ 0.03
LogisticRegressionRidge,RakelD Partitioning of labels,RakelD_LogisticRegression,0.30 $\pm$ 0.05,0.28 $\pm$ 0.02,0.28 $\pm$ 0.02,0.29 $\pm$ 0.03,0.32 $\pm$ 0.02,0.34 $\pm$ 0.01
LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidge_ROS,0.34 $\pm$ 0.03,0.32 $\pm$ 0.02,0.30 $\pm$ 0.03,0.31 $\pm$ 0.02,0.36 $\pm$ 0.04,0.39 $\pm$ 0.02
LogisticRegressionRidge,SMOTE,LogisticRegressionRidge_SMOTE,0.33 $\pm$ 0.03,0.32 $\pm$ 0.01,0.30 $\pm$ 0.03,0.31 $\pm$ 0.02,0.36 $\pm$ 0.04,0.39 $\pm$ 0.02
LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidge_SVMSMOTE,0.36 $\pm$ 0.02,0.34 $\pm$ 0.01,0.31 $\pm$ 0.03,0.30 $\pm$ 0.02,0.35 $\pm$ 0.03,0.37 $\pm$ 0.03
Multi-label ARAM,Natively Multilabel,MLARAM,0.13 $\pm$ 0.00,0.13 $\pm$ 0.00,0.13 $\pm$ 0.00,0.13 $\pm$ 0.00,0.14 $\pm$ 0.02,0.13 $\pm$ 0.00
Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.41 $\pm$ 0.04,0.28 $\pm$ 0.08,0.32 $\pm$ 0.05,0.29 $\pm$ 0.09,0.25 $\pm$ 0.08,0.31 $\pm$ 0.04
NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.54 $\pm$ 0.04,0.55 $\pm$ 0.02,0.56 $\pm$ 0.02,0.57 $\pm$ 0.02,0.59 $\pm$ 0.04,0.69 $\pm$ 0.03
NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.54 $\pm$ 0.03,0.54 $\pm$ 0.02,0.56 $\pm$ 0.02,0.58 $\pm$ 0.02,0.60 $\pm$ 0.03,0.67 $\pm$ 0.05
NaiveBayes,No Upsampling,ComplementNaiveBayes,0.58 $\pm$ 0.05,0.47 $\pm$ 0.02,0.45 $\pm$ 0.03,0.38 $\pm$ 0.02,0.41 $\pm$ 0.03,0.36 $\pm$ 0.02
NaiveBayes,No Upsampling,NaiveBayes,0.07 $\pm$ 0.02,0.11 $\pm$ 0.01,0.13 $\pm$ 0.02,0.16 $\pm$ 0.03,0.17 $\pm$ 0.03,0.21 $\pm$ 0.04
NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.53 $\pm$ 0.05,0.56 $\pm$ 0.01,0.58 $\pm$ 0.03,0.62 $\pm$ 0.02,0.65 $\pm$ 0.03,0.70 $\pm$ 0.03
NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.53 $\pm$ 0.05,0.56 $\pm$ 0.02,0.59 $\pm$ 0.03,0.61 $\pm$ 0.02,0.63 $\pm$ 0.02,0.70 $\pm$ 0.03
NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.53 $\pm$ 0.05,0.54 $\pm$ 0.02,0.55 $\pm$ 0.01,0.57 $\pm$ 0.02,0.60 $\pm$ 0.03,0.68 $\pm$ 0.04
NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.54 $\pm$ 0.04,0.55 $\pm$ 0.02,0.56 $\pm$ 0.02,0.58 $\pm$ 0.01,0.60 $\pm$ 0.03,0.67 $\pm$ 0.05
RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.20 $\pm$ 0.03,0.21 $\pm$ 0.03,0.23 $\pm$ 0.04,0.26 $\pm$ 0.04,0.24 $\pm$ 0.04,0.32 $\pm$ 0.03
RandomForest,No Upsampling,RandomForest,0.17 $\pm$ 0.03,0.16 $\pm$ 0.02,0.17 $\pm$ 0.02,0.22 $\pm$ 0.03,0.20 $\pm$ 0.04,0.28 $\pm$ 0.03
RandomForest,Random Oversampling,RandomForest_ROS,0.23 $\pm$ 0.03,0.24 $\pm$ 0.02,0.25 $\pm$ 0.03,0.30 $\pm$ 0.02,0.27 $\pm$ 0.03,0.35 $\pm$ 0.03
RandomForest,SMOTE,RandomForest_SMOTE,0.19 $\pm$ 0.03,0.21 $\pm$ 0.01,0.21 $\pm$ 0.03,0.26 $\pm$ 0.02,0.25 $\pm$ 0.04,0.34 $\pm$ 0.04
RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.21 $\pm$ 0.03,0.19 $\pm$ 0.01,0.20 $\pm$ 0.02,0.26 $\pm$ 0.03,0.23 $\pm$ 0.04,0.33 $\pm$ 0.03
RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.34 $\pm$ 0.02,0.32 $\pm$ 0.02,0.31 $\pm$ 0.02,0.32 $\pm$ 0.02,0.35 $\pm$ 0.03,0.39 $\pm$ 0.02
RidgeClassifier,No Upsampling,RidgeClassifier,0.34 $\pm$ 0.02,0.32 $\pm$ 0.02,0.31 $\pm$ 0.02,0.32 $\pm$ 0.02,0.35 $\pm$ 0.03,0.39 $\pm$ 0.02
RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.34 $\pm$ 0.02,0.32 $\pm$ 0.02,0.31 $\pm$ 0.02,0.32 $\pm$ 0.02,0.35 $\pm$ 0.03,0.39 $\pm$ 0.02
RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.34 $\pm$ 0.02,0.32 $\pm$ 0.02,0.31 $\pm$ 0.02,0.32 $\pm$ 0.02,0.35 $\pm$ 0.03,0.39 $\pm$ 0.02
RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.37 $\pm$ 0.02,0.34 $\pm$ 0.02,0.32 $\pm$ 0.02,0.31 $\pm$ 0.02,0.35 $\pm$ 0.03,0.38 $\pm$ 0.03
SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.18 $\pm$ 0.03,0.05 $\pm$ 0.02,0.04 $\pm$ 0.02,0.03 $\pm$ 0.01,0.12 $\pm$ 0.01,0.15 $\pm$ 0.08
SVM,No Upsampling,SVM_rbf,0.07 $\pm$ 0.02,0.03 $\pm$ 0.02,0.04 $\pm$ 0.01,0.08 $\pm$ 0.02,0.24 $\pm$ 0.03,0.39 $\pm$ 0.05
SVM,RakelD Partitioning of labels,RakelD_SVM,0.07 $\pm$ 0.04,0.05 $\pm$ 0.06,0.11 $\pm$ 0.08,0.07 $\pm$ 0.09,0.22 $\pm$ 0.07,0.20 $\pm$ 0.07
SVM,Random Oversampling,SVM_rbf_ROS,0.14 $\pm$ 0.04,0.05 $\pm$ 0.02,0.08 $\pm$ 0.01,0.12 $\pm$ 0.04,0.32 $\pm$ 0.03,0.44 $\pm$ 0.05
SVM,SMOTE,SVM_rbf_SMOTE,0.19 $\pm$ 0.03,0.05 $\pm$ 0.02,0.04 $\pm$ 0.02,0.03 $\pm$ 0.01,0.09 $\pm$ 0.02,0.17 $\pm$ 0.05
SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.34 $\pm$ 0.04,0.07 $\pm$ 0.01,0.05 $\pm$ 0.02,0.03 $\pm$ 0.01,0.07 $\pm$ 0.04,0.12 $\pm$ 0.08
XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.30 $\pm$ 0.03,0.33 $\pm$ 0.04,0.34 $\pm$ 0.05,0.34 $\pm$ 0.02,0.35 $\pm$ 0.03,0.40 $\pm$ 0.02
XGBoost,No Upsampling,XGBoost_narrow,0.27 $\pm$ 0.02,0.31 $\pm$ 0.03,0.32 $\pm$ 0.05,0.32 $\pm$ 0.02,0.32 $\pm$ 0.03,0.37 $\pm$ 0.02
XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.31 $\pm$ 0.02,0.33 $\pm$ 0.02,0.35 $\pm$ 0.04,0.36 $\pm$ 0.02,0.35 $\pm$ 0.04,0.40 $\pm$ 0.02
XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.29 $\pm$ 0.03,0.34 $\pm$ 0.03,0.35 $\pm$ 0.05,0.35 $\pm$ 0.02,0.36 $\pm$ 0.04,0.40 $\pm$ 0.02
XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.29 $\pm$ 0.02,0.33 $\pm$ 0.02,0.34 $\pm$ 0.04,0.34 $\pm$ 0.01,0.34 $\pm$ 0.02,0.39 $\pm$ 0.02
