model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.000,0.048,0.024,0.071,0.000,0.095
SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.024,0.048,0.048,0.024,0.000,0.119
SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.024,0.024,0.024,0.024,0.000,0.095
SVM,No Upsampling,SVM_rbf,0.000,0.024,0.000,0.024,0.024,0.071
SVM,No Upsampling,SVM_sigmoid,0.000,0.000,0.024,0.048,0.024,0.095
SVM,Random Oversampling,SVM_rbf_ROS,0.000,0.048,0.048,0.071,0.024,0.119
SVM,Random Oversampling,SVM_sigmoid_ROS,0.000,0.000,0.000,0.048,0.024,0.095
SVM,SMOTE,SVM_rbf_SMOTE,0.000,0.048,0.024,0.024,0.024,0.048
SVM,SMOTE,SVM_sigmoid_SMOTE,0.024,0.000,0.000,0.024,0.024,0.095
SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.000,0.071,0.000,0.048,0.024,0.071
SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.000,0.000,0.024,0.048,0.048,0.119
XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.000,0.024,0.024,0.024,0.048,0.048
XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.024,0.024,0.024,0.024,0.024,0.048
XGBoost,No Upsampling,XGBoost_broad,0.000,0.024,0.000,0.024,0.048,0.071
XGBoost,No Upsampling,XGBoost_narrow,0.024,0.024,0.000,0.024,0.024,0.024
XGBoost,Random Oversampling,XGBoost_broad_ROS,0.000,0.000,0.000,0.024,0.024,0.048
XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.024,0.048,0.024,0.024,0.024,0.024
XGBoost,SMOTE,XGBoost_broad_SMOTE,0.024,0.024,0.024,0.048,0.000,0.024
XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.024,0.048,0.000,0.000,0.024,0.048
XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.024,0.024,0.000,0.024,0.048,0.024
XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.000,0.024,0.024,0.024,0.024,0.000
