model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
LogisticRegressionRidge,No Upsampling,LogisticRegressionRidgeDual,0.316,0.412,0.377,0.311,0.355,0.366
LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidgeDual_ROS,0.306,0.416,0.396,0.303,0.358,0.371
LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.277,0.424,0.337,0.324,0.334,0.360
LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.251,0.306,0.396,0.281,0.315,**0.452**
NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.358,0.370,0.391,0.365,0.428,0.367
NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.349,0.367,0.389,0.348,0.413,0.400
NaiveBayes,No Upsampling,ComplementNaiveBayes,0.280,0.373,0.348,0.287,0.275,0.364
NaiveBayes,No Upsampling,NaiveBayes,0.325,0.388,0.348,0.311,0.270,0.302
NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.277,0.373,0.345,0.311,0.272,0.368
NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.349,0.354,0.345,0.316,0.374,0.315
NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.332,0.342,0.335,0.341,0.431,0.374
NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.316,0.358,0.297,0.285,0.392,0.363
NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.325,0.347,0.348,0.315,0.272,0.309
NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.325,0.354,0.314,0.308,0.340,0.310
RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.275,0.225,0.272,0.263,0.260,0.426
RandomForest,No Upsampling,RandomForest,0.306,0.395,0.361,0.365,0.394,0.437
RandomForest,Random Oversampling,RandomForest_ROS,0.278,0.316,0.261,0.333,0.354,0.347
RandomForest,SMOTE,RandomForest_SMOTE,0.268,0.192,0.200,0.212,0.378,0.283
RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.250,0.217,0.260,0.249,0.243,0.329
RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.295,0.395,0.325,0.288,0.319,0.317
RidgeClassifier,No Upsampling,RidgeClassifier,0.332,0.412,0.309,0.267,0.312,0.277
RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.330,0.355,0.350,0.272,0.312,0.257
RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.271,0.323,0.317,0.267,0.266,0.268
RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.318,0.392,0.313,0.238,0.318,0.313
SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.333,0.353,0.334,0.322,0.290,0.375
SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.346,0.392,0.374,0.353,0.355,0.367
SVM,No Upsampling,SVM_rbf,0.301,0.387,0.324,0.299,0.365,0.299
SVM,No Upsampling,SVM_sigmoid,0.347,0.398,0.304,0.346,0.350,0.346
SVM,Random Oversampling,SVM_rbf_ROS,0.273,0.397,0.235,0.317,0.169,0.356
SVM,Random Oversampling,SVM_sigmoid_ROS,0.349,0.390,0.337,0.297,0.326,0.350
SVM,SMOTE,SVM_rbf_SMOTE,0.260,0.357,0.281,0.248,0.337,0.232
SVM,SMOTE,SVM_sigmoid_SMOTE,0.371,0.342,0.321,0.340,0.351,0.350
SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.280,0.293,0.289,0.271,0.352,0.298
SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.350,0.398,0.310,0.347,0.333,0.381
XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.252,0.345,0.295,0.309,0.307,0.422
XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.344,0.367,0.345,0.375,0.345,0.415
XGBoost,No Upsampling,XGBoost_broad,0.203,0.371,0.336,0.240,0.368,0.387
XGBoost,No Upsampling,XGBoost_narrow,0.346,0.365,0.374,0.307,0.353,0.413
XGBoost,Random Oversampling,XGBoost_broad_ROS,0.287,0.308,0.358,0.259,0.335,0.406
XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.304,0.340,0.361,0.308,0.312,0.402
XGBoost,SMOTE,XGBoost_broad_SMOTE,0.307,0.352,0.368,0.284,0.364,0.448
XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.327,0.357,0.365,0.278,0.348,0.414
XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.324,0.284,0.333,0.282,0.355,0.433
XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.328,0.364,0.371,0.339,0.373,0.444
