model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.504,0.408,0.422,0.429,0.421,0.424
RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.329,0.381,0.438,0.473,0.252,0.437
RandomForest,No Upsampling,RandomForest,0.441,0.497,0.501,0.519,0.516,**0.561**
RandomForest,Random Oversampling,RandomForest_ROS,0.135,0.395,0.281,0.427,0.211,0.423
RandomForest,SMOTE,RandomForest_SMOTE,0.308,0.337,0.394,0.432,0.345,0.422
RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.283,0.365,0.426,0.416,0.323,0.438
RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.411,0.439,0.435,0.463,0.462,0.534
RidgeClassifier,No Upsampling,RidgeClassifier,0.405,0.436,0.443,0.467,0.423,0.479
RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.401,0.432,0.422,0.449,0.422,0.489
RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.425,0.433,0.429,0.455,0.424,0.478
RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.439,0.417,0.452,0.436,0.445,0.510
SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.485,0.366,0.494,0.469,0.484,0.510
SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.466,0.413,0.468,0.522,0.514,0.533
SVM,No Upsampling,SVM_rbf,0.226,0.485,0.328,0.510,0.477,0.503
SVM,No Upsampling,SVM_sigmoid,0.468,0.475,0.500,0.524,0.505,0.524
SVM,Random Oversampling,SVM_rbf_ROS,0.256,0.470,0.438,0.389,0.464,0.496
SVM,Random Oversampling,SVM_sigmoid_ROS,0.484,0.454,0.457,0.499,0.504,0.526
SVM,SMOTE,SVM_rbf_SMOTE,0.341,0.368,0.425,0.489,0.478,0.498
SVM,SMOTE,SVM_sigmoid_SMOTE,0.466,0.457,0.441,0.460,0.499,0.519
SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.280,0.454,0.440,0.441,0.470,0.509
SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.447,0.450,0.464,0.466,0.501,0.507
XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.354,0.385,0.395,0.467,0.499,0.492
XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.411,0.450,0.463,0.501,0.508,0.523
XGBoost,No Upsampling,XGBoost_broad,0.372,0.417,0.384,0.462,0.499,0.515
XGBoost,No Upsampling,XGBoost_narrow,0.402,0.468,0.480,0.501,0.504,0.529
XGBoost,Random Oversampling,XGBoost_broad_ROS,0.301,0.423,0.402,0.464,0.426,0.518
XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.401,0.467,0.469,0.485,0.481,0.506
XGBoost,SMOTE,XGBoost_broad_SMOTE,0.302,0.413,0.404,0.438,0.478,0.508
XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.378,0.430,0.456,0.486,0.492,0.500
XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.333,0.436,0.404,0.469,0.416,0.515
XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.352,0.451,0.468,0.496,0.484,0.535
