model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
RandomForest,Random Oversampling,RandomForest_ROS,0.147,0.198,0.249,0.277,0.311,0
RandomForest,SMOTE,RandomForest_SMOTE,0.146,0.089,0.067,0.220,0.098,0.313
RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.133,0.114,0.082,0.235,0.134,0.162
RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.333,0.365,0.297,0.333,0.302,0.295
RidgeClassifier,No Upsampling,RidgeClassifier,0.330,0.360,0.267,0.327,0.318,0.303
RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.329,0.331,0.291,0.302,0.277,0.306
RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.328,0.306,0.267,0.271,0.295,0.308
RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.329,0.338,0.299,0.316,0.306,0.338
SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.307,0.405,0.312,0.281,0.364,0.329
SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.341,0.403,0.321,0.327,0.321,0.367
SVM,No Upsampling,SVM_rbf,0.327,0.426,0.365,0.263,0.349,0.366
SVM,No Upsampling,SVM_sigmoid,0.360,0.374,0.334,0.318,0.356,0.341
SVM,Random Oversampling,SVM_rbf_ROS,0.326,0.417,0.299,0.276,0.356,0.369
SVM,Random Oversampling,SVM_sigmoid_ROS,0.388,0.410,0.361,0.258,0.346,0.338
SVM,SMOTE,SVM_rbf_SMOTE,0.334,0.406,0.314,0.268,0.356,0.341
SVM,SMOTE,SVM_sigmoid_SMOTE,0.366,0.412,0.302,0.354,0.309,0.264
SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.334,0.435,0.328,0.328,0.360,0.338
SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.362,0.410,0.273,0.333,0.323,0.379
XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.228,0.211,0.253,0.272,0.305,0.331
XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.222,0.244,0.282,0.313,0.367,0.358
XGBoost,No Upsampling,XGBoost_broad,0.275,0.217,0.235,0.231,0.290,0.358
XGBoost,No Upsampling,XGBoost_narrow,0.236,0.245,0.271,0.347,0.345,0.356
XGBoost,Random Oversampling,XGBoost_broad_ROS,0.120,0.244,0.235,0.323,0.334,0.435
XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.234,0.259,0.320,0.334,0.352,**0.454**
XGBoost,SMOTE,XGBoost_broad_SMOTE,0.231,0.226,0.239,0.237,0.357,0.374
XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.211,0.255,0.293,0.325,0.354,0.453
XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.164,0.211,0.251,0.265,0.292,0.380
XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.240,0.235,0.282,0.287,0.334,0.429
