model_type,model_subtype,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
LinearSVM,Random Oversampling,0.25 $\pm$ 0.02,0.26 $\pm$ 0.03,0.23 $\pm$ 0.02,0.23 $\pm$ 0.01,0.31 $\pm$ 0.02,0.30 $\pm$ 0.03
LinearSVM,SMOTE,0.25 $\pm$ 0.02,0.26 $\pm$ 0.03,0.23 $\pm$ 0.02,0.23 $\pm$ 0.01,0.31 $\pm$ 0.02,0.30 $\pm$ 0.03
LogisticRegression,BorderlineSMOTE,0.26 $\pm$ 0.02,0.26 $\pm$ 0.03,0.23 $\pm$ 0.02,0.22 $\pm$ 0.01,0.31 $\pm$ 0.00,0.31 $\pm$ 0.02
LogisticRegression,No Upsampling,0.25 $\pm$ 0.01,0.29 $\pm$ 0.02,0.24 $\pm$ 0.02,0.24 $\pm$ 0.01,0.30 $\pm$ 0.02,0.28 $\pm$ 0.02
LogisticRegression,Random Oversampling,0.26 $\pm$ 0.02,0.28 $\pm$ 0.02,0.23 $\pm$ 0.02,0.22 $\pm$ 0.02,0.33 $\pm$ 0.00,0.32 $\pm$ 0.03
LogisticRegression,SMOTE,0.26 $\pm$ 0.03,0.27 $\pm$ 0.03,0.23 $\pm$ 0.01,0.22 $\pm$ 0.01,0.32 $\pm$ 0.01,0.30 $\pm$ 0.04
LogisticRegression,SVMSMOTE,0,0.27 $\pm$ 0.03,0,0,0,0.27 $\pm$ 0.02
LogisticRegressionElasticNet,BorderlineSMOTE,0.25 $\pm$ 0.03,0.26 $\pm$ 0.04,0.27 $\pm$ 0.03,0.28 $\pm$ 0.03,0.30 $\pm$ 0.01,0.35 $\pm$ 0.03
LogisticRegressionElasticNet,No Upsampling,0.23 $\pm$ 0.03,0.22 $\pm$ 0.02,0.22 $\pm$ 0.01,0.22 $\pm$ 0.02,0.27 $\pm$ 0.01,0.29 $\pm$ 0.02
LogisticRegressionElasticNet,Random Oversampling,0.27 $\pm$ 0.03,0.28 $\pm$ 0.04,0.29 $\pm$ 0.02,0.31 $\pm$ 0.03,0.34 $\pm$ 0.02,0.38 $\pm$ 0.04
LogisticRegressionElasticNet,SMOTE,0.26 $\pm$ 0.02,0.27 $\pm$ 0.03,0.28 $\pm$ 0.03,0.29 $\pm$ 0.02,0.30 $\pm$ 0.00,0.35 $\pm$ 0.04
LogisticRegressionElasticNet,SVMSMOTE,0,0.25 $\pm$ 0.03,0,0,0,0.34 $\pm$ 0.03
LogisticRegressionLasso,BorderlineSMOTE,0.18 $\pm$ 0.02,0.23 $\pm$ 0.04,0.24 $\pm$ 0.02,0.26 $\pm$ 0.05,0.25 $\pm$ 0.05,0.30 $\pm$ 0.02
LogisticRegressionLasso,No Upsampling,0.16 $\pm$ 0.02,0.23 $\pm$ 0.02,0.23 $\pm$ 0.03,0.23 $\pm$ 0.05,0.22 $\pm$ 0.03,0.25 $\pm$ 0.01
LogisticRegressionLasso,Random Oversampling,0.17 $\pm$ 0.02,0.26 $\pm$ 0.04,0.26 $\pm$ 0.03,0.27 $\pm$ 0.05,0.25 $\pm$ 0.04,0.31 $\pm$ 0.01
LogisticRegressionLasso,SMOTE,0.17 $\pm$ 0.02,0.24 $\pm$ 0.03,0.25 $\pm$ 0.02,0.25 $\pm$ 0.04,0.25 $\pm$ 0.04,0.30 $\pm$ 0.02
LogisticRegressionLasso,SVMSMOTE,0,0.23 $\pm$ 0.04,0,0,0,0.32 $\pm$ 0.02
LogisticRegressionRidge,BorderlineSMOTE,0.18 $\pm$ 0.02,0.22 $\pm$ 0.03,0.22 $\pm$ 0.03,0.21 $\pm$ 0.02,0.22 $\pm$ 0.02,0.26 $\pm$ 0.02
LogisticRegressionRidge,No Upsampling,0.14 $\pm$ 0.01,0.19 $\pm$ 0.03,0.20 $\pm$ 0.03,0.19 $\pm$ 0.01,0.19 $\pm$ 0.02,0.22 $\pm$ 0.02
LogisticRegressionRidge,RakelD Partitioning of labels,0.16 $\pm$ 0.02,0.19 $\pm$ 0.05,0.19 $\pm$ 0.01,0.21 $\pm$ 0.05,0.19 $\pm$ 0.03,0.26 $\pm$ 0.03
LogisticRegressionRidge,Random Oversampling,0.19 $\pm$ 0.01,0.23 $\pm$ 0.02,0.23 $\pm$ 0.02,0.23 $\pm$ 0.01,0.23 $\pm$ 0.01,0.26 $\pm$ 0.02
LogisticRegressionRidge,SMOTE,0.18 $\pm$ 0.02,0.22 $\pm$ 0.03,0.22 $\pm$ 0.03,0.22 $\pm$ 0.02,0.23 $\pm$ 0.02,0.25 $\pm$ 0.03
LogisticRegressionRidge,SVMSMOTE,0,0.22 $\pm$ 0.02,0,0,0,0.24 $\pm$ 0.02
Multi-label ARAM,Natively Multilabel,0.18 $\pm$ 0.05,0.14 $\pm$ 0.00,0.14 $\pm$ 0.00,0.14 $\pm$ 0.00,0.18 $\pm$ 0.05,0.13 $\pm$ 0.02
Multilabel k Nearest Neighbours,Natively Multilabel,0.19 $\pm$ 0.02,0.27 $\pm$ 0.07,0.25 $\pm$ 0.06,0.25 $\pm$ 0.06,0.19 $\pm$ 0.03,0.21 $\pm$ 0.04
NaiveBayes,BorderlineSMOTE,0.51 $\pm$ 0.02,0.57 $\pm$ 0.02,0.58 $\pm$ 0.02,0.58 $\pm$ 0.00,0.60 $\pm$ 0.02,0.64 $\pm$ 0.03
NaiveBayes,No Upsampling,0.64 $\pm$ 0.03,0.47 $\pm$ 0.03,0.42 $\pm$ 0.01,0.34 $\pm$ 0.00,0.29 $\pm$ 0.01,0.22 $\pm$ 0.02
NaiveBayes,Random Oversampling,0.52 $\pm$ 0.03,0.58 $\pm$ 0.03,0.59 $\pm$ 0.03,0.61 $\pm$ 0.01,0.63 $\pm$ 0.03,0.68 $\pm$ 0.03
NaiveBayes,SMOTE,0.55 $\pm$ 0.03,0.59 $\pm$ 0.02,0.59 $\pm$ 0.02,0.60 $\pm$ 0.02,0.61 $\pm$ 0.02,0.65 $\pm$ 0.03
RandomForest,BorderlineSMOTE,0.11 $\pm$ 0.03,0.10 $\pm$ 0.03,0.12 $\pm$ 0.01,0.11 $\pm$ 0.04,0.12 $\pm$ 0.01,0.18 $\pm$ 0.04
RandomForest,No Upsampling,0.08 $\pm$ 0.01,0.05 $\pm$ 0.02,0.06 $\pm$ 0.01,0.07 $\pm$ 0.02,0.07 $\pm$ 0.03,0.09 $\pm$ 0.01
RandomForest,Random Oversampling,0.16 $\pm$ 0.01,0.12 $\pm$ 0.00,0.13 $\pm$ 0.00,0.15 $\pm$ 0.03,0.14 $\pm$ 0.02,0.19 $\pm$ 0.01
RandomForest,SMOTE,0.13 $\pm$ 0.01,0.11 $\pm$ 0.03,0.10 $\pm$ 0.01,0.12 $\pm$ 0.04,0.12 $\pm$ 0.01,0.17 $\pm$ 0.03
RandomForest,SVMSMOTE,0,0.09 $\pm$ 0.01,0,0,0,0.17 $\pm$ 0.03
RidgeClassifier,BorderlineSMOTE,0.19 $\pm$ 0.01,0.23 $\pm$ 0.02,0.23 $\pm$ 0.03,0.22 $\pm$ 0.01,0.23 $\pm$ 0.02,0.27 $\pm$ 0.02
RidgeClassifier,No Upsampling,0.19 $\pm$ 0.01,0.23 $\pm$ 0.02,0.23 $\pm$ 0.03,0.22 $\pm$ 0.01,0.23 $\pm$ 0.02,0.27 $\pm$ 0.02
RidgeClassifier,Random Oversampling,0.19 $\pm$ 0.01,0.23 $\pm$ 0.02,0.23 $\pm$ 0.03,0.22 $\pm$ 0.01,0.23 $\pm$ 0.02,0.27 $\pm$ 0.02
RidgeClassifier,SMOTE,0.19 $\pm$ 0.01,0.23 $\pm$ 0.02,0.23 $\pm$ 0.03,0.22 $\pm$ 0.01,0.23 $\pm$ 0.02,0.27 $\pm$ 0.02
RidgeClassifier,SVMSMOTE,0,0.23 $\pm$ 0.02,0,0,0,0.26 $\pm$ 0.02
SVM,BorderlineSMOTE,0.13 $\pm$ 0.02,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00
SVM,No Upsampling,0.02 $\pm$ 0.02,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.04 $\pm$ 0.03,0.12 $\pm$ 0.02
SVM,RakelD Partitioning of labels,0.02 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.05 $\pm$ 0.06
SVM,Random Oversampling,0.13 $\pm$ 0.03,0.01 $\pm$ 0.00,0.02 $\pm$ 0.01,0.02 $\pm$ 0.01,0.10 $\pm$ 0.03,0.14 $\pm$ 0.00
SVM,SMOTE,0.13 $\pm$ 0.03,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00
SVM,SVMSMOTE,0,0.02 $\pm$ 0.01,0,0,0,0.00 $\pm$ 0.00
XGBoost,BorderlineSMOTE,0.21 $\pm$ 0.07,0.23 $\pm$ 0.04,0.23 $\pm$ 0.02,0.28 $\pm$ 0.04,0.25 $\pm$ 0.03,0.34 $\pm$ 0.04
XGBoost,No Upsampling,0.16 $\pm$ 0.03,0.19 $\pm$ 0.04,0.21 $\pm$ 0.01,0.20 $\pm$ 0.02,0.21 $\pm$ 0.02,0.27 $\pm$ 0.03
XGBoost,Random Oversampling,0.22 $\pm$ 0.03,0.22 $\pm$ 0.03,0.25 $\pm$ 0.03,0.27 $\pm$ 0.01,0.24 $\pm$ 0.01,0.34 $\pm$ 0.03
XGBoost,SMOTE,0.21 $\pm$ 0.03,0.23 $\pm$ 0.04,0.22 $\pm$ 0.02,0.26 $\pm$ 0.02,0.26 $\pm$ 0.03,0.34 $\pm$ 0.04
XGBoost,SVMSMOTE,0,0.21 $\pm$ 0.04,0,0,0,0.31 $\pm$ 0.05
