model_type,model_subtype,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
LogisticRegressionElasticNet,SMOTE,0.30 $\pm$ 0.02,0.32 $\pm$ 0.03,0.33 $\pm$ 0.03,0.37 $\pm$ 0.02,0.37 $\pm$ 0.01,0.42 $\pm$ 0.03
LogisticRegressionElasticNet,SVMSMOTE,0,0.31 $\pm$ 0.02,0,0,0,0.40 $\pm$ 0.02
LogisticRegressionLasso,BorderlineSMOTE,0.24 $\pm$ 0.03,0.30 $\pm$ 0.03,0.30 $\pm$ 0.01,0.33 $\pm$ 0.05,0.33 $\pm$ 0.05,0.36 $\pm$ 0.01
LogisticRegressionLasso,No Upsampling,0.22 $\pm$ 0.03,0.29 $\pm$ 0.03,0.29 $\pm$ 0.02,0.29 $\pm$ 0.05,0.29 $\pm$ 0.03,0.32 $\pm$ 0.00
LogisticRegressionLasso,Random Oversampling,0.22 $\pm$ 0.03,0.32 $\pm$ 0.03,0.31 $\pm$ 0.03,0.33 $\pm$ 0.05,0.32 $\pm$ 0.04,0.36 $\pm$ 0.01
LogisticRegressionLasso,SMOTE,0.23 $\pm$ 0.02,0.30 $\pm$ 0.03,0.29 $\pm$ 0.01,0.31 $\pm$ 0.04,0.31 $\pm$ 0.05,0.36 $\pm$ 0.02
LogisticRegressionLasso,SVMSMOTE,0,0.29 $\pm$ 0.03,0,0,0,0.37 $\pm$ 0.01
LogisticRegressionRidge,BorderlineSMOTE,0.24 $\pm$ 0.02,0.27 $\pm$ 0.02,0.31 $\pm$ 0.04,0.29 $\pm$ 0.02,0.30 $\pm$ 0.02,0.33 $\pm$ 0.01
LogisticRegressionRidge,No Upsampling,0.20 $\pm$ 0.01,0.24 $\pm$ 0.03,0.28 $\pm$ 0.04,0.26 $\pm$ 0.02,0.26 $\pm$ 0.02,0.30 $\pm$ 0.01
LogisticRegressionRidge,RakelD Partitioning of labels,0.21 $\pm$ 0.02,0.25 $\pm$ 0.04,0.25 $\pm$ 0.02,0.28 $\pm$ 0.04,0.27 $\pm$ 0.03,0.33 $\pm$ 0.03
LogisticRegressionRidge,Random Oversampling,0.25 $\pm$ 0.02,0.28 $\pm$ 0.02,0.31 $\pm$ 0.03,0.31 $\pm$ 0.01,0.30 $\pm$ 0.00,0.33 $\pm$ 0.01
LogisticRegressionRidge,SMOTE,0.24 $\pm$ 0.02,0.28 $\pm$ 0.02,0.30 $\pm$ 0.04,0.30 $\pm$ 0.02,0.30 $\pm$ 0.02,0.32 $\pm$ 0.02
LogisticRegressionRidge,SVMSMOTE,0,0.26 $\pm$ 0.02,0,0,0,0.30 $\pm$ 0.01
Multi-label ARAM,Natively Multilabel,0.09 $\pm$ 0.02,0.08 $\pm$ 0.00,0.08 $\pm$ 0.00,0.08 $\pm$ 0.00,0.09 $\pm$ 0.02,0.07 $\pm$ 0.01
Multilabel k Nearest Neighbours,Natively Multilabel,0.21 $\pm$ 0.01,0.27 $\pm$ 0.04,0.28 $\pm$ 0.05,0.27 $\pm$ 0.06,0.23 $\pm$ 0.03,0.24 $\pm$ 0.04
NaiveBayes,BorderlineSMOTE,0.37 $\pm$ 0.01,0.43 $\pm$ 0.02,0.47 $\pm$ 0.00,0.48 $\pm$ 0.02,0.48 $\pm$ 0.01,0.51 $\pm$ 0.02
NaiveBayes,No Upsampling,0.37 $\pm$ 0.00,0.40 $\pm$ 0.01,0.42 $\pm$ 0.01,0.42 $\pm$ 0.01,0.35 $\pm$ 0.02,0.29 $\pm$ 0.02
NaiveBayes,Random Oversampling,0.37 $\pm$ 0.01,0.45 $\pm$ 0.03,0.46 $\pm$ 0.01,0.49 $\pm$ 0.02,0.51 $\pm$ 0.02,**0.52 $\pm$ 0.03**
NaiveBayes,SMOTE,0.39 $\pm$ 0.01,0.44 $\pm$ 0.01,0.46 $\pm$ 0.01,0.50 $\pm$ 0.01,0.49 $\pm$ 0.01,**0.52 $\pm$ 0.02**
RandomForest,BorderlineSMOTE,0.17 $\pm$ 0.04,0.17 $\pm$ 0.04,0.18 $\pm$ 0.01,0.17 $\pm$ 0.05,0.19 $\pm$ 0.02,0.25 $\pm$ 0.05
RandomForest,No Upsampling,0.12 $\pm$ 0.02,0.09 $\pm$ 0.04,0.09 $\pm$ 0.01,0.11 $\pm$ 0.03,0.12 $\pm$ 0.04,0.15 $\pm$ 0.02
RandomForest,Random Oversampling,0.22 $\pm$ 0.01,0.18 $\pm$ 0.00,0.19 $\pm$ 0.01,0.22 $\pm$ 0.03,0.21 $\pm$ 0.02,0.27 $\pm$ 0.02
RandomForest,SMOTE,0.20 $\pm$ 0.01,0.17 $\pm$ 0.05,0.15 $\pm$ 0.02,0.18 $\pm$ 0.05,0.18 $\pm$ 0.01,0.25 $\pm$ 0.04
RandomForest,SVMSMOTE,0,0.14 $\pm$ 0.01,0,0,0,0.25 $\pm$ 0.04
RidgeClassifier,BorderlineSMOTE,0.25 $\pm$ 0.01,0.29 $\pm$ 0.02,0.31 $\pm$ 0.03,0.31 $\pm$ 0.01,0.31 $\pm$ 0.02,0.34 $\pm$ 0.01
RidgeClassifier,No Upsampling,0.25 $\pm$ 0.01,0.29 $\pm$ 0.02,0.31 $\pm$ 0.03,0.31 $\pm$ 0.01,0.31 $\pm$ 0.02,0.34 $\pm$ 0.01
RidgeClassifier,Random Oversampling,0.25 $\pm$ 0.01,0.29 $\pm$ 0.02,0.31 $\pm$ 0.03,0.31 $\pm$ 0.01,0.31 $\pm$ 0.02,0.34 $\pm$ 0.01
RidgeClassifier,SMOTE,0.24 $\pm$ 0.01,0.29 $\pm$ 0.02,0.31 $\pm$ 0.03,0.31 $\pm$ 0.01,0.31 $\pm$ 0.02,0.34 $\pm$ 0.01
RidgeClassifier,SVMSMOTE,0,0.28 $\pm$ 0.01,0,0,0,0.33 $\pm$ 0.02
SVM,BorderlineSMOTE,0.17 $\pm$ 0.03,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.01 $\pm$ 0.01,0.00 $\pm$ 0.01,0.00 $\pm$ 0.00
SVM,No Upsampling,0.03 $\pm$ 0.02,0.00 $\pm$ 0.01,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.04 $\pm$ 0.02,0.07 $\pm$ 0.01
SVM,RakelD Partitioning of labels,0.04 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.00,0.00 $\pm$ 0.01,0.00 $\pm$ 0.00,0.02 $\pm$ 0.03
SVM,Random Oversampling,0.17 $\pm$ 0.03,0.02 $\pm$ 0.01,0.04 $\pm$ 0.02,0.04 $\pm$ 0.03,0.08 $\pm$ 0.02,0.08 $\pm$ 0.01
SVM,SMOTE,0.17 $\pm$ 0.03,0.00 $\pm$ 0.01,0.00 $\pm$ 0.01,0.01 $\pm$ 0.01,0.00 $\pm$ 0.01,0.00 $\pm$ 0.00
SVM,SVMSMOTE,0,0.04 $\pm$ 0.02,0,0,0,0.00 $\pm$ 0.00
XGBoost,BorderlineSMOTE,0.25 $\pm$ 0.07,0.27 $\pm$ 0.03,0.28 $\pm$ 0.02,0.33 $\pm$ 0.04,0.30 $\pm$ 0.03,0.39 $\pm$ 0.04
XGBoost,No Upsampling,0.20 $\pm$ 0.03,0.24 $\pm$ 0.04,0.26 $\pm$ 0.01,0.27 $\pm$ 0.03,0.27 $\pm$ 0.01,0.34 $\pm$ 0.03
XGBoost,Random Oversampling,0.26 $\pm$ 0.04,0.26 $\pm$ 0.03,0.30 $\pm$ 0.03,0.33 $\pm$ 0.01,0.29 $\pm$ 0.03,0.39 $\pm$ 0.03
XGBoost,SMOTE,0.26 $\pm$ 0.03,0.28 $\pm$ 0.04,0.27 $\pm$ 0.02,0.32 $\pm$ 0.03,0.31 $\pm$ 0.03,0.39 $\pm$ 0.04
XGBoost,SVMSMOTE,0,0.27 $\pm$ 0.04,0,0,0,0.36 $\pm$ 0.05
