language,model_type,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
it,NaiveBayes,0.552,0.622,0.622,0.613,0.691,0.717
it,RandomForest,0.304,0.439,0.391,0.435,0.374,0.435
it,RidgeClassifier,0.448,0.409,0.378,0.404,0.387,0.452
it,SVM,0.300,0.017,0.161,0.174,0.274,0.335
it,XGBoost,0.270,0.435,0.400,0.413,0.413,0.443
po,Binary Relevance kNN,0.519,0.461,0.413,0.223,0.218,0.175
po,ComplementNaiveBayes,0.524,0.427,0.529,0.505,0.592,0.675
po,Dummy Classifier,0.578,0.466,0.529,0.417,0.500,0.549
po,KNN,0.714,0.549,0.704,0.641,0.330,0.636
po,LinearSVM,0.519,0.427,0.505,0.437,0.524,0.529
po,LogisticRegression,0.524,0.451,0.524,0.466,0.515,0.553
po,LogisticRegressionElasticNet,0.500,0.456,0.485,0.456,0.568,0.587
po,LogisticRegressionLasso,0.345,0.456,0.510,0.485,0.549,0.544
po,LogisticRegressionRidge,0.534,0.471,0.558,0.476,0.568,0.549
po,Multilabel k Nearest Neighbours,0.408,0.379,0.558,0.369,0.461,0.354
po,NaiveBayes,0.505,0.592,0.621,0.655,0.684,**0.830**
po,RandomForest,0.500,0.495,0.485,0.461,0.471,0.544
po,RidgeClassifier,0.524,0.461,0.534,0.456,0.549,0.563
po,SVM,0.505,0.379,0.403,0.539,0.563,0.529
po,XGBoost,0.481,0.505,0.476,0.519,0.505,0.563
ru,Binary Relevance kNN,0.128,0.233,0.221,0.233,0.221,0.221
ru,ComplementNaiveBayes,0.453,0.349,0.302,0.360,0.302,0.326
ru,Dummy Classifier,0.523,0.477,0.477,0.512,0.535,0.453
ru,KNN,0.488,0.907,0.965,**1.000**,**1.000**,**1.000**
ru,LinearSVM,0.302,0.174,0.174,0.186,0.244,0.279
ru,LogisticRegression,0.279,0.244,0.209,0.198,0.256,0.244
ru,LogisticRegressionElasticNet,0.244,0.186,0.174,0.186,0.233,0.267
ru,LogisticRegressionLasso,0.233,0.221,0.186,0.326,0.326,0.395
ru,LogisticRegressionRidge,0.349,0.372,0.267,0.279,0.256,0.267
ru,Multilabel k Nearest Neighbours,0.279,0.326,0.291,0.291,0.163,0.174
ru,NaiveBayes,0.453,0.558,0.558,0.570,0.605,0.663
ru,RandomForest,0.267,0.198,0.151,0.209,0.267,0.256
ru,RidgeClassifier,0.314,0.384,0.267,0.279,0.267,0.267
ru,SVM,0.163,0.012,0.023,0.035,0.070,0.070
ru,XGBoost,0.233,0.233,0.244,0.314,0.337,0.442
