model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.416,0.615,0.499,0.504,0.508,0.530
LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.427,0.583,0.486,0.498,0.478,0.561
LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.454,0.583,0.495,0.494,0.466,0.552
LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.545,0.559,0.512,0.515,0.475,0.562
LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.417,0.599,0.470,0.464,0.510,0.555
LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.474,0.550,0.493,0.519,0.451,0.507
LogisticRegressionRidge,No Upsampling,LogisticRegressionRidgeDual,0.458,0.498,0.485,0.521,0.466,0.514
LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidgeDual_ROS,0.460,0.517,0.496,0.529,0.460,0.510
LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.474,0.459,0.493,0.512,0.444,0.520
LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.469,0.486,0.470,0.444,0.477,0.511
NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.493,0.533,0.499,0.509,0.500,0.443
NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.500,0.544,0.486,0.487,0.486,0.430
NaiveBayes,No Upsampling,ComplementNaiveBayes,0.493,0.564,0.516,0.509,0.441,0.534
NaiveBayes,No Upsampling,NaiveBayes,0.493,0.564,0.528,0.509,0.443,0.534
NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.493,0.564,0.528,0.509,0.438,0.536
NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.494,0.564,0.520,0.509,0.434,0.534
NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.493,0.484,0.445,0.511,0.508,0.534
NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.493,0.459,0.478,0.494,0.470,0.534
NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.499,0.564,0.522,0.499,0.441,0.534
NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.500,0.566,0.517,0.509,0.438,0.534
RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.550,0.425,0.529,0.621,0.481,**0.723**
RandomForest,No Upsampling,RandomForest,0.523,0.562,0.534,0.542,0.549,0.593
RandomForest,Random Oversampling,RandomForest_ROS,0.273,0.513,0.449,0.538,0.494,0.622
RandomForest,SMOTE,RandomForest_SMOTE,0.360,0.543,0.567,0.574,0.491,0.513
RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.417,0.502,0.451,0.555,0.449,0.540
RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.472,0.547,0.509,0.500,0.489,0.552
RidgeClassifier,No Upsampling,RidgeClassifier,0.471,0.549,0.544,0.490,0.497,0.556
RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.480,0.506,0.540,0.499,0.575,0.531
RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.431,0.551,0.436,0.507,0.435,0.556
RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.418,0.462,0.512,0.439,0.429,0.524
SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.463,0.528,0.576,0.437,0.542,0.602
SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.423,0.576,0.508,0.557,0.537,0.550
SVM,No Upsampling,SVM_rbf,0.488,0.534,0.496,0.440,0.542,0.534
SVM,No Upsampling,SVM_sigmoid,0.420,0.538,0.572,0.484,0.545,0.631
SVM,Random Oversampling,SVM_rbf_ROS,0.476,0.520,0.482,0.445,0.569,0.578
SVM,Random Oversampling,SVM_sigmoid_ROS,0.488,0.546,0.480,0.539,0.526,0.583
SVM,SMOTE,SVM_rbf_SMOTE,0.469,0.506,0.592,0.437,0.580,0.614
SVM,SMOTE,SVM_sigmoid_SMOTE,0.414,0.561,0.522,0.521,0.554,0.534
SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.469,0.538,0.476,0.470,0.539,0.550
SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.490,0.535,0.534,0.505,0.555,0.546
XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.390,0.517,0.501,0.499,0.437,0.563
XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.387,0.516,0.464,0.485,0.480,0.549
XGBoost,No Upsampling,XGBoost_broad,0.442,0.598,0.478,0.508,0.435,0.526
XGBoost,No Upsampling,XGBoost_narrow,0.441,0.535,0.459,0.466,0.531,0.503
XGBoost,Random Oversampling,XGBoost_broad_ROS,0.485,0.557,0.475,0.549,0.485,0.532
XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.387,0.555,0.507,0.517,0.534,0.496
XGBoost,SMOTE,XGBoost_broad_SMOTE,0.436,0.564,0.523,0.529,0.465,0.550
XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.436,0.533,0.527,0.547,0.523,0.523
XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.501,0.547,0.464,0.462,0.449,0.595
XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.427,0.516,0.524,0.499,0.550,0.549
