model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.351,0.431,0.418,0.418,0.409,0.479
NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.388,0.468,0.418,0.421,0.391,0.396
NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.380,0.466,0.427,0.423,0.535,0.482
NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.365,0.482,0.443,0.444,0.423,0.495
NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.351,0.463,0.423,0.426,0.409,0.391
NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.351,0.468,0.391,0.417,0.433,0.393
RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.462,0.417,0.460,0.405,0.402,0.502
RandomForest,No Upsampling,RandomForest,0.420,0.459,0.357,0.386,0.437,0.529
RandomForest,Random Oversampling,RandomForest_ROS,0.458,0.547,0.427,0.541,0.434,0.430
RandomForest,SMOTE,RandomForest_SMOTE,0.544,0.409,0.406,0.449,0.403,0.427
RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.418,0.435,0.485,0.350,0.358,0.539
RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.384,0.500,0.425,0.434,0.382,0.407
RidgeClassifier,No Upsampling,RidgeClassifier,0.401,0.502,0.417,0.407,0.403,0.398
RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.423,0.463,0.473,0.463,0.403,0.416
RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.375,0.407,0.458,0.407,0.380,0.412
RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.396,0.432,0.402,0.344,0.390,0.418
SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.416,0.444,0.504,0.414,0.367,0.544
SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.366,0.414,0.412,0.573,0.406,0.462
SVM,No Upsampling,SVM_rbf,0.397,0.512,0.481,0.561,0.431,**0.655**
SVM,No Upsampling,SVM_sigmoid,0.402,0.419,0.543,0.510,0.395,0.410
SVM,Random Oversampling,SVM_rbf_ROS,0.377,0.522,0.394,0.538,0.269,0.537
SVM,Random Oversampling,SVM_sigmoid_ROS,0.403,0.411,0.489,0.502,0.340,0.416
SVM,SMOTE,SVM_rbf_SMOTE,0.371,0.448,0.452,0.435,0.407,0.536
SVM,SMOTE,SVM_sigmoid_SMOTE,0.424,0.518,0.477,0.609,0.401,0.416
SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.382,0.472,0.471,0.502,0.455,0.617
SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.400,0.419,0.439,0.523,0.372,0.476
XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.385,0.382,0.395,0.420,0.354,0.520
XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.338,0.359,0.398,0.413,0.349,0.460
XGBoost,No Upsampling,XGBoost_broad,0.410,0.427,0.433,0.276,0.491,0.410
XGBoost,No Upsampling,XGBoost_narrow,0.338,0.372,0.459,0.342,0.373,0.425
XGBoost,Random Oversampling,XGBoost_broad_ROS,0.293,0.448,0.455,0.363,0.431,0.456
XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.294,0.351,0.403,0.337,0.334,0.444
XGBoost,SMOTE,XGBoost_broad_SMOTE,0.452,0.338,0.449,0.396,0.364,0.481
XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.403,0.415,0.392,0.291,0.347,0.399
XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.392,0.474,0.413,0.380,0.392,0.447
XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.364,0.361,0.413,0.387,0.422,0.495
