language,model_type,model_subtype,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
en,NaiveBayes,Random Oversampling,0.667,0.719,0.753,0.751,0.760,0.768
en,NaiveBayes,SMOTE,0.650,0.704,0.726,0.738,0.743,0.760
en,RandomForest,BorderlineSMOTE,0.474,0.528,0.562,0.565,0.589,0.601
en,RandomForest,No Upsampling,0.455,0.543,0.565,0.570,0.555,0.584
en,RandomForest,Random Oversampling,0.518,0.567,0.577,0.584,0.604,0.609
en,RandomForest,SMOTE,0.474,0.540,0.575,0.572,0.599,0.592
en,RandomForest,SVMSMOTE,0.487,0.550,0.570,0.604,0.582,0.601
en,RidgeClassifier,BorderlineSMOTE,0.570,0.594,0.587,0.592,0.606,0.643
en,RidgeClassifier,No Upsampling,0.560,0.594,0.587,0.592,0.606,0.643
en,RidgeClassifier,Random Oversampling,0.562,0.594,0.587,0.592,0.606,0.643
en,RidgeClassifier,SMOTE,0.567,0.594,0.587,0.592,0.606,0.643
en,RidgeClassifier,SVMSMOTE,0.562,0.614,0.589,0.621,0.614,0.653
en,SVM,BorderlineSMOTE,0.416,0.372,0.416,0.438,0.474,0.487
en,SVM,No Upsampling,0.413,0.372,0.418,0.428,0.479,0.504
en,SVM,RakelD Partitioning of labels,0.335,0.396,0.509,0.550,0.469,0.509
en,SVM,Random Oversampling,0.450,0.428,0.457,0.460,0.516,0.535
en,SVM,SMOTE,0.396,0.369,0.408,0.452,0.469,0.484
en,SVM,SVMSMOTE,0.386,0.389,0.435,0.479,0.469,0.489
en,XGBoost,BorderlineSMOTE,0.425,0.538,0.567,0.533,0.572,0.597
en,XGBoost,No Upsampling,0.462,0.531,0.575,0.550,0.570,0.587
en,XGBoost,Random Oversampling,0.479,0.567,0.589,0.550,0.589,0.594
en,XGBoost,SMOTE,0.479,0.531,0.587,0.540,0.584,0.604
en,XGBoost,SVMSMOTE,0.472,0.535,0.584,0.570,0.592,0.614
fr,Binary Relevance kNN,Natively Multilabel,0.214,0.175,0.087,0.159,0.190,0.063
fr,ComplementNaiveBayes,RakelD Partitioning of labels,0.349,0.429,0.365,0.349,0.365,0.381
fr,Dummy Classifier,No Upsampling,0.563,0.532,0.492,0.468,0.532,0.484
fr,KNN,BorderlineSMOTE,0.849,0.937,0.873,0.905,0.659,**1.000**
fr,KNN,No Upsampling,0.214,0.310,0.198,0.135,0.079,0.040
fr,KNN,Random Oversampling,0.381,0.571,0.532,0.381,0.341,0.246
fr,KNN,SMOTE,0.865,0.968,0.992,**1.000**,0.643,**1.000**
fr,KNN,SVMSMOTE,0.825,0,0,0,0,**1.000**
fr,LinearSVM,BorderlineSMOTE,0.238,0.286,0.302,0.206,0.286,0.270
fr,LinearSVM,No Upsampling,0.238,0.286,0.302,0.206,0.286,0.270
fr,LinearSVM,RakelD Partitioning of labels,0.254,0.286,0.310,0.190,0.278,0.254
fr,LinearSVM,Random Oversampling,0.238,0.286,0.302,0.206,0.286,0.270
fr,LinearSVM,SMOTE,0.238,0.286,0.302,0.206,0.286,0.270
fr,LogisticRegression,BorderlineSMOTE,0.246,0.286,0.294,0.206,0.270,0.286
fr,LogisticRegression,No Upsampling,0.238,0.302,0.286,0.190,0.286,0.286
fr,LogisticRegression,Random Oversampling,0.262,0.278,0.286,0.198,0.270,0.278
fr,LogisticRegression,SMOTE,0.262,0.294,0.294,0.198,0.294,0.278
fr,LogisticRegression,SVMSMOTE,0.341,0.317,0.302,0.214,0.310,0.302
fr,LogisticRegressionElasticNet,BorderlineSMOTE,0.206,0.317,0.278,0.230,0.310,0.278
fr,LogisticRegressionElasticNet,No Upsampling,0.198,0.302,0.270,0.206,0.286,0.270
fr,LogisticRegressionElasticNet,Random Oversampling,0.206,0.317,0.278,0.230,0.317,0.302
fr,LogisticRegressionElasticNet,SMOTE,0.206,0.317,0.270,0.230,0.310,0.278
fr,LogisticRegressionElasticNet,SVMSMOTE,0.214,0.333,0.302,0.214,0.302,0.302
fr,LogisticRegressionLasso,BorderlineSMOTE,0.246,0.389,0.286,0.270,0.373,0.381
fr,LogisticRegressionLasso,No Upsampling,0.246,0.389,0.262,0.254,0.365,0.365
fr,LogisticRegressionLasso,Random Oversampling,0.246,0.397,0.294,0.270,0.389,0.421
fr,LogisticRegressionLasso,SMOTE,0.246,0.397,0.278,0.254,0.373,0.373
fr,LogisticRegressionLasso,SVMSMOTE,0.214,0.341,0.325,0.246,0.389,0.365
fr,LogisticRegressionRidge,BorderlineSMOTE,0.270,0.341,0.310,0.230,0.262,0.262
fr,LogisticRegressionRidge,No Upsampling,0.246,0.317,0.302,0.230,0.246,0.222
fr,LogisticRegressionRidge,RakelD Partitioning of labels,0.254,0.317,0.310,0.222,0.238,0.246
fr,LogisticRegressionRidge,Random Oversampling,0.278,0.373,0.317,0.254,0.278,0.278
fr,LogisticRegressionRidge,SMOTE,0.262,0.341,0.310,0.238,0.278,0.262
fr,LogisticRegressionRidge,SVMSMOTE,0.357,0.317,0.286,0.230,0.270,0.254
fr,Multilabel k Nearest Neighbours,Natively Multilabel,0.270,0.333,0.389,0.246,0.095,0.389
fr,NaiveBayes,BorderlineSMOTE,0.429,0.492,0.500,0.500,0.571,0.627
fr,NaiveBayes,No Upsampling,0.286,0.365,0.333,0.262,0.254,0.222
fr,NaiveBayes,Random Oversampling,0.437,0.524,0.524,0.540,0.587,0.690
fr,NaiveBayes,SMOTE,0.405,0.532,0.516,0.563,0.587,0.603
fr,RandomForest,BorderlineSMOTE,0.214,0.238,0.198,0.214,0.230,0.278
fr,RandomForest,No Upsampling,0.222,0.230,0.214,0.246,0.214,0.222
fr,RandomForest,Random Oversampling,0.246,0.278,0.238,0.246,0.278,0.325
fr,RandomForest,SMOTE,0.214,0.238,0.206,0.198,0.254,0.294
fr,RandomForest,SVMSMOTE,0.238,0.246,0.214,0.238,0.262,0.278
fr,RidgeClassifier,BorderlineSMOTE,0.278,0.381,0.317,0.246,0.278,0.278
fr,RidgeClassifier,No Upsampling,0.278,0.381,0.317,0.246,0.278,0.278
fr,RidgeClassifier,Random Oversampling,0.278,0.381,0.317,0.246,0.278,0.278
fr,RidgeClassifier,SMOTE,0.278,0.381,0.317,0.246,0.278,0.278
fr,RidgeClassifier,SVMSMOTE,0.381,0.365,0.302,0.238,0.270,0.294
fr,SVM,BorderlineSMOTE,0.095,0.000,0.000,0.000,0.008,0.000
fr,SVM,No Upsampling,0.079,0.000,0.008,0.000,0.008,0.000
fr,SVM,RakelD Partitioning of labels,0.040,0.040,0.063,0.016,0.000,0.000
fr,SVM,Random Oversampling,0.151,0.063,0.079,0.032,0.063,0.000
fr,SVM,SMOTE,0.127,0.000,0.000,0.000,0.008,0.000
fr,SVM,SVMSMOTE,0.317,0.008,0.008,0.000,0.000,0.008
fr,XGBoost,BorderlineSMOTE,0.159,0.302,0.262,0.254,0.333,0.325
fr,XGBoost,No Upsampling,0.167,0.333,0.270,0.246,0.310,0.357
fr,XGBoost,Random Oversampling,0.230,0.373,0.294,0.278,0.365,0.373
fr,XGBoost,SMOTE,0.167,0.381,0.262,0.238,0.325,0.405
fr,XGBoost,SVMSMOTE,0.119,0.341,0.254,0.230,0.302,0.325
ge,Binary Relevance kNN,Natively Multilabel,0.360,0.448,0.360,0.285,0.326,0.174
ge,ComplementNaiveBayes,RakelD Partitioning of labels,0.448,0.453,0.413,0.436,0.483,0.552
ge,Dummy Classifier,No Upsampling,0.517,0.500,0.494,0.459,0.529,0.523
ge,KNN,BorderlineSMOTE,0.645,0.767,0.773,0.826,0.692,0.657
ge,KNN,No Upsampling,0.285,0.349,0.302,0.297,0.285,0.035
ge,KNN,Random Oversampling,0.378,0.541,0.483,0.378,0.424,0.099
ge,KNN,SMOTE,0.686,0.791,0.756,**0.860**,0.767,0.756
ge,KNN,SVMSMOTE,0,0.756,0.767,0,0,0
ge,LinearSVM,BorderlineSMOTE,0.302,0.331,0.355,0.343,0.419,0.442
ge,LinearSVM,No Upsampling,0.302,0.331,0.355,0.343,0.419,0.442
ge,LinearSVM,RakelD Partitioning of labels,0.308,0.337,0.349,0.360,0.430,0.401
ge,LinearSVM,Random Oversampling,0.302,0.331,0.355,0.343,0.419,0.442
ge,LinearSVM,SMOTE,0.302,0.331,0.355,0.343,0.419,0.442
ge,LogisticRegression,BorderlineSMOTE,0.302,0.331,0.360,0.355,0.401,0.424
ge,LogisticRegression,No Upsampling,0.308,0.337,0.337,0.291,0.430,0.430
ge,LogisticRegression,Random Oversampling,0.302,0.331,0.355,0.372,0.401,0.448
ge,LogisticRegression,SMOTE,0.302,0.331,0.355,0.366,0.401,0.436
ge,LogisticRegression,SVMSMOTE,0.302,0.378,0.378,0.331,0.424,0.442
ge,LogisticRegressionElasticNet,BorderlineSMOTE,0.250,0.360,0.360,0.355,0.424,0.488
ge,LogisticRegressionElasticNet,No Upsampling,0.250,0.337,0.349,0.360,0.419,0.471
ge,LogisticRegressionElasticNet,Random Oversampling,0.250,0.355,0.366,0.366,0.430,0.494
ge,LogisticRegressionElasticNet,SMOTE,0.250,0.355,0.360,0.360,0.424,0.488
ge,LogisticRegressionElasticNet,SVMSMOTE,0.250,0.355,0.390,0.355,0.424,0.483
ge,LogisticRegressionLasso,BorderlineSMOTE,0.134,0.349,0.360,0.343,0.424,0.494
ge,LogisticRegressionLasso,No Upsampling,0.134,0.349,0.343,0.337,0.407,0.459
ge,LogisticRegressionLasso,Random Oversampling,0.140,0.366,0.355,0.343,0.442,0.506
ge,LogisticRegressionLasso,SMOTE,0.134,0.355,0.355,0.343,0.430,0.506
ge,LogisticRegressionLasso,SVMSMOTE,0.145,0.331,0.384,0.331,0.436,0.494
ge,LogisticRegressionRidge,BorderlineSMOTE,0.302,0.477,0.459,0.407,0.424,0.430
ge,LogisticRegressionRidge,No Upsampling,0.302,0.453,0.436,0.390,0.413,0.424
ge,LogisticRegressionRidge,RakelD Partitioning of labels,0.302,0.471,0.355,0.448,0.390,0.378
ge,LogisticRegressionRidge,Random Oversampling,0.308,0.477,0.448,0.413,0.453,0.430
ge,LogisticRegressionRidge,SMOTE,0.302,0.471,0.448,0.401,0.430,0.430
ge,LogisticRegressionRidge,SVMSMOTE,0.349,0.436,0.430,0.401,0.448,0.436
ge,Multilabel k Nearest Neighbours,Natively Multilabel,0.459,0.436,0.459,0.390,0.262,0.256
ge,NaiveBayes,BorderlineSMOTE,0.320,0.552,0.581,0.581,0.645,0.692
ge,NaiveBayes,No Upsampling,0.262,0.442,0.453,0.465,0.517,0.494
ge,NaiveBayes,Random Oversampling,0.314,0.605,0.599,0.599,0.657,0.703
ge,NaiveBayes,SMOTE,0.285,0.552,0.570,0.581,0.663,0.698
ge,RandomForest,BorderlineSMOTE,0.273,0.407,0.326,0.384,0.355,0.378
ge,RandomForest,No Upsampling,0.285,0.483,0.355,0.372,0.349,0.372
ge,RandomForest,Random Oversampling,0.291,0.576,0.378,0.378,0.378,0.372
ge,RandomForest,SMOTE,0.267,0.430,0.320,0.378,0.337,0.395
ge,RandomForest,SVMSMOTE,0.273,0.459,0.372,0.372,0.390,0.401
ge,RidgeClassifier,BorderlineSMOTE,0.302,0.483,0.448,0.419,0.436,0.436
ge,RidgeClassifier,No Upsampling,0.302,0.483,0.448,0.419,0.436,0.436
ge,RidgeClassifier,Random Oversampling,0.302,0.483,0.448,0.419,0.436,0.436
ge,RidgeClassifier,SMOTE,0.302,0.483,0.448,0.419,0.436,0.436
ge,RidgeClassifier,SVMSMOTE,0.343,0.494,0.424,0.413,0.448,0.442
ge,SVM,BorderlineSMOTE,0.355,0.250,0.233,0.250,0.256,0.331
ge,SVM,No Upsampling,0.186,0.174,0.163,0.337,0.372,0.506
ge,SVM,RakelD Partitioning of labels,0.145,0.140,0.035,0.099,0.151,0.302
ge,SVM,Random Oversampling,0.198,0.169,0.314,0.436,0.360,0.547
ge,SVM,SMOTE,0.360,0.244,0.244,0.250,0.250,0.320
ge,SVM,SVMSMOTE,0.483,0.250,0.250,0.244,0.262,0.267
ge,XGBoost,BorderlineSMOTE,0.244,0.547,0.314,0.302,0.390,0.430
ge,XGBoost,No Upsampling,0.250,0.587,0.343,0.314,0.401,0.419
ge,XGBoost,Random Oversampling,0.279,0.669,0.343,0.343,0.395,0.453
ge,XGBoost,SMOTE,0.256,0.552,0.308,0.285,0.384,0.424
ge,XGBoost,SVMSMOTE,0.244,0.552,0.349,0.326,0.355,0.401
it,Binary Relevance kNN,Natively Multilabel,0.287,0.378,0.270,0.287,0.213,0.174
it,ComplementNaiveBayes,RakelD Partitioning of labels,0.474,0.448,0.361,0.439,0.404,0.491
it,Dummy Classifier,No Upsampling,0.487,0.500,0.461,0.374,0.470,0.487
it,KNN,BorderlineSMOTE,0.922,0.852,**1.000**,0.952,0.839,**1.000**
it,KNN,No Upsampling,0.326,0.174,0.052,0.178,0.174,0.026
it,KNN,Random Oversampling,0.513,0.443,0.461,0.383,0.500,0.204
it,KNN,SMOTE,0.917,0.904,**1.000**,**1.000**,0.835,**1.000**
it,KNN,SVMSMOTE,0.891,0.761,**1.000**,0,0.830,0.974
it,LinearSVM,BorderlineSMOTE,0.365,0.361,0.330,0.365,0.374,0.417
it,LinearSVM,No Upsampling,0.365,0.348,0.330,0.365,0.374,0.417
it,LinearSVM,RakelD Partitioning of labels,0.383,0.352,0.330,0.365,0.357,0.383
it,LinearSVM,Random Oversampling,0.365,0.348,0.330,0.365,0.374,0.417
it,LinearSVM,SMOTE,0.374,0.374,0.330,0.365,0.374,0.417
it,LogisticRegression,BorderlineSMOTE,0.365,0.370,0.335,0.361,0.378,0.422
it,LogisticRegression,No Upsampling,0.361,0.343,0.296,0.357,0.378,0.387
it,LogisticRegression,Random Oversampling,0.365,0.357,0.339,0.365,0.374,0.409
it,LogisticRegression,SMOTE,0.357,0.335,0.343,0.374,0.370,0.404
it,LogisticRegression,SVMSMOTE,0.430,0.361,0.348,0.357,0.391,0.439
it,LogisticRegressionElasticNet,BorderlineSMOTE,0.291,0.330,0.335,0.343,0.422,0.387
it,LogisticRegressionElasticNet,No Upsampling,0.287,0.309,0.313,0.335,0.387,0.374
it,LogisticRegressionElasticNet,Random Oversampling,0.296,0.330,0.339,0.343,0.435,0.400
it,LogisticRegressionElasticNet,SMOTE,0.300,0.330,0.339,0.343,0.435,0.387
it,LogisticRegressionElasticNet,SVMSMOTE,0.309,0.357,0.339,0.361,0.443,0.443
it,LogisticRegressionLasso,BorderlineSMOTE,0.265,0.352,0.283,0.361,0.404,0.430
it,LogisticRegressionLasso,No Upsampling,0.261,0.343,0.278,0.348,0.396,0.417
it,LogisticRegressionLasso,Random Oversampling,0.278,0.343,0.287,0.374,0.430,0.457
it,LogisticRegressionLasso,SMOTE,0.261,0.357,0.278,0.378,0.413,0.439
it,LogisticRegressionLasso,SVMSMOTE,0.283,0.361,0.348,0.400,0.461,0.470
it,LogisticRegressionRidge,BorderlineSMOTE,0.409,0.413,0.370,0.400,0.361,0.409
it,LogisticRegressionRidge,No Upsampling,0.365,0.387,0.357,0.391,0.339,0.396
it,LogisticRegressionRidge,RakelD Partitioning of labels,0.396,0.343,0.357,0.348,0.348,0.343
it,LogisticRegressionRidge,Random Oversampling,0.396,0.413,0.378,0.409,0.357,0.404
it,LogisticRegressionRidge,SMOTE,0.396,0.413,0.378,0.404,0.365,0.400
it,LogisticRegressionRidge,SVMSMOTE,0.426,0.378,0.357,0.409,0.383,0.417
it,Multilabel k Nearest Neighbours,Natively Multilabel,0.417,0.439,0.396,0.491,0.322,0.348
it,NaiveBayes,BorderlineSMOTE,0.552,0.543,0.591,0.613,0.657,0.717
it,NaiveBayes,No Upsampling,0.426,0.361,0.352,0.357,0.391,0.348
it,NaiveBayes,Random Oversampling,0.587,0.622,0.622,0.643,0.691,0.748
it,NaiveBayes,SMOTE,0.530,0.543,0.591,0.613,0.648,0.691
it,RandomForest,BorderlineSMOTE,0.252,0.370,0.361,0.396,0.317,0.387
it,RandomForest,No Upsampling,0.278,0.343,0.361,0.357,0.283,0.357
it,RandomForest,Random Oversampling,0.304,0.439,0.391,0.435,0.374,0.435
it,RandomForest,SMOTE,0.265,0.370,0.365,0.383,0.309,0.396
it,RandomForest,SVMSMOTE,0.270,0.348,0.317,0.400,0.283,0.404
it,RidgeClassifier,BorderlineSMOTE,0.387,0.404,0.378,0.404,0.365,0.404
it,RidgeClassifier,No Upsampling,0.383,0.409,0.378,0.404,0.365,0.404
it,RidgeClassifier,Random Oversampling,0.383,0.409,0.378,0.404,0.365,0.404
it,RidgeClassifier,SMOTE,0.383,0.409,0.378,0.404,0.365,0.404
it,RidgeClassifier,SVMSMOTE,0.448,0.396,0.370,0.409,0.387,0.452
it,SVM,BorderlineSMOTE,0.152,0.009,0.013,0.035,0.043,0.100
it,SVM,No Upsampling,0.109,0.004,0.017,0.104,0.178,0.248
it,SVM,RakelD Partitioning of labels,0.152,0.000,0.161,0.026,0.274,0.187
it,SVM,Random Oversampling,0.200,0.017,0.022,0.174,0.209,0.335
it,SVM,SMOTE,0.157,0.009,0.013,0.039,0.026,0.117
it,SVM,SVMSMOTE,0.300,0.009,0.013,0.022,0.013,0.087
it,XGBoost,BorderlineSMOTE,0.204,0.357,0.352,0.370,0.352,0.396
it,XGBoost,No Upsampling,0.226,0.378,0.335,0.378,0.374,0.409
it,XGBoost,Random Oversampling,0.270,0.435,0.400,0.413,0.413,0.422
it,XGBoost,SMOTE,0.187,0.383,0.339,0.383,0.361,0.443
it,XGBoost,SVMSMOTE,0.222,0.391,0.343,0.378,0.378,0.435
po,Binary Relevance kNN,Natively Multilabel,0.519,0.461,0.413,0.223,0.218,0.175
po,ComplementNaiveBayes,RakelD Partitioning of labels,0.524,0.427,0.529,0.505,0.592,0.675
po,Dummy Classifier,No Upsampling,0.578,0.466,0.529,0.417,0.500,0.549
po,KNN,BorderlineSMOTE,0.699,0.650,0.655,0.641,0.641,0.553
po,KNN,No Upsampling,0.558,0.437,0.354,0.204,0.262,0.126
po,KNN,Random Oversampling,0.617,0.549,0.481,0.350,0.330,0.214
po,KNN,SMOTE,0.650,0.641,0.641,0.607,0.636,0.636
po,KNN,SVMSMOTE,0.714,0.684,0.704,0.641,0.631,0
po,LinearSVM,BorderlineSMOTE,0.519,0.427,0.505,0.437,0.524,0.529
po,LinearSVM,No Upsampling,0.519,0.427,0.505,0.437,0.524,0.529
po,LinearSVM,RakelD Partitioning of labels,0.505,0.437,0.461,0.422,0.515,0.524
po,LinearSVM,Random Oversampling,0.519,0.427,0.505,0.437,0.524,0.529
po,LinearSVM,SMOTE,0.519,0.427,0.505,0.437,0.524,0.529
po,LogisticRegression,BorderlineSMOTE,0.524,0.422,0.515,0.466,0.456,0.553
po,LogisticRegression,No Upsampling,0.515,0.451,0.510,0.451,0.505,0.534
po,LogisticRegression,Random Oversampling,0.515,0.432,0.515,0.427,0.481,0.553
po,LogisticRegression,SMOTE,0.524,0.427,0.515,0.451,0.476,0.519
po,LogisticRegression,SVMSMOTE,0.466,0.437,0.524,0.437,0.515,0.524
po,LogisticRegressionElasticNet,BorderlineSMOTE,0.481,0.432,0.485,0.456,0.573,0.583
po,LogisticRegressionElasticNet,No Upsampling,0.485,0.427,0.485,0.451,0.544,0.573
po,LogisticRegressionElasticNet,Random Oversampling,0.500,0.427,0.485,0.456,0.568,0.587
po,LogisticRegressionElasticNet,SMOTE,0.481,0.432,0.476,0.456,0.568,0.583
po,LogisticRegressionElasticNet,SVMSMOTE,0.490,0.456,0.490,0.456,0.539,0.587
po,LogisticRegressionLasso,BorderlineSMOTE,0.345,0.447,0.490,0.466,0.539,0.539
po,LogisticRegressionLasso,No Upsampling,0.345,0.442,0.481,0.447,0.505,0.524
po,LogisticRegressionLasso,Random Oversampling,0.345,0.456,0.495,0.451,0.529,0.524
po,LogisticRegressionLasso,SMOTE,0.345,0.451,0.490,0.485,0.534,0.539
po,LogisticRegressionLasso,SVMSMOTE,0.291,0.369,0.510,0.451,0.549,0.544
po,LogisticRegressionRidge,BorderlineSMOTE,0.529,0.466,0.558,0.471,0.558,0.534
po,LogisticRegressionRidge,No Upsampling,0.524,0.456,0.539,0.466,0.563,0.515
po,LogisticRegressionRidge,RakelD Partitioning of labels,0.534,0.437,0.505,0.447,0.485,0.471
po,LogisticRegressionRidge,Random Oversampling,0.524,0.461,0.539,0.476,0.568,0.539
po,LogisticRegressionRidge,SMOTE,0.534,0.471,0.553,0.461,0.568,0.539
po,LogisticRegressionRidge,SVMSMOTE,0.481,0.456,0.524,0.466,0.534,0.549
po,Multilabel k Nearest Neighbours,Natively Multilabel,0.408,0.379,0.558,0.369,0.461,0.354
po,NaiveBayes,BorderlineSMOTE,0.476,0.568,0.621,0.641,0.684,0.806
po,NaiveBayes,No Upsampling,0.476,0.471,0.515,0.505,0.515,0.500
po,NaiveBayes,Random Oversampling,0.505,0.592,0.626,0.626,0.680,**0.830**
po,NaiveBayes,SMOTE,0.495,0.563,0.617,0.655,0.665,0.801
po,RandomForest,BorderlineSMOTE,0.447,0.456,0.413,0.461,0.456,0.510
po,RandomForest,No Upsampling,0.466,0.461,0.447,0.403,0.442,0.451
po,RandomForest,Random Oversampling,0.500,0.495,0.485,0.461,0.471,0.544
po,RandomForest,SMOTE,0.461,0.432,0.437,0.422,0.447,0.471
po,RandomForest,SVMSMOTE,0.442,0.471,0.447,0.456,0.417,0.461
po,RidgeClassifier,BorderlineSMOTE,0.524,0.461,0.534,0.451,0.549,0.549
po,RidgeClassifier,No Upsampling,0.524,0.456,0.534,0.451,0.549,0.549
po,RidgeClassifier,Random Oversampling,0.524,0.461,0.534,0.451,0.549,0.549
po,RidgeClassifier,SMOTE,0.524,0.461,0.534,0.451,0.549,0.549
po,RidgeClassifier,SVMSMOTE,0.466,0.447,0.519,0.456,0.539,0.563
po,SVM,BorderlineSMOTE,0.403,0.374,0.432,0.456,0.466,0.456
po,SVM,No Upsampling,0.350,0.306,0.383,0.500,0.539,0.505
po,SVM,RakelD Partitioning of labels,0.316,0.291,0.447,0.437,0.461,0.383
po,SVM,Random Oversampling,0.364,0.330,0.403,0.539,0.563,0.529
po,SVM,SMOTE,0.413,0.379,0.437,0.456,0.471,0.456
po,SVM,SVMSMOTE,0.505,0.369,0.413,0.442,0.476,0.442
po,XGBoost,BorderlineSMOTE,0.451,0.485,0.451,0.500,0.481,0.553
po,XGBoost,No Upsampling,0.447,0.481,0.476,0.519,0.495,0.563
po,XGBoost,Random Oversampling,0.481,0.505,0.461,0.505,0.505,0.524
po,XGBoost,SMOTE,0.447,0.485,0.461,0.481,0.505,0.544
po,XGBoost,SVMSMOTE,0.447,0.461,0.451,0.481,0.471,0.553
ru,Binary Relevance kNN,Natively Multilabel,0.128,0.233,0.221,0.233,0.221,0.221
ru,ComplementNaiveBayes,RakelD Partitioning of labels,0.453,0.349,0.302,0.360,0.302,0.326
ru,Dummy Classifier,No Upsampling,0.523,0.477,0.477,0.512,0.535,0.453
ru,KNN,BorderlineSMOTE,0.802,0.837,0.895,0.965,**1.000**,0.826
ru,KNN,No Upsampling,0.198,0.105,0.105,0.023,0.198,0.116
ru,KNN,Random Oversampling,0.488,0.465,0.302,0.302,0.384,0.267
ru,KNN,SMOTE,0.849,0.907,0.965,**1.000**,**1.000**,**1.000**
ru,KNN,SVMSMOTE,0,0,0,0,**1.000**,0
ru,LinearSVM,BorderlineSMOTE,0.291,0.163,0.163,0.186,0.186,0.233
ru,LinearSVM,No Upsampling,0.279,0.163,0.163,0.186,0.186,0.233
ru,LinearSVM,RakelD Partitioning of labels,0.302,0.174,0.174,0.198,0.244,0.279
ru,LinearSVM,Random Oversampling,0.291,0.163,0.163,0.186,0.186,0.233
ru,LinearSVM,SMOTE,0.302,0.163,0.163,0.186,0.186,0.233
ru,LogisticRegression,BorderlineSMOTE,0.267,0.163,0.198,0.186,0.186,0.244
ru,LogisticRegression,No Upsampling,0.279,0.198,0.209,0.198,0.186,0.244
ru,LogisticRegression,Random Oversampling,0.279,0.186,0.198,0.186,0.198,0.233
ru,LogisticRegression,SMOTE,0.267,0.174,0.209,0.174,0.198,0.233
ru,LogisticRegression,SVMSMOTE,0.314,0.244,0.198,0,0.256,0.244
ru,LogisticRegressionElasticNet,BorderlineSMOTE,0.221,0.140,0.151,0.186,0.233,0.267
