model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidge_BorderlineSMOTE,0.645,0.703,0.725,0.751,0.718,0.758
LogisticRegressionRidge,No Upsampling,LogisticRegressionRidge,0.659,0.705,0.721,0.742,0.722,0.765
LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidge_ROS,0.656,0.702,0.725,0.753,0.720,0.767
LogisticRegressionRidge,SMOTE,LogisticRegressionRidge_SMOTE,0.634,0.708,0.718,0.751,0.719,0.752
LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidge_SVMSMOTE,0.616,0.686,0.710,0.737,0.737,0.761
NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.614,0.694,0.708,0.688,0.685,0.688
NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.617,0.692,0.714,0.691,0.686,0.697
NaiveBayes,No Upsampling,ComplementNaiveBayes,0.623,0.755,0.775,0.779,0.777,0.811
NaiveBayes,No Upsampling,NaiveBayes,0.636,0.722,0.765,0.754,0.737,0.748
NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.628,0.697,0.711,0.701,0.685,0.690
NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.626,0.700,0.709,0.691,0.698,0.698
NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.621,0.705,0.720,0.696,0.698,0.707
NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.625,0.705,0.725,0.706,0.705,0.693
RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.710,0.778,0.779,0.763,**0.812**,0.760
RandomForest,No Upsampling,RandomForest,0.701,0.779,0.732,0.778,0.805,0.786
RandomForest,Random Oversampling,RandomForest_ROS,0.698,0.714,0.736,0.732,0.808,0.749
RandomForest,SMOTE,RandomForest_SMOTE,0.711,0.797,0.757,0.764,0.789,0.751
RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.698,0.738,0.713,0.788,0.790,0.766
RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.645,0.693,0.722,0.737,0.718,0.750
RidgeClassifier,No Upsampling,RidgeClassifier,0.652,0.693,0.722,0.737,0.718,0.750
RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.652,0.693,0.722,0.737,0.718,0.750
RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.642,0.693,0.722,0.737,0.718,0.750
RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.626,0.690,0.711,0.720,0.721,0.748
SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.539,0.605,0.681,0.713,0.640,0.790
SVM,No Upsampling,SVM_rbf,0.627,0.633,0.685,0.629,0.659,0.738
SVM,Random Oversampling,SVM_rbf_ROS,0.631,0.759,0.712,0.736,0.699,0.719
SVM,SMOTE,SVM_rbf_SMOTE,0.490,0.622,0.676,0.715,0.636,0.790
SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.486,0.668,0.679,0.644,0.746,0.794
XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.580,0.650,0.660,0.712,0.682,0.683
XGBoost,No Upsampling,XGBoost_narrow,0.607,0.650,0.661,0.709,0.683,0.710
XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.586,0.647,0.655,0.679,0.703,0.685
XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.636,0.647,0.651,0.707,0.692,0.681
XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.632,0.641,0.664,0.717,0.707,0.696
