model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.56 $\pm$ 0.02,0.57 $\pm$ 0.03,0.60 $\pm$ 0.02,0.60 $\pm$ 0.01,0.62 $\pm$ 0.01,0.63 $\pm$ 0.01
LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.59 $\pm$ 0.03,0.63 $\pm$ 0.03,0.63 $\pm$ 0.01,0.65 $\pm$ 0.01,0.67 $\pm$ 0.01,0.67 $\pm$ 0.02
LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,0.59 $\pm$ 0.02,0.62 $\pm$ 0.02,0.63 $\pm$ 0.02,0.64 $\pm$ 0.01,0.66 $\pm$ 0.01,0.70 $\pm$ 0.03
LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.58 $\pm$ 0.03,0.61 $\pm$ 0.02,0.62 $\pm$ 0.02,0.64 $\pm$ 0.01,0.65 $\pm$ 0.01,0.68 $\pm$ 0.02
LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.57 $\pm$ 0.04,0.62 $\pm$ 0.02,0.62 $\pm$ 0.02,0.64 $\pm$ 0.01,0.64 $\pm$ 0.01,0.68 $\pm$ 0.02
LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.56 $\pm$ 0.04,0.62 $\pm$ 0.03,0.62 $\pm$ 0.00,0.66 $\pm$ 0.03,0.65 $\pm$ 0.02,0.68 $\pm$ 0.02
LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.58 $\pm$ 0.03,0.62 $\pm$ 0.03,0.64 $\pm$ 0.02,0.65 $\pm$ 0.01,0.65 $\pm$ 0.02,0.69 $\pm$ 0.02
LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.57 $\pm$ 0.04,0.60 $\pm$ 0.03,0.65 $\pm$ 0.02,0.66 $\pm$ 0.02,0.67 $\pm$ 0.01,0.70 $\pm$ 0.02
LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.57 $\pm$ 0.04,0.61 $\pm$ 0.02,0.63 $\pm$ 0.02,0.66 $\pm$ 0.02,0.66 $\pm$ 0.02,0.68 $\pm$ 0.02
LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.57 $\pm$ 0.03,0.61 $\pm$ 0.03,0.61 $\pm$ 0.01,0.64 $\pm$ 0.02,0.65 $\pm$ 0.02,0.67 $\pm$ 0.02
LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.58 $\pm$ 0.02,0.60 $\pm$ 0.02,0.62 $\pm$ 0.01,0.63 $\pm$ 0.01,0.64 $\pm$ 0.03,0.67 $\pm$ 0.02
LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.66 $\pm$ 0.02,0.69 $\pm$ 0.03,0.69 $\pm$ 0.04,0.69 $\pm$ 0.01,0.72 $\pm$ 0.02,0.73 $\pm$ 0.02
LogisticRegressionRidge,No Upsampling,LogisticRegressionRidgeDual,0.63 $\pm$ 0.03,0.70 $\pm$ 0.04,0.70 $\pm$ 0.03,0.72 $\pm$ 0.01,0.73 $\pm$ 0.02,0.74 $\pm$ 0.02
LogisticRegressionRidge,RakelD Partitioning of labels,RakelD_LogisticRegression,0.69 $\pm$ 0.01,0.72 $\pm$ 0.02,0.73 $\pm$ 0.03,0.72 $\pm$ 0.03,0.76 $\pm$ 0.01,0.76 $\pm$ 0.00
LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidgeDual_ROS,0.66 $\pm$ 0.01,0.68 $\pm$ 0.03,0.70 $\pm$ 0.03,0.69 $\pm$ 0.01,0.73 $\pm$ 0.01,0.72 $\pm$ 0.01
LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.64 $\pm$ 0.02,0.67 $\pm$ 0.03,0.69 $\pm$ 0.04,0.67 $\pm$ 0.01,0.70 $\pm$ 0.02,0.72 $\pm$ 0.02
LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.61 $\pm$ 0.02,0.65 $\pm$ 0.02,0.67 $\pm$ 0.04,0.68 $\pm$ 0.02,0.70 $\pm$ 0.03,0.70 $\pm$ 0.02
Multi-label ARAM,Natively Multilabel,MLARAM,0.58 $\pm$ 0.22,0.31 $\pm$ 0.14,0.53 $\pm$ 0.07,0.59 $\pm$ 0.06,0.63 $\pm$ 0.08,0.48 $\pm$ 0.05
Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.56 $\pm$ 0.01,0.61 $\pm$ 0.01,0.63 $\pm$ 0.03,0.61 $\pm$ 0.01,0.64 $\pm$ 0.02,0.62 $\pm$ 0.03
NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.60 $\pm$ 0.02,0.66 $\pm$ 0.02,0.66 $\pm$ 0.02,0.69 $\pm$ 0.01,0.71 $\pm$ 0.00,0.72 $\pm$ 0.02
NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.62 $\pm$ 0.01,0.66 $\pm$ 0.02,0.69 $\pm$ 0.02,0.71 $\pm$ 0.02,0.71 $\pm$ 0.01,0.73 $\pm$ 0.01
NaiveBayes,No Upsampling,ComplementNaiveBayes,0.70 $\pm$ 0.01,0.68 $\pm$ 0.03,0.69 $\pm$ 0.02,0.70 $\pm$ 0.02,0.72 $\pm$ 0.01,0.73 $\pm$ 0.01
NaiveBayes,No Upsampling,NaiveBayes,0.68 $\pm$ 0.03,0.71 $\pm$ 0.04,0.70 $\pm$ 0.01,0.70 $\pm$ 0.02,0.72 $\pm$ 0.01,0.72 $\pm$ 0.02
NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.61 $\pm$ 0.01,0.66 $\pm$ 0.01,0.66 $\pm$ 0.03,0.69 $\pm$ 0.02,0.70 $\pm$ 0.02,0.72 $\pm$ 0.02
NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.60 $\pm$ 0.02,0.67 $\pm$ 0.02,0.66 $\pm$ 0.02,0.69 $\pm$ 0.02,0.70 $\pm$ 0.02,0.72 $\pm$ 0.02
NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.63 $\pm$ 0.00,0.66 $\pm$ 0.02,0.69 $\pm$ 0.02,0.71 $\pm$ 0.02,0.69 $\pm$ 0.02,0.73 $\pm$ 0.01
NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.62 $\pm$ 0.01,0.67 $\pm$ 0.01,0.69 $\pm$ 0.02,0.69 $\pm$ 0.03,0.71 $\pm$ 0.02,0.72 $\pm$ 0.02
NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.60 $\pm$ 0.02,0.67 $\pm$ 0.02,0.66 $\pm$ 0.02,0.68 $\pm$ 0.02,0.70 $\pm$ 0.02,0.72 $\pm$ 0.02
NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.60 $\pm$ 0.02,0.66 $\pm$ 0.03,0.66 $\pm$ 0.03,0.69 $\pm$ 0.02,0.69 $\pm$ 0.02,0.72 $\pm$ 0.01
RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.51 $\pm$ 0.09,0.60 $\pm$ 0.03,0.63 $\pm$ 0.03,0.62 $\pm$ 0.01,0.64 $\pm$ 0.02,0.67 $\pm$ 0.01
RandomForest,No Upsampling,RandomForest,0.56 $\pm$ 0.06,0.61 $\pm$ 0.05,0.61 $\pm$ 0.03,0.63 $\pm$ 0.00,0.64 $\pm$ 0.02,0.68 $\pm$ 0.02
RandomForest,Random Oversampling,RandomForest_ROS,0.50 $\pm$ 0.02,0.58 $\pm$ 0.05,0.62 $\pm$ 0.03,0.62 $\pm$ 0.01,0.65 $\pm$ 0.02,0.67 $\pm$ 0.02
RandomForest,SMOTE,RandomForest_SMOTE,0.54 $\pm$ 0.05,0.59 $\pm$ 0.04,0.63 $\pm$ 0.03,0.62 $\pm$ 0.01,0.64 $\pm$ 0.02,0.67 $\pm$ 0.01
RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.50 $\pm$ 0.02,0.61 $\pm$ 0.03,0.62 $\pm$ 0.02,0.62 $\pm$ 0.01,0.65 $\pm$ 0.02,0.68 $\pm$ 0.02
RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.60 $\pm$ 0.02,0.60 $\pm$ 0.01,0.62 $\pm$ 0.03,0.66 $\pm$ 0.02,0.68 $\pm$ 0.02,0.70 $\pm$ 0.02
RidgeClassifier,No Upsampling,RidgeClassifier,0.60 $\pm$ 0.01,0.61 $\pm$ 0.02,0.64 $\pm$ 0.03,0.66 $\pm$ 0.02,0.68 $\pm$ 0.02,0.70 $\pm$ 0.02
RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.59 $\pm$ 0.01,0.59 $\pm$ 0.02,0.62 $\pm$ 0.02,0.65 $\pm$ 0.03,0.66 $\pm$ 0.02,0.69 $\pm$ 0.03
RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.60 $\pm$ 0.02,0.58 $\pm$ 0.02,0.60 $\pm$ 0.01,0.64 $\pm$ 0.02,0.66 $\pm$ 0.02,0.69 $\pm$ 0.02
RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.62 $\pm$ 0.01,0.59 $\pm$ 0.02,0.63 $\pm$ 0.02,0.65 $\pm$ 0.01,0.67 $\pm$ 0.02,0.68 $\pm$ 0.01
SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.61 $\pm$ 0.02,0.58 $\pm$ 0.06,0.64 $\pm$ 0.03,0.68 $\pm$ 0.01,0.69 $\pm$ 0.03,0.70 $\pm$ 0.02
SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.61 $\pm$ 0.02,0.61 $\pm$ 0.02,0.65 $\pm$ 0.02,0.67 $\pm$ 0.01,0.69 $\pm$ 0.01,0.71 $\pm$ 0.02
SVM,No Upsampling,SVM_rbf,0.60 $\pm$ 0.03,0.60 $\pm$ 0.02,0.64 $\pm$ 0.02,0.67 $\pm$ 0.02,0.68 $\pm$ 0.01,0.71 $\pm$ 0.01
SVM,No Upsampling,SVM_sigmoid,0.61 $\pm$ 0.02,0.63 $\pm$ 0.03,0.65 $\pm$ 0.03,0.69 $\pm$ 0.02,0.69 $\pm$ 0.03,0.71 $\pm$ 0.01
SVM,RakelD Partitioning of labels,RakelD_SVM,0.59 $\pm$ 0.02,0.62 $\pm$ 0.02,0.65 $\pm$ 0.03,0.67 $\pm$ 0.01,0.68 $\pm$ 0.02,0.70 $\pm$ 0.01
SVM,Random Oversampling,SVM_rbf_ROS,0.60 $\pm$ 0.03,0.58 $\pm$ 0.02,0.63 $\pm$ 0.03,0.65 $\pm$ 0.03,0.68 $\pm$ 0.02,0.71 $\pm$ 0.02
SVM,Random Oversampling,SVM_sigmoid_ROS,0.60 $\pm$ 0.03,0.61 $\pm$ 0.02,0.66 $\pm$ 0.04,0.67 $\pm$ 0.02,0.69 $\pm$ 0.01,0.70 $\pm$ 0.00
SVM,SMOTE,SVM_rbf_SMOTE,0.59 $\pm$ 0.04,0.58 $\pm$ 0.02,0.61 $\pm$ 0.04,0.65 $\pm$ 0.02,0.67 $\pm$ 0.01,0.70 $\pm$ 0.01
SVM,SMOTE,SVM_sigmoid_SMOTE,0.61 $\pm$ 0.02,0.62 $\pm$ 0.02,0.64 $\pm$ 0.03,0.68 $\pm$ 0.02,0.69 $\pm$ 0.02,0.70 $\pm$ 0.01
SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.58 $\pm$ 0.01,0.57 $\pm$ 0.03,0.63 $\pm$ 0.04,0.65 $\pm$ 0.02,0.68 $\pm$ 0.02,0.69 $\pm$ 0.02
SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.61 $\pm$ 0.01,0.62 $\pm$ 0.03,0.65 $\pm$ 0.03,0.67 $\pm$ 0.03,0.67 $\pm$ 0.02,0.71 $\pm$ 0.02
XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.74 $\pm$ 0.01,0.72 $\pm$ 0.03,0.72 $\pm$ 0.03,0.71 $\pm$ 0.01,0.72 $\pm$ 0.03,0.74 $\pm$ 0.02
XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.76 $\pm$ 0.02,0.75 $\pm$ 0.06,0.71 $\pm$ 0.02,0.73 $\pm$ 0.02,0.73 $\pm$ 0.03,0.73 $\pm$ 0.02
XGBoost,No Upsampling,XGBoost_broad,0.74 $\pm$ 0.04,0.70 $\pm$ 0.05,0.71 $\pm$ 0.04,0.72 $\pm$ 0.01,0.67 $\pm$ 0.03,0.71 $\pm$ 0.02
XGBoost,No Upsampling,XGBoost_narrow,0.76 $\pm$ 0.04,0.73 $\pm$ 0.03,0.71 $\pm$ 0.01,0.72 $\pm$ 0.03,0.71 $\pm$ 0.02,0.71 $\pm$ 0.02
XGBoost,Random Oversampling,XGBoost_broad_ROS,0.74 $\pm$ 0.02,0.70 $\pm$ 0.06,0.73 $\pm$ 0.04,0.73 $\pm$ 0.02,0.73 $\pm$ 0.04,0.75 $\pm$ 0.03
XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.74 $\pm$ 0.01,0.69 $\pm$ 0.02,0.73 $\pm$ 0.08,0.71 $\pm$ 0.03,0.72 $\pm$ 0.02,0.71 $\pm$ 0.02
XGBoost,SMOTE,XGBoost_broad_SMOTE,0.73 $\pm$ 0.05,0.71 $\pm$ 0.02,0.75 $\pm$ 0.04,0.73 $\pm$ 0.04,0.72 $\pm$ 0.03,0.72 $\pm$ 0.03
XGBoost,SMOTE,XGBoost_narrow_SMOTE,**0.77 $\pm$ 0.02**,0.70 $\pm$ 0.04,0.72 $\pm$ 0.04,0.72 $\pm$ 0.00,0.72 $\pm$ 0.02,0.73 $\pm$ 0.02
XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.76 $\pm$ 0.01,0.70 $\pm$ 0.02,0.73 $\pm$ 0.03,0.71 $\pm$ 0.02,0.73 $\pm$ 0.02,0.75 $\pm$ 0.02
XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.76 $\pm$ 0.01,0.71 $\pm$ 0.01,0.72 $\pm$ 0.04,0.73 $\pm$ 0.03,0.73 $\pm$ 0.03,0.73 $\pm$ 0.02
