model_type,model_subtype,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
LogisticRegressionLasso,BorderlineSMOTE,0.50 $\pm$ 0.02,0.48 $\pm$ 0.02,0.50 $\pm$ 0.02,0.55 $\pm$ 0.01,0.52 $\pm$ 0.02,0.62 $\pm$ 0.02
LogisticRegressionLasso,No Upsampling,0.48 $\pm$ 0.02,0.47 $\pm$ 0.01,0.48 $\pm$ 0.02,0.58 $\pm$ 0.02,0.55 $\pm$ 0.02,0.66 $\pm$ 0.04
LogisticRegressionLasso,Random Oversampling,0.49 $\pm$ 0.02,0.46 $\pm$ 0.02,0.47 $\pm$ 0.01,0.53 $\pm$ 0.01,0.52 $\pm$ 0.01,0.60 $\pm$ 0.04
LogisticRegressionLasso,SMOTE,0.52 $\pm$ 0.04,0.44 $\pm$ 0.04,0.46 $\pm$ 0.02,0.51 $\pm$ 0.01,0.51 $\pm$ 0.02,0.59 $\pm$ 0.03
LogisticRegressionLasso,SVMSMOTE,0.48 $\pm$ 0.01,0.46 $\pm$ 0.02,0.46 $\pm$ 0.01,0.50 $\pm$ 0.03,0.49 $\pm$ 0.01,0.57 $\pm$ 0.02
LogisticRegressionRidge,BorderlineSMOTE,0.54 $\pm$ 0.04,0.57 $\pm$ 0.03,0.60 $\pm$ 0.01,0.67 $\pm$ 0.04,0.69 $\pm$ 0.01,0.73 $\pm$ 0.02
LogisticRegressionRidge,No Upsampling,0.54 $\pm$ 0.03,0.64 $\pm$ 0.03,0.62 $\pm$ 0.04,0.66 $\pm$ 0.03,0.66 $\pm$ 0.06,0.71 $\pm$ 0.05
LogisticRegressionRidge,RakelD Partitioning of labels,0.58 $\pm$ 0.04,0.64 $\pm$ 0.01,0.65 $\pm$ 0.02,0.68 $\pm$ 0.03,0.72 $\pm$ 0.02,0.72 $\pm$ 0.05
LogisticRegressionRidge,Random Oversampling,0.54 $\pm$ 0.02,0.63 $\pm$ 0.02,0.63 $\pm$ 0.01,0.68 $\pm$ 0.02,0.73 $\pm$ 0.03,0.74 $\pm$ 0.03
LogisticRegressionRidge,SMOTE,0.51 $\pm$ 0.03,0.56 $\pm$ 0.02,0.53 $\pm$ 0.02,0.65 $\pm$ 0.03,0.64 $\pm$ 0.03,0.69 $\pm$ 0.02
LogisticRegressionRidge,SVMSMOTE,0.50 $\pm$ 0.04,0.51 $\pm$ 0.02,0.45 $\pm$ 0.02,0.59 $\pm$ 0.05,0.61 $\pm$ 0.07,0.70 $\pm$ 0.07
Multi-label ARAM,Natively Multilabel,0.73 $\pm$ 0.20,0.37 $\pm$ 0.20,0.54 $\pm$ 0.11,0.42 $\pm$ 0.11,0.66 $\pm$ 0.26,0.69 $\pm$ 0.07
Multilabel k Nearest Neighbours,Natively Multilabel,0.46 $\pm$ 0.07,0.53 $\pm$ 0.13,0.41 $\pm$ 0.03,0.44 $\pm$ 0.04,0.40 $\pm$ 0.05,0.48 $\pm$ 0.03
NaiveBayes,BorderlineSMOTE,0.66 $\pm$ 0.05,0.67 $\pm$ 0.03,0.62 $\pm$ 0.02,0.65 $\pm$ 0.05,0.65 $\pm$ 0.02,0.70 $\pm$ 0.02
NaiveBayes,No Upsampling,0.66 $\pm$ 0.07,0.62 $\pm$ 0.04,0.63 $\pm$ 0.01,0.64 $\pm$ 0.03,0.68 $\pm$ 0.03,0.66 $\pm$ 0.01
NaiveBayes,Random Oversampling,0.67 $\pm$ 0.06,0.62 $\pm$ 0.04,0.62 $\pm$ 0.01,0.64 $\pm$ 0.02,0.68 $\pm$ 0.01,0.63 $\pm$ 0.01
NaiveBayes,SMOTE,0.67 $\pm$ 0.05,0.62 $\pm$ 0.04,0.57 $\pm$ 0.02,0.62 $\pm$ 0.02,0.63 $\pm$ 0.01,0.66 $\pm$ 0.03
NaiveBayes,SVMSMOTE,0.66 $\pm$ 0.07,0.62 $\pm$ 0.04,0.63 $\pm$ 0.01,0.62 $\pm$ 0.01,0.67 $\pm$ 0.03,0.66 $\pm$ 0.01
RandomForest,BorderlineSMOTE,0.56 $\pm$ 0.05,0.49 $\pm$ 0.02,0.51 $\pm$ 0.03,0.51 $\pm$ 0.02,0.47 $\pm$ 0.02,0.52 $\pm$ 0.03
RandomForest,No Upsampling,0.49 $\pm$ 0.02,0.50 $\pm$ 0.03,0.49 $\pm$ 0.02,0.50 $\pm$ 0.01,0.49 $\pm$ 0.02,0.51 $\pm$ 0.05
RandomForest,Random Oversampling,0.47 $\pm$ 0.02,0.49 $\pm$ 0.03,0.51 $\pm$ 0.01,0.51 $\pm$ 0.03,0.49 $\pm$ 0.03,0.52 $\pm$ 0.02
RandomForest,SMOTE,0.47 $\pm$ 0.02,0.50 $\pm$ 0.04,0.50 $\pm$ 0.01,0.51 $\pm$ 0.02,0.48 $\pm$ 0.02,0.50 $\pm$ 0.03
RandomForest,SVMSMOTE,0.49 $\pm$ 0.02,0.49 $\pm$ 0.02,0.50 $\pm$ 0.02,0.49 $\pm$ 0.00,0.47 $\pm$ 0.03,0.52 $\pm$ 0.02
RidgeClassifier,BorderlineSMOTE,0.51 $\pm$ 0.02,0.47 $\pm$ 0.01,0.41 $\pm$ 0.02,0.49 $\pm$ 0.03,0.51 $\pm$ 0.02,0.53 $\pm$ 0.04
RidgeClassifier,No Upsampling,0.47 $\pm$ 0.04,0.48 $\pm$ 0.02,0.41 $\pm$ 0.02,0.50 $\pm$ 0.02,0.52 $\pm$ 0.02,0.54 $\pm$ 0.03
RidgeClassifier,Random Oversampling,0.52 $\pm$ 0.04,0.45 $\pm$ 0.02,0.39 $\pm$ 0.02,0.47 $\pm$ 0.03,0.49 $\pm$ 0.01,0.50 $\pm$ 0.03
RidgeClassifier,SMOTE,0.52 $\pm$ 0.03,0.44 $\pm$ 0.02,0.39 $\pm$ 0.02,0.45 $\pm$ 0.04,0.48 $\pm$ 0.02,0.51 $\pm$ 0.03
RidgeClassifier,SVMSMOTE,0.51 $\pm$ 0.04,0.46 $\pm$ 0.01,0.37 $\pm$ 0.02,0.45 $\pm$ 0.04,0.48 $\pm$ 0.01,0.50 $\pm$ 0.03
SVM,BorderlineSMOTE,0.53 $\pm$ 0.06,0.60 $\pm$ 0.05,0.58 $\pm$ 0.03,0.61 $\pm$ 0.01,0.62 $\pm$ 0.04,0.60 $\pm$ 0.06
SVM,No Upsampling,0.56 $\pm$ 0.05,0.57 $\pm$ 0.02,0.57 $\pm$ 0.02,0.62 $\pm$ 0.01,0.64 $\pm$ 0.01,0.63 $\pm$ 0.03
SVM,RakelD Partitioning of labels,0.56 $\pm$ 0.03,0.58 $\pm$ 0.04,0.55 $\pm$ 0.03,0.62 $\pm$ 0.02,0.62 $\pm$ 0.01,0.62 $\pm$ 0.02
SVM,Random Oversampling,0.57 $\pm$ 0.03,0.59 $\pm$ 0.03,0.58 $\pm$ 0.04,0.61 $\pm$ 0.03,0.63 $\pm$ 0.03,0.64 $\pm$ 0.02
SVM,SMOTE,0.56 $\pm$ 0.05,0.57 $\pm$ 0.04,0.58 $\pm$ 0.02,0.62 $\pm$ 0.03,0.56 $\pm$ 0.05,0.65 $\pm$ 0.02
SVM,SVMSMOTE,0.54 $\pm$ 0.05,0.56 $\pm$ 0.03,0.54 $\pm$ 0.05,0.61 $\pm$ 0.02,0.62 $\pm$ 0.02,0.62 $\pm$ 0.06
XGBoost,BorderlineSMOTE,0.87 $\pm$ 0.04,0.74 $\pm$ 0.07,0.67 $\pm$ 0.02,0.70 $\pm$ 0.02,0.72 $\pm$ 0.06,0.64 $\pm$ 0.02
XGBoost,No Upsampling,0.80 $\pm$ 0.03,0.71 $\pm$ 0.03,0.69 $\pm$ 0.06,0.71 $\pm$ 0.02,0.72 $\pm$ 0.05,0.60 $\pm$ 0.01
XGBoost,Random Oversampling,0.86 $\pm$ 0.06,0.69 $\pm$ 0.03,0.68 $\pm$ 0.09,0.70 $\pm$ 0.02,0.73 $\pm$ 0.03,0.66 $\pm$ 0.02
XGBoost,SMOTE,0.86 $\pm$ 0.08,0.69 $\pm$ 0.01,0.65 $\pm$ 0.04,0.68 $\pm$ 0.01,0.69 $\pm$ 0.03,0.66 $\pm$ 0.02
XGBoost,SVMSMOTE,0.79 $\pm$ 0.08,0.72 $\pm$ 0.04,0.66 $\pm$ 0.06,0.67 $\pm$ 0.04,0.67 $\pm$ 0.05,0.65 $\pm$ 0.03
