model_type,model_subtype,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
LogisticRegression,SMOTE,0.57 $\pm$ 0.03,0.57 $\pm$ 0.03,0.59 $\pm$ 0.02,0.62 $\pm$ 0.01,0.63 $\pm$ 0.01,0.64 $\pm$ 0.01
LogisticRegression,SVMSMOTE,0.56 $\pm$ 0.02,0.57 $\pm$ 0.03,0.60 $\pm$ 0.02,0.60 $\pm$ 0.01,0.62 $\pm$ 0.01,0.63 $\pm$ 0.01
LogisticRegressionElasticNet,BorderlineSMOTE,0.59 $\pm$ 0.03,0.63 $\pm$ 0.03,0.63 $\pm$ 0.01,0.65 $\pm$ 0.01,0.67 $\pm$ 0.01,0.67 $\pm$ 0.02
LogisticRegressionElasticNet,No Upsampling,0.59 $\pm$ 0.02,0.62 $\pm$ 0.02,0.63 $\pm$ 0.02,0.64 $\pm$ 0.01,0.66 $\pm$ 0.01,0.70 $\pm$ 0.03
LogisticRegressionElasticNet,Random Oversampling,0.58 $\pm$ 0.03,0.61 $\pm$ 0.02,0.62 $\pm$ 0.02,0.64 $\pm$ 0.01,0.65 $\pm$ 0.01,0.68 $\pm$ 0.02
LogisticRegressionElasticNet,SMOTE,0.57 $\pm$ 0.04,0.62 $\pm$ 0.02,0.62 $\pm$ 0.02,0.64 $\pm$ 0.01,0.64 $\pm$ 0.01,0.68 $\pm$ 0.02
LogisticRegressionElasticNet,SVMSMOTE,0.56 $\pm$ 0.04,0.62 $\pm$ 0.03,0.62 $\pm$ 0.00,0.66 $\pm$ 0.03,0.65 $\pm$ 0.02,0.68 $\pm$ 0.02
LogisticRegressionLasso,BorderlineSMOTE,0.58 $\pm$ 0.03,0.62 $\pm$ 0.03,0.64 $\pm$ 0.02,0.65 $\pm$ 0.01,0.65 $\pm$ 0.02,0.69 $\pm$ 0.02
LogisticRegressionLasso,No Upsampling,0.57 $\pm$ 0.04,0.60 $\pm$ 0.03,0.65 $\pm$ 0.02,0.66 $\pm$ 0.02,0.67 $\pm$ 0.01,0.70 $\pm$ 0.02
LogisticRegressionLasso,Random Oversampling,0.57 $\pm$ 0.04,0.61 $\pm$ 0.02,0.63 $\pm$ 0.02,0.66 $\pm$ 0.02,0.66 $\pm$ 0.02,0.68 $\pm$ 0.02
LogisticRegressionLasso,SMOTE,0.57 $\pm$ 0.03,0.61 $\pm$ 0.03,0.61 $\pm$ 0.01,0.64 $\pm$ 0.02,0.65 $\pm$ 0.02,0.67 $\pm$ 0.02
LogisticRegressionLasso,SVMSMOTE,0.58 $\pm$ 0.02,0.60 $\pm$ 0.02,0.62 $\pm$ 0.01,0.63 $\pm$ 0.01,0.64 $\pm$ 0.03,0.67 $\pm$ 0.02
LogisticRegressionRidge,BorderlineSMOTE,0.66 $\pm$ 0.02,0.69 $\pm$ 0.03,0.69 $\pm$ 0.04,0.69 $\pm$ 0.01,0.72 $\pm$ 0.02,0.73 $\pm$ 0.02
LogisticRegressionRidge,No Upsampling,0.63 $\pm$ 0.03,0.70 $\pm$ 0.04,0.70 $\pm$ 0.03,0.72 $\pm$ 0.01,0.73 $\pm$ 0.02,0.74 $\pm$ 0.02
LogisticRegressionRidge,RakelD Partitioning of labels,0.69 $\pm$ 0.01,0.72 $\pm$ 0.02,0.73 $\pm$ 0.03,0.72 $\pm$ 0.03,**0.76 $\pm$ 0.01**,**0.76 $\pm$ 0.00**
LogisticRegressionRidge,Random Oversampling,0.66 $\pm$ 0.01,0.68 $\pm$ 0.03,0.70 $\pm$ 0.03,0.69 $\pm$ 0.01,0.73 $\pm$ 0.01,0.72 $\pm$ 0.01
LogisticRegressionRidge,SMOTE,0.64 $\pm$ 0.02,0.67 $\pm$ 0.03,0.69 $\pm$ 0.04,0.67 $\pm$ 0.01,0.70 $\pm$ 0.02,0.72 $\pm$ 0.02
LogisticRegressionRidge,SVMSMOTE,0.61 $\pm$ 0.02,0.65 $\pm$ 0.02,0.67 $\pm$ 0.04,0.68 $\pm$ 0.02,0.70 $\pm$ 0.03,0.70 $\pm$ 0.02
Multi-label ARAM,Natively Multilabel,0.58 $\pm$ 0.22,0.31 $\pm$ 0.14,0.53 $\pm$ 0.07,0.59 $\pm$ 0.06,0.63 $\pm$ 0.08,0.48 $\pm$ 0.05
Multilabel k Nearest Neighbours,Natively Multilabel,0.56 $\pm$ 0.01,0.61 $\pm$ 0.01,0.63 $\pm$ 0.03,0.61 $\pm$ 0.01,0.64 $\pm$ 0.02,0.62 $\pm$ 0.03
NaiveBayes,BorderlineSMOTE,0.62 $\pm$ 0.01,0.66 $\pm$ 0.02,0.69 $\pm$ 0.02,0.71 $\pm$ 0.02,0.71 $\pm$ 0.00,0.73 $\pm$ 0.01
NaiveBayes,No Upsampling,0.68 $\pm$ 0.03,0.71 $\pm$ 0.04,0.70 $\pm$ 0.01,0.70 $\pm$ 0.02,0.72 $\pm$ 0.01,0.72 $\pm$ 0.02
NaiveBayes,Random Oversampling,0.61 $\pm$ 0.01,0.67 $\pm$ 0.02,0.66 $\pm$ 0.02,0.69 $\pm$ 0.02,0.70 $\pm$ 0.02,0.72 $\pm$ 0.02
NaiveBayes,SMOTE,0.63 $\pm$ 0.00,0.67 $\pm$ 0.01,0.69 $\pm$ 0.02,0.71 $\pm$ 0.02,0.71 $\pm$ 0.02,0.73 $\pm$ 0.01
NaiveBayes,SVMSMOTE,0.60 $\pm$ 0.02,0.67 $\pm$ 0.02,0.66 $\pm$ 0.03,0.69 $\pm$ 0.02,0.70 $\pm$ 0.02,0.72 $\pm$ 0.01
RandomForest,BorderlineSMOTE,0.51 $\pm$ 0.09,0.60 $\pm$ 0.03,0.63 $\pm$ 0.03,0.62 $\pm$ 0.01,0.64 $\pm$ 0.02,0.67 $\pm$ 0.01
RandomForest,No Upsampling,0.56 $\pm$ 0.06,0.61 $\pm$ 0.05,0.61 $\pm$ 0.03,0.63 $\pm$ 0.00,0.64 $\pm$ 0.02,0.68 $\pm$ 0.02
RandomForest,Random Oversampling,0.50 $\pm$ 0.02,0.58 $\pm$ 0.05,0.62 $\pm$ 0.03,0.62 $\pm$ 0.01,0.65 $\pm$ 0.02,0.67 $\pm$ 0.02
RandomForest,SMOTE,0.54 $\pm$ 0.05,0.59 $\pm$ 0.04,0.63 $\pm$ 0.03,0.62 $\pm$ 0.01,0.64 $\pm$ 0.02,0.67 $\pm$ 0.01
RandomForest,SVMSMOTE,0.50 $\pm$ 0.02,0.61 $\pm$ 0.03,0.62 $\pm$ 0.02,0.62 $\pm$ 0.01,0.65 $\pm$ 0.02,0.68 $\pm$ 0.02
RidgeClassifier,BorderlineSMOTE,0.60 $\pm$ 0.02,0.60 $\pm$ 0.01,0.62 $\pm$ 0.03,0.66 $\pm$ 0.02,0.68 $\pm$ 0.02,0.70 $\pm$ 0.02
RidgeClassifier,No Upsampling,0.60 $\pm$ 0.01,0.61 $\pm$ 0.02,0.64 $\pm$ 0.03,0.66 $\pm$ 0.02,0.68 $\pm$ 0.02,0.70 $\pm$ 0.02
RidgeClassifier,Random Oversampling,0.59 $\pm$ 0.01,0.59 $\pm$ 0.02,0.62 $\pm$ 0.02,0.65 $\pm$ 0.03,0.66 $\pm$ 0.02,0.69 $\pm$ 0.03
RidgeClassifier,SMOTE,0.60 $\pm$ 0.02,0.58 $\pm$ 0.02,0.60 $\pm$ 0.01,0.64 $\pm$ 0.02,0.66 $\pm$ 0.02,0.69 $\pm$ 0.02
RidgeClassifier,SVMSMOTE,0.62 $\pm$ 0.01,0.59 $\pm$ 0.02,0.63 $\pm$ 0.02,0.65 $\pm$ 0.01,0.67 $\pm$ 0.02,0.68 $\pm$ 0.01
SVM,BorderlineSMOTE,0.61 $\pm$ 0.02,0.61 $\pm$ 0.02,0.65 $\pm$ 0.02,0.67 $\pm$ 0.01,0.69 $\pm$ 0.01,0.71 $\pm$ 0.02
SVM,No Upsampling,0.60 $\pm$ 0.03,0.63 $\pm$ 0.03,0.64 $\pm$ 0.02,0.69 $\pm$ 0.02,0.68 $\pm$ 0.01,0.71 $\pm$ 0.01
SVM,RakelD Partitioning of labels,0.59 $\pm$ 0.02,0.62 $\pm$ 0.02,0.65 $\pm$ 0.03,0.67 $\pm$ 0.01,0.68 $\pm$ 0.02,0.70 $\pm$ 0.01
SVM,Random Oversampling,0.60 $\pm$ 0.03,0.61 $\pm$ 0.02,0.66 $\pm$ 0.04,0.65 $\pm$ 0.03,0.69 $\pm$ 0.01,0.70 $\pm$ 0.00
SVM,SMOTE,0.61 $\pm$ 0.02,0.62 $\pm$ 0.02,0.64 $\pm$ 0.03,0.68 $\pm$ 0.02,0.69 $\pm$ 0.02,0.70 $\pm$ 0.01
SVM,SVMSMOTE,0.61 $\pm$ 0.01,0.62 $\pm$ 0.03,0.65 $\pm$ 0.03,0.67 $\pm$ 0.03,0.67 $\pm$ 0.02,0.69 $\pm$ 0.02
XGBoost,BorderlineSMOTE,0.74 $\pm$ 0.01,0.72 $\pm$ 0.03,0.72 $\pm$ 0.03,0.71 $\pm$ 0.01,0.72 $\pm$ 0.03,0.74 $\pm$ 0.02
XGBoost,No Upsampling,0.74 $\pm$ 0.04,0.70 $\pm$ 0.05,0.71 $\pm$ 0.04,0.72 $\pm$ 0.01,0.71 $\pm$ 0.02,0.71 $\pm$ 0.02
XGBoost,Random Oversampling,0.74 $\pm$ 0.02,0.70 $\pm$ 0.06,0.73 $\pm$ 0.04,0.73 $\pm$ 0.02,0.73 $\pm$ 0.04,0.75 $\pm$ 0.03
XGBoost,SMOTE,0.73 $\pm$ 0.05,0.71 $\pm$ 0.02,0.75 $\pm$ 0.04,0.73 $\pm$ 0.04,0.72 $\pm$ 0.03,0.72 $\pm$ 0.03
XGBoost,SVMSMOTE,**0.76 $\pm$ 0.01**,0.70 $\pm$ 0.02,0.73 $\pm$ 0.03,0.71 $\pm$ 0.02,0.73 $\pm$ 0.02,0.75 $\pm$ 0.02
